molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50|pIC50
6_a3|0.0|0|0.0|0|6.823286122000001|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|2|-0.330577816|0.05584062|10.3116226|0.032782484|1|-0.006696449|-0.0445675709999999|0.036673175|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.8632654590000001|1|0.783322023|-0.098669224|0.556539611|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|-0.037726468|-24.56680878|-25.95647951|56.71997588|57.46859326|2196.107822|-640.0421597|-9.393191593|0.19718501|5.498222293|0.633675574|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|3.05|2.65|21.0|4.66|92.93|2.11|1.0|0.0|0.0|1.0|-5.44|3.0|-5.68|0.0|1.0|3.63|-4.87|1.34e-05|3.79|0.0|1.11e-05|-0.06529|5.8279|3.09|-1731.735113|524.88|365.05|0.1997|212.74|366.93|0.3369|0.69323|-1731.602363|-0.1465|2.8131|-1731.6508010000002|5.7501|5.7501
14e_a23|0.0|1|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|2|-0.4787294729999999|0.021081733|10.3132176|-0.009871698|2|0.001951778|0.072830644|-0.226146643|2|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|1|0.925392058|-0.089453046|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|-0.03935934|-43.33511299|-35.54678231|74.75779594|63.61519626|3255.313968|-1369.74655|-19.06744972|0.203474128|8.020794334|0.981902808|34.39302091|0.017954325|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|1.0|3.54|3.62|26.0|6.19|105.02|3.82|2.0|1.0|0.0|1.0|-6.38|7.0|-6.06|1.0|0.0|4.5|-5.79|1.61e-06|4.46|0.0|2.85e-06|-0.08122|3.7033|4.2|-1966.96594|706.39|334.8|0.3178|334.8|571.39|0.63922|0.63922|-1966.720803|-153.0|3.7696|-1966.785007|8.5214|8.5214
17_a3|0.0|0|0.0|0|6.823286122000001|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|2|-0.349676046|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.036673175|2|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.838125715|1|0.803075623|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|-25.54439812|55.39769571|55.45324083|2196.728425|-684.3617224|-10.24205849|0.159937821|6.2477303310000005|0.780420408|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|3.13|2.65|21.0|4.66|92.93|2.37|1.0|0.0|0.0|1.0|-5.53|3.0|-5.61|0.0|1.0|3.71|-4.93|1.18e-05|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|3.57|-1731.75233|537.32|386.22|0.4062|386.22|393.58|0.69481|0.69481|-1731.6147670000005|-0.13155|3.8077|-1731.663157|7.6383|7.6383
12e_a40|0.0|0|0.0|1|7.515889085|0|0.604990524|1.6315143930000002|0.061944605|-0.015461694|5.4161004020000005|0|-0.556620974|0.130516751|10.31197242|-0.192362496|2|-0.014780739|0.292184471|0.172778196|0|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|1|0.7798787840000001|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|0.220121216|-0.048387621|-36.19867792|-38.96782748|78.14505956|79.97685498|2391.0322170000004|-866.8463724999999|-14.26008524|0.209181178|8.014314957|0.966435355|33.21629575|0.021118537|-315.75223450000004|1096.13776|348.3847394|11.46456937|1.0|1.0|0.0|2.0|3.27|3.05|20.0|4.84|98.89|2.93|2.0|0.0|0.0|1.0|-6.53|4.0|-5.26|0.0|1.0|3.98|-5.64|2.27e-06|4.72|0.0|0.000346|-0.07296|4.3236|4.66|-2248.276958|552.91|409.82|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|-0.12616|2.5946|-2248.206714|5.9318|5.9318
13i_a6|0.0|0|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|1|-0.852681372|0.034304189|10.95129557|-0.032549318|1|-0.007703306|0.057038772|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.8287956870000001|0|0.624046118|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|-0.046433945|-58.20996912|-54.13430283|100.2320567|101.6533459|2906.257489|-1649.799665|-20.86772478|0.216402237|8.294136887|0.753497905|39.72483975|0.019989461|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|1.0|1.0|3.0|3.59|2.7|23.0|3.54|115.15|1.18|1.0|0.0|0.0|1.0|-5.03|5.0|-6.81|0.0|1.0|2.91|-4.48|3.28e-05|2.95|0.0|1.36e-06|-0.0481399999999999|3.6668|4.94|-1426.549926|703.43|348.14|0.2903|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|-0.1464|7.8342|-1426.332492|7.6778|7.6778
3j_a32|0.0|1|0.0|0|8.234564993|1|0.609420782|0.0|0.0053427669999999|-0.006580847|6.3044488020000005|0|-0.269814716|-0.086191775|10.31100276|-0.052622352|3|0.001173363|-0.055211759|-0.097980957|0|0.812195122|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|1|0.865101945|-0.095013178|0.27811778|0.013773753|-37.33051857|-50.46105839|7.315176208|47.55031019|0.134898055|-0.030815085|-26.79963418|-19.82606536|58.58770587|44.64569478|2282.569698|-605.5327007000001|-8.691773249|0.251226|5.900829539|0.812452828|21.85672669|0.015301673|-264.245436|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|3.27|3.0|19.0|4.93|110.94|1.94|1.0|0.0|0.0|1.0|-5.92|3.0|-5.6|0.0|1.0|4.09|-4.8|1.58e-05|3.89|0.0|6.86e-05|-0.05361|3.4982|3.02|-1671.507439|564.55|354.42|0.3005|354.42|405.19|0.7028|0.7028|-1671.351322|-0.14498|3.6238|-1671.402462|8.0969|8.0969
12a_a50|0.0|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|1|-0.126263256|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.193999688|-0.291865836|1|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|1|0.904119689|-0.0663902|0.29507467|0.021013336|-25.57033815|-33.44733598|10.58650394|7.457998037999999|0.095880311|-0.02383238|-16.85074424|-12.88231829|47.2792242|36.15684209|2223.666558|-468.2627037|-6.048985111|0.4247810279999999|5.116970861|0.885635975|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|0.0|3.3|2.21|20.0|3.42|48.53|2.02|0.0|0.0|0.0|2.0|-3.16|3.0|-6.44|0.0|1.0|2.55|-3.84|0.000144|2.5|0.0|0.00101|-0.03366|4.0783|2.47|-1006.659456|545.54|304.01|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|-0.16806|5.7662|-1006.546706|7.1249|7.1249
9s_a24|0.0|0|0.0|0|6.605297921|1|1.4275963180000002|0.0|-0.222173285|-0.003599664|4.59511985|4|-0.190782186|-0.060407836|10.96129902|0.013901071|1|0.007695726|-0.0897306019999999|-0.359715589|3|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0|0.8833498320000001|-0.063587778|0.483170382|0.016792118|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|-19.21235005|61.19761205|41.36694069|2747.809842|-592.2833757999999|-7.505819207999999|0.554839231|9.124394347|0.889829339|27.15292246|0.03496522|68.10609672|1330.4932|604.8829955|21.71205366|0.0|1.0|1.0|1.0|3.43|2.78|29.0|4.29|77.21|0.81|1.0|0.0|0.0|1.0|-3.36|4.0|-7.2|0.0|0.0|2.63|-4.06|8.71e-05|2.11|0.0|3.04e-06|-0.03597|3.0726|1.82|-1271.031372|654.28|464.24|0.5112|403.51|521.4|0.69475|0.6907300000000001|-1270.738032|-0.10865|4.6141|-1270.796154|7.4949|7.4949
14o_a23|0.0|1|-4.758526534|2|7.423568444|0|1.197958066|3.133942289|0.18835477|-0.014680137|5.351858133|2|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|0.416392114|-0.2952674819999999|2|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|1|0.904077943|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|0.0959220569999999|-0.042454824|-47.58321438|-36.61307972|80.64694246|64.33441296|3399.6213840000005|-1539.35724|-21.45909668|0.199698446|9.016411722|0.958697036|37.71512766|0.019295686|-427.001863|1923.471511|676.4530574|13.71836682|0.0|1.0|1.0|1.0|3.55|3.62|26.0|6.18|114.25|3.04|2.0|1.0|0.0|1.0|-6.89|8.0|-5.94|1.0|0.0|4.31|-6.0|1e-06|4.76|0.0|5.57e-06|-0.08059|3.6989|5.17|-2042.184285|729.11|335.19|385.0|335.19|582.89|0.58581|0.58581|-2041.934645|-0.1517|5.9294|-2042.000938|8.4815|8.4815
8b_a8|0.0|0|0.0|1|7.535296702|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|1|-0.733216119|-0.0422693659999999|10.94650923|-0.03443232|1|-0.003593429|0.031896755|0.079250224|1|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|0|0.558354653|-0.11627069|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|-0.047457424|-43.64473805|-48.85837649|84.97574547|99.62129245|2863.095568|-1424.7250689999998|-17.8141788|0.218545278|7.507665421|0.936224813|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|1.0|0.0|2.0|3.52|2.93|23.0|3.03|112.23|2.12|1.0|0.0|0.0|1.0|-4.77|5.0|-6.87|0.0|0.0|2.9|-4.43|3.69e-05|2.76|0.0|3.04e-05|-0.06114|4.5819|6.41|-1407.0843|640.35|375.8|0.2618|270.59|488.56|0.57234|0.70195|-1406.829227|-0.13807|5.8389|-1406.887058|5.2941|5.2941
10_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|0.153272514|-0.016404762|5.733341277|0|-0.771023817|-0.028431775|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|-0.229450999|0|0.809370315|0.8607827790000001|0.012125768|-0.079818594|0.915639476|1|0.7622839570000001|-0.1223816869999999|0.266552538|0.02575778|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|-0.038939628|-46.69945835|-33.69815077|91.10767604|70.46302679|2649.882742|-1058.381342|-14.85891856|0.305365257|7.079344111|0.81769605|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|1.0|1.0|2.0|3.56|3.12|19.0|4.21|149.27|0.88|1.0|0.0|1.0|1.0|-6.04|5.0|-6.44|1.0|1.0|3.42|-4.41|3.89e-05|3.23|0.0|4.13e-05|-0.05434|3.6441|4.12|-1916.668776|654.7|340.24|0.2983|340.24|533.89|0.70228|0.70228|-1916.460049|-0.15088|2.4919|-1916.519894|8.1427|8.1427
6a_a40|0.0|0|0.0|1|8.421342866|2|0.604893625|1.78213955|0.117890918|-0.014623575|6.401917197|0|-0.68730803|0.104332675|10.30179985|-0.230955427|2|-0.001171195|-0.272320301|-0.040435852|0|0.682273668|0.801647855|-0.012261923|-0.340539542|0.861720535|1|0.733750993|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|-0.049149867|-45.80643937|-42.542782200000005|81.37714586|78.35465194|2936.1501780000003|-1320.063801|-19.17478857|0.132148181|6.945713476|0.708845065|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|1.0|1.0|1.0|3.99|3.01|14.0|3.07|173.43|1.62|2.0|2.0|1.0|2.0|-7.11|5.0|-6.32|1.0|1.0|3.17|-4.99|1.03e-05|3.77|1.0|0.0396|-0.0926|2.9836|7.73|-2371.579899|649.48|415.55|0.4015|415.55|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|-0.11995|6.9379|-2371.443161|7.3979|7.3979
14_a47|0.0|1|0.0|0|6.605297921|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|2|-0.2306964|-0.01670074|10.95058279|0.0295267039999999|1|-0.006335783|0.05124606|-0.061837113|2|0.5975877820000001|0.777675668|-0.085385518|0.050943962|0.8467634620000001|1|0.681598464|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|-0.034963476|-23.9422834|-23.79514424|61.62381153|57.32194098|2254.664317|-617.1571777|-8.892848121|0.335290281|6.909385453|0.904139078|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|0.0|1.0|2.0|2.78|1.53|21.0|4.88|66.49|2.49|0.0|0.0|0.0|1.0|-3.97|5.0|-6.21|0.0|1.0|3.16|-4.13|7.46e-05|2.91|0.0|5.27e-06|-0.06057|3.9671|2.64|-1127.737484|519.55|312.53|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|-0.16377|2.2485|-1127.6593779999998|8.1|8.1
41_a18|0.0|0|0.0|0|7.03438793|2|1.251176562|0.0|0.115127295|-0.007587553|4.844187086|1|-0.500778516|0.022493846|10.9470117|0.0212700929999999|0|-0.002136837|-0.137860739|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|0|0.7349388459999999|-0.089139464|0.3888308139999999|0.009550224|-69.94639412|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-41.89408289|-47.95199341|65.83786886|76.49358329|2899.29167|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|0.950261611|28.37200951|0.006896617|-552.8844577000001|1759.064589|897.5188662|4.727999916|1.0|0.0|1.0|3.0|4.07|0.0|18.0|2.7|99.28|2.94|2.0|1.0|0.0|1.0|-5.56|3.0|-6.38|0.0|1.0|2.53|-5.02|9.49e-06|3.78|0.0|1.89e-06|-0.04956|3.2123|7.34|-1454.374793|736.59|385.97|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|-0.1319|2.0934|-1454.045308|6433.0|6433.0
8a_a8|0.0|0|0.0|1|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|1|-0.732911106|0.010118884|10.94671414|-0.0298924089999999|1|-0.005306541|0.044579097|0.089375589|1|0.76592324|0.762577159|0.089031731|-0.048064085|0.8220300859999999|0|0.550829475|-0.118763303|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|0.449170525|-0.049054408|-42.60049244|-47.27503672|86.57328508|99.52191337|2802.374154|-1351.456417|-17.59585557|0.23579367|7.533378788999999|0.927876056|38.44444383|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|1.0|0.0|2.0|3.37|2.64|23.0|2.72|112.23|1.9|1.0|0.0|0.0|1.0|-4.4|5.0|-7.04|0.0|0.0|2.56|-4.14|7.28e-05|2.4|0.0|6.96e-05|-0.06922|4.6017|6.1|-1367.776863|620.68|399.45|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|-0.13015|5.4201|-1367.595683|4.9454|4.9454
8a_a50|0.0|1|0.0|1|7.860570786|1|1.39826105|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|1|-0.188998337|-0.150515325|10.94501357|-0.058014797|2|0.007801731|-0.038971589|-0.11385159|1|0.75162266|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|1|0.860876738|-0.08230347|0.278028663|0.018809422|-34.88425666|-41.48493288|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|-17.58335405|50.06249379|44.36511568|2206.356773|-622.2739931|-8.042467074|0.248584287|5.754657432|0.858162757|21.23424244|0.017017336|-253.4513797|828.1354551|388.171611|8.577560914|1.0|0.0|1.0|1.0|3.34|2.01|20.0|3.71|59.39|2.02|0.0|0.0|0.0|1.0|-3.86|3.0|-6.12|0.0|1.0|2.87|-4.13|7.48e-05|2.95|0.0|0.000151|-0.0280699999999999|5.622000000000001|2.69|-1006.671867|548.47|297.06|0.18|220.53|396.63|0.3462199999999999|0.60625|-1006.508913|-0.17244|3.5509|-1006.557694|7.3279|7.3279
6f_a40|0.0|0|0.0|1|8.421342866|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|0|-0.8287570679999999|0.075227997|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0.092206207|0|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|1|0.655786513|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|-0.052228625|-53.89282175|-55.39203581|92.77827871|96.49789556|3021.330686|-1509.948957|-21.5571287|0.137191276|6.993991456|0.69723213|38.88975659|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|1.0|1.0|2.0|4.05|2.53|14.0|2.66|199.45|1.1|1.0|3.0|1.0|3.0|-6.95|5.0|-6.9|1.0|0.0|2.61|-4.64|2.3e-05|3.09|1.0|0.0967|-0.08982|3.5741|6.96|-2426.972609|668.95|482.43|0.2362|346.89|507.64|0.66642|0.69911|-2426.725129|-0.1131799999999999|6.2384|-2426.787111|7.3768|7.3768
8_a4|0.0|0|0.0|1|7.535296702|1|1.304250488|2.126514848|-0.208165266|-0.001277205|5.4161004020000005|2|-0.056197036|-0.011835327|10.9295757|0.05775266|1|0.009595591|-0.1193184819999999|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.097165358|0.879500982|1|0.925132446|-0.065595042|0.546157592|0.0103751219999999|-27.90231822|-33.90618946|5.362918401|11.02158946|0.074867554|-0.024598141|-17.52616744|-14.42275611|41.57817329|33.26523662|2297.5526170000003|-508.5928419|-6.572312789|0.273845898|5.695730546|0.750959081|17.50981094|0.0148422489999999|-233.7988862|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|0.0|2.99|3.19|21.0|4.76|43.6|2.93|1.0|0.0|0.0|1.0|-4.35|3.0|-5.76|0.0|1.0|3.85|-4.84|1.46e-05|3.74|0.0|5.72e-06|-0.05864|5.3544|3.29|-1450.239105|561.6|311.03|0.1687|231.56|391.01|0.30471|0.57675|-1450.071352|-0.16821|4.5781|-1450.121028|7.2676|7.2676
30_a47|0.0|1|0.0|1|6.842683282|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|2|-0.415191425|-0.008774855|10.95005723|0.0467853809999999|1|-0.008325552|0.029343834|-0.079370393|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|1|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|-38.96726396|81.25550675|78.59180109|2626.927627|-965.7162688|-13.79658605|0.320552431|6.886726437999999|0.879999675|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|2.0|3.03|2.12|21.0|3.93|98.72|1.78|1.0|0.0|0.0|1.0|-4.22|5.0|-6.95|0.0|1.0|2.61|-4.1|7.94e-05|2.5|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|-1696.12008|615.85|333.66|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|-0.1517|2.7493|-1695.9887|7.9|7.9
18_a4|0.0|0|0.0|1|7.535296702|1|1.3998285519999998|1.904090136|-0.181683336|-0.004533883|5.4161004020000005|1|-0.181355303|-0.200683549|10.94611841|-0.063708832|1|0.00042|0.108754635|0.015390457|1|0.624748358|0.793041267|0.102914528|-0.105846349|0.8547339420000001|0|0.7755960390000001|-0.085817825|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|203.5264327|0.224403961|-0.03479101|-20.88721799|-22.93503169|50.98777224|55.21809494|2069.649003|-635.0681172000001|-8.467791078|0.2305616919999999|6.133421395|0.682329162|22.30718562|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|8.649897756|0.0|0.0|0.0|1.0|3.32|2.56|17.0|3.43|50.94|2.2|0.0|0.0|0.0|2.0|-2.95|4.0|-6.58|0.0|1.0|2.78|-3.51|0.000312|2.24|0.0|0.0009109999999999|-0.03538|4.5152|3.02|-1033.480025|523.81|294.88|0.2083|274.59|404.27|0.52475|0.57777|-1033.349218|-0.17345|2.7878|-1033.398285|5.5817|5.5817
galu_a46|0.0|0|0.0|1|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|2|-0.327651527|-0.094815394|10.92740177|-0.1121767259999999|1|0.003107816|-0.150645957|0.0481706809999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|1|0.7637964079999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|0.236203592|-0.03220981|-27.89483984|-28.50774993|57.65745491|57.85086047|2501.785113|-847.2847833999999|-10.08962292|0.2167824069999999|6.445819025|0.880553787|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|3.27|2.75|21.0|3.51|86.69|1.84|1.0|0.0|0.0|1.0|-3.85|4.0|-6.86|0.0|1.0|2.84|-3.99|0.000102|2.39|0.0|2.75e-05||||||||||||||||7.2924|7.2924
12ap_a36|0.0|0|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|2|-0.424579308|-0.105824575|10.95430638|-0.042675894|1|0.001194592|0.117738331|-0.175397741|1|0.8707354620000001|0.832758813|-0.025198947|-0.074596774|0.893689741|0|0.830587483|-0.106173763|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|-0.037473093|-45.7078307|-35.56900768|83.16347311|68.48007054|2843.18721|-1253.939017|-16.13217554|0.262148114|8.766216204|0.86772056|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|2.0|4.78|0.0|17.0|1.76|92.99|1.38|1.0|0.0|0.0|1.0|-3.99|5.0|-7.08|0.0|0.0|1.66|-3.95|0.000113|2.4|0.0|8.97e-05|-0.06084|4.9124|2.98|-1325.199863|691.41|319.54|0.8819|252.39|553.28|0.59563|0.6929|-1324.95298|-0.15704|7.0249|-1325.0127220000002|7.4949|7.4949
8a_a31|0.0|0|0.0|0|7.765993078999999|1|0.610138387|0.0|-0.039027368|-0.015034136|5.733341277|0|-0.586331322|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.094359203|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0|0.594139864|-0.136459435|0.272259026|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|-29.89286568|82.32407724|79.02944672|2128.209198|-742.1281291|-10.19199103|0.333562641|5.83708559|0.822471411|30.93264504|0.030052065|-164.57484340000002|1113.575221|324.7430642|14.85788369|0.0|0.0|1.0|2.0|3.34|2.05|16.0|2.54|114.29|0.36|0.0|0.0|0.0|2.0|-3.57|5.0|-7.11|0.0|1.0|2.13|-3.11|0.000773|1.56|0.0|0.00145|-0.02993|3.8097|1.53|-1347.541429|538.75|325.45|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|-0.1587599999999999|3.7141|-1347.446223|6.1024|6.1024
14s_a23|0.0|1|0.0|2|7.423568444|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|2|-0.298573309|-0.044305947|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|2|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|1|0.92763624|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|0.07236376|-0.034255504|-33.12848261|-22.64965286|62.75905983|48.11843993|2954.0751370000003|-1032.832468|-14.09722664|0.2251838339999999|7.548546899|0.890072438|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|11.11743642|0.0|1.0|1.0|1.0|3.45|3.66|26.0|4.67|105.02|3.51|2.0|1.0|0.0|1.0|-6.13|4.0|-6.03|0.0|0.0|4.01|-5.55|2.83e-06|4.21|0.0|4.55e-06|-0.07783|3.6828|4.1|-2089.521231|668.66|336.66|0.3669|336.66|528.82|0.60323|0.60323|-2089.2914530000003|-0.1515|4.7032|-2089.352478|8.5482|8.5482
7f_a8|0.0|0|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|0|-0.234880498|-0.087673259|10.94343485|0.0260356679999999|1|0.00084936|0.09329746|0.141285105|0|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0|0.770229267|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|-0.040738044|-28.45850692|-29.74763659|55.85651025|60.14140162|2534.956113|-950.3309426|-13.18808857|0.119077775|7.704280774|0.822794279|26.31197491|0.010262531|-433.4681077|1078.790971|446.5544107|5.839092213|1.0|1.0|0.0|1.0|3.14|3.23|23.0|5.49|61.58|4.27|2.0|0.0|0.0|1.0|-5.68|4.0|-5.27|0.0|1.0|4.63|-5.5|3.16e-06|4.66|0.0|1.31e-06|-0.07492|3.8187|6.81|-1285.196168|584.99|356.17|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|-0.14506|8.7098|-1285.071664|4.4479|4.4479
