molecula|NaaNH|n9FaHRing|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|FPSA5|DPSA1|Mor01p|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
9a_a36|1|0|0.0|2|2|1.297044807|0.0|-0.109305298|-0.007853595|0.0034852859999999|10.96066876|-0.06502499|1|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0|0.204819754|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|106.0201967|-0.039929147|-40.61536816|0.7638345870000001|-1.956528182|-27.53468726|-1195.981615|-14.91993116|0.236165413|7.546661564|5693.562367|144.36259840000002|0.019513779|-322.5522826|578.2841135|1.0|1.0|4.69|17.0|-6.28|3.04|2.04|66.4|1.0|120.94|0.0|1.0|-3.71|29.0|382.42|1.0|1.95|0.0753|0.0391|2.66|0.0|0.0|5.26e-07|-0.05044|3.8677|3.38|648.41|1092.66|0.68682|0.68682|-1252.578886|0.4811|-0.15925|-0.20969|0.02701893|7.4992|7.8861|7.8861
22_a10|0|0|0.0|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|0.008350227|10.92966136|-0.020475007|1|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|0.775071808|0.016720696|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|101.3847763|-0.022372463|-39.42279832|0.564323334|-1.3647202319999998|-32.68604442|-1062.931277|-13.57178303|0.435676666|8.84228648|7414.102179|339.3328129|0.026340252|-100.1982412|916.8601445|1.0|0.0|3.74|27.0|-9.37|4.64|5.6|73.14|2.0|139.53|0.0|1.0|-5.34|36.0|475.54|0.0|4.26|0.00217|0.0014|4.1|0.0|0.0|4.27e-10|-0.05712|4.8251|5.65|770.92|1339.48|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|-0.2180699999999999|0.03366599|6.5841|5.9586|5.9586
16b_a32|1|1|0.0|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.008469352|-0.008277865|10.31100078|-0.0657820279999999|3|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|0.559199331|0.015808858|-56.84546999|-69.39772428|10.12961779|53.96132589|0.253462496|162.40756509999997|-0.0345657579999999|-44.4669946|0.7476362679999999|-1.624590613|-36.42406481|-1040.965864|-14.19159402|0.252363732|6.466656381|6612.089615999999|161.7035261|0.017136832|-317.3487516|597.8890744|1.0|2.0|3.71|19.0|-7.6|5.4|4.88|165.49|1.0|114.43|1.0|1.0|-6.28|28.0|433.57|0.0|3.26|0.000225|0.0123|3.14|0.0|0.0|2.54e-08|-0.05946|3.6211|6.37|676.92|1137.73|0.70233|0.70233|-2315.757928|0.2849|-0.14995|-0.2094099999999999|0.03900066|7.0093|7.7696|7.7696
13n_a6|1|0|0.0|0|0|1.4290206230000002|0.0|0.030890422|-0.010884884|-0.0093684169999999|10.95053349|-0.033224059|1|0.100294804|-0.068956229|-0.118693789|-0.57091314|2|0.7767360059999999|-0.064779873|-0.056293641|0.832753533|0.82642394|1|0.307384948|0.017758385|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|199.7822434|-0.038490115|-51.52585133|0.748967057|-2.078466222|-47.27287681|-1426.464192|-18.12946621|0.251032943|8.872063579|6386.381394|172.28545730000002|0.019904118|-341.7352549|724.3873672999999|1.0|3.0|3.55|27.0|-9.67|4.19|3.76|122.47|1.0|127.2|0.0|1.0|-4.64|33.0|435.48|0.0|2.62|0.00987|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|-0.07131|4.8185|4.27|727.69|1232.6|0.55028|0.64027|-1423.451366|0.1945|-0.13863|-0.20994|0.05026727|10.1967|7.1249|7.1249
9g_a24|1|0|0.0|0|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|0.0144065739999999|10.96318169|-0.02471184|2|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|2|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0.657503038|0|0.383340003|0.01876163|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|-16.07665151|0.4819264479999999|-0.788016565|-15.87288497|-389.9025677|-5.214049137|0.518073552|6.124370267000001|4355.725609|256.3375151|0.033884884|17.88521849|341.3207334|1.0|1.0|2.8|22.0|-6.43|2.91|2.93|72.28|0.0|87.53|0.0|1.0|-2.49|23.0|302.33|1.0|1.93|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.03585|5.2521|0.75|524.03|879.99|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|-0.21391|0.032630457|4.4131|7.1675|7.1675
12m_a36|1|0|0.0|2|2|1.297043522|0.0|0.013543656|-0.011502861|-0.006653538|10.95440733|-0.038386106|1|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|15.24099981|42.78660249|0.288038572|193.174369|-0.04260035|-54.45666327|0.7471181240000001|-2.300418875|-45.120107|-1542.786306|-19.16067782|0.252881876|7.312794835|6434.374756|169.596372|0.0222467879999999|-331.4617713|689.2886595|1.0|3.0|4.83|17.0|-6.14|1.92|0.98|112.29|1.0|131.85|0.0|1.0|-4.1|32.0|424.46|0.0|1.26|0.0338|0.0676|2.11|0.0|0.0|7.19e-07|-0.05114|3.8658|3.88|692.4|1177.15|0.69382|0.69382|-1401.385923|0.4718|-0.15879|-0.20993|0.03861003|9.1003|7.5229|7.5229
13j_a6|1|0|0.0|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|-0.011017781|10.95129557|-0.047513534|1|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.783333463|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|0.377035857|251.937353|-0.046428683|-57.82670518|0.7841668409999999|-2.460720196|-53.67779048|-1644.266245|-20.73032827|0.215833159|8.741405506|6276.316063|144.22085800000002|0.0199201689999999|-379.7635712|673.8038326000001|1.0|3.0|3.56|23.0|-8.5|4.16|3.54|115.15|1.0|120.17|0.0|1.0|-5.03|32.0|427.46|0.0|2.82|0.00398|14.0|2.95|0.0|0.0|3.18e-09|-0.0488899999999999|3.6504|4.94|712.52|1196.6|0.69993|0.7045100000000001|-1426.272674|0.0259|-0.14602|-0.19491|0.03242949|10.9731|6.5817|6.5817
13b_a6|1|0|0.0|1|1|1.430640379|0.0|-0.0411179|-0.011206134|-0.00460563|10.95129557|-0.064811009|1|0.100281317|-0.10896749|-0.180339002|-0.490758329|1|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|0.202093555|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|0.757233678|-2.032484418|-40.04664055|-1332.835801|-17.48058934|0.2427663219999999|9.087172635|6000.952027|159.1980937|0.0203627189999999|-337.3706117|627.4287311|1.0|2.0|3.56|23.0|-9.01|4.98|4.32|95.85|2.0|116.79|0.0|1.0|-5.51|31.0|409.44|0.0|3.45|0.0012699999999999|0.00417|3.8|0.0|0.0|9.77e-10|-0.0525799999999999|4.8494|4.04|694.33|1167.21|0.58026|0.7006600000000001|-1349.837661|0.2461|-0.14898|-0.20156|0.02920955|13.5746|6.7595|6.7595
47t_a18|0|0|0.0|1|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|-0.006573438|10.94702032|-0.04785474|0|0.027313444|-0.068787175|-0.104274108|-0.600890268|0|0.750103977|0.005590928|-0.074774521|0.796935152|0.688453085|0|0.240001773|0.014067024|-79.78154029|-69.13537385|9.415011332|280.622476|0.32796681|219.5070758|-0.040580402|-46.27207168|0.804531523|-2.272502492|-53.39751484|-1520.978225|-18.17831387|0.195468477|8.780037801|6603.597038|130.8263901|0.016238994|-407.6438346000001|747.6927426|1.0|3.0|3.86|18.0|-7.51|2.6|2.93|110.56|2.0|129.21|0.0|1.0|-5.58|33.0|441.48|0.0|2.15|0.00117|0.0075299999999999|3.57|0.0|0.0|3.09e-08|-0.06822|3.1164|9.4|703.76|1218.95|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|-0.12692|-0.19514|0.03767603|9.6938|6.1068|6.1068
4l_a46|0|0|0.171853072|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|0.0066560469999999|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.291762764|0.00657916|-51.45056667|-48.19533497|3.721888783|177.7681018|0.107841373|61.00681586|-0.030068681|-27.26452605|0.883450801|-1.533502748|-29.10603933|-867.5160294|-9.6227739|0.116549199|5.80829255|4865.794981|65.93290984|0.006130523|-433.8429998|579.2365607|1.0|1.0|3.92|17.0|-7.0|4.64|5.02|50.94|1.0|105.77|0.0|1.0|-5.28|26.0|347.45|1.0|4.08|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|-0.01784|5.4011|4.99|612.39|1057.06|0.3756|0.68584|-1092.484863|0.1523|-0.18567|-0.20351|0.03506136|3.7624|7.0088|7.0088
8e_a12|0|1|0.0|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|0.005196034|10.94458094|-0.0309579439999999|1|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.761892879|-0.036433876|-0.051240735|0.815412281|0.797199175|1|0.001151979|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-0.031094185|-28.78776717|0.7112578709999999|-1.492520871|-17.05887601|-854.6507103|-10.19566754|0.2887421289999999|6.446557205|5490.975165|165.34017769999997|0.019545275|-241.94192880000003|561.9859171|1.0|1.0|4.11|21.0|-7.93|3.34|2.68|55.1|2.0|117.04|0.0|1.0|-4.37|28.0|366.42|1.0|3.12|0.0156|0.00744|3.53|0.0|0.0|1.19e-08|-0.05739|5.247999999999999|3.45|612.59|1048.44|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|-0.19338|0.02580783|1.9327|6.2306|6.2306
12as_a36|1|0|0.0|2|2|1.297043209|0.0|-0.051208473|-0.007672841|0.000584134|10.95347588|-0.025398105|1|0.162571317|-0.098698552|-0.166354116|-0.4358775279999999|1|0.817372883|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|0.291030086|0.019229943|-55.75872553|-73.78005999|12.95780416|88.17694537|0.22956209|154.6869148|-0.037824788|-49.71556877|0.768125394|-2.080363362|-37.57216725|-1401.82114|-17.17446921|0.231874606|8.768282531|6224.698969|156.2451686|0.017444469|-361.3444194|716.9974499|1.0|2.0|4.86|17.0|-6.89|3.16|2.09|86.27|1.0|133.95|0.0|1.0|-3.81|32.0|423.47|0.0|1.84|0.0653|0.0476|2.36|0.0|0.0|1.29e-07|-0.05789|4.5202|4.84|712.04|1207.35|0.53815|0.68211|-1385.322633|0.2402|-0.1563|-0.21419|0.03674596|6.8556|7.2291|7.2291
12bh_a36|1|0|0.0|2|2|1.297043258|0.0|-0.052761366|-0.006687484|0.003676818|10.94728093|-0.035747988|1|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|1|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|0|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|-0.035569289|-44.11115058|0.783294222|-1.991880197|-31.30825225|-1325.625342|-15.75398235|0.216705778|7.545637217999999|5957.443236|144.22085800000002|0.015307571|-377.0728785|729.1873176|1.0|2.0|4.95|17.0|-7.34|3.76|2.5|69.2|1.0|133.68|0.0|1.0|-4.54|31.0|409.49|1.0|2.42|0.0117|0.0102|3.41|0.0|0.0|4.55e-08|-0.0525299999999999|3.8811|3.79|715.94|1208.61|0.69377|0.7039|-1311.293683|11.0|-0.14915|-0.20168|0.03071385|7.7975|7.8539|7.8539
15_a31|1|0|0.0|1|1|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.011797858|10.31169996|-0.074455342|2|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|0.287991212|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|0.641533577|-1.58037081|-32.83191294|-840.0616157|-11.75113151|0.358466423|6.148947296|5087.628096|190.5463457|0.03396368|-150.46712390000002|363.593507|1.0|2.0|3.31|16.0|-5.66|4.12|3.0|117.37|0.0|90.47|0.0|2.0|-4.28|24.0|342.37|0.0|2.27|18.0|0.0931|2.18|0.0|0.0|2.19e-06|-0.04192|4569.0|3.9|556.68|925.93|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|-0.15202|-0.19394|0.03843988|7.5831|5.9586|5.9586
14b_a25|0|0|0.0|0|0|1.420015222|1.616664856|-0.091382738|-0.004720915|0.004725325|10.93106299|0.0009956189999999|1|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|0.632638761|1|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|-0.032728922|-40.37825712|0.772789587|-1.767361771|-36.53830946|-1224.182482|-15.70265555|0.227210413|8.690235527|6760.594953|157.3797801|0.015746299|-377.9013888|760.3735147000001|1.0|1.0|3.51|27.0|-9.65|4.48|4.79|96.49|2.0|130.97|0.0|1.0|-5.6|34.0|444.49|0.0|3.63|0.0011099999999999|0.00261|3.88|0.0|0.0|2.23e-10|-0.0584|5.4239|5.61|716.14|1257.11|0.34735|0.64983|-1444.266358|0.0006|-0.16309|-0.22149|0.03876374|3.2784|7.6576|7.6576
12bb_a36|1|0|0.0|2|2|1.29704416|0.0|-0.07834963|-0.008239316|-0.006877664|10.96022185|-0.027636036|1|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|1|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.314702945|0.022069757|-58.19935506|-73.39466247|14.16769093|88.91215764|0.311151789|199.7440352|-0.038872447|-47.11573753|0.719294078|-1.943622342|-37.36110291|-1247.709262|-16.01935076|0.280705922|7.854524291000001|6285.088971|180.1992964|0.022984922|-281.5518699|593.6088758|1.0|2.0|4.72|17.0|-7.12|3.55|3.0|69.2|1.0|123.67|0.0|1.0|-3.99|31.0|417.41|1.0|2.44|0.0424|0.0201|2.88|0.0|0.0|7.599999999999999e-08|-0.0566799999999999|5.2382|3.66|667.88|1120.72|0.38838|688.0|-1431.178978|0.0736|-0.15507|-0.21175|0.03421884|8657.0|8.0|8.0
18b_a25|0|0|0.0|0|0|1.194228955|1.824998189|-0.147813831|-0.003259453|0.006181503|10.31286058|0.0009956189999999|1|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|0.7723870909999999|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|1|0.348987182|0.01278627|-44.30110081|-55.18621997|8.972372556|80.36582704|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|0.7847794690000001|-1.6515302369999998|-31.08693686|-1158.910619|-15.05981357|0.215220531|8.654596906|6973.180791|151.02439719999998|0.013724883|-399.6704921|809.2903831|1.0|1.0|3.58|27.0|-9.84|5.93|5.59|111.51|2.0|138.56|0.0|1.0|-6.54|34.0|460.55|0.0|4.35|0.000132|0.000899|4.48|0.0|0.0|1.4500000000000002e-10|-0.07066|5.5437|4.32|728.12|1284.89|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|-0.22145|0.03002332|2752.0|7.2924|7.2924
16_a4|0|0|0.0|1|1|1.398650725|1.843196334|-0.219944434|-0.00228637|0.0067511459999999|10.94592242|0.019290123|1|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|1|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.482473457|0|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|103.5057102|-0.033372358|-19.42906425|0.832461695|-1.201404885|-17.789707500000002|-591.7200271|-8.095443438|0.167538305|5.548106463|4520.2597670000005|82.51653675|0.0115138339999999|-327.4903335|322.8922084|1.0|0.0|3.26|17.0|-6.36|4.49|4.96|30.71|1.0|85.02|0.0|1.0|-3.92|23.0|309.31|1.0|3.91|0.0371|0.0114|3.59|0.0|0.0|4.33e-07|-0.03965|4511.0|4.05|515.68|856.55|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|-0.2134|0.01638524|1.9873|6.4647|6.4647
14a_a23|0|1|0.0|0|0|1.197964042|3.39397765|0.050806184|-0.0056795759999999|0.012219066|10.31321831|-0.071842463|2|0.083206288|-0.073893976|-0.137733142|-0.446724057|2|0.7556436440000001|0.114693804|-0.123790952|0.816237166|0.6888154959999999|1|0.225448915|0.019504497|-35.20994211|-50.79675604|12.33442989|38.57988954|0.081322962|51.42774883|-0.0341809229999999|-32.12331106|0.7807587890000001|-1.606503401|-22.26638099|-1015.935121|-13.66949407|0.219241211|7.668841725|6269.28943|138.6457355|0.016707951|-355.0975547|601.8533922|1.0|1.0|3.41|26.0|-7.41|3.36|4.02|105.02|2.0|120.28|0.0|1.0|-5.47|30.0|411.48|0.0|3.37|0.00139|0.0045299999999999|3.58|0.0|0.0|3.92e-08|-0.07379|3.7119|3.47|665.5|1134.02|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|-0.15002|-0.2238099999999999|0.0216412|8.3962|8.5498|8.5498
1_a15|0|0|0.0|0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.001244652|10.95880609|-0.000905902|0|0.096086011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.705825714|0.101406325|-0.001544849|0.74357498|0.795437721|0|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|-46.71058649|0.605927517|-1.899685524|-28.45664402|-1228.210985|-13.01770443|0.394072483|6.580146251|7284.337537|254.7811976|0.0280791829999999|-136.9714493|851.7423982|1.0|1.0|3.91|24.0|-10.02|5.46|6.32|74.73|3.0|132.94|0.0|0.0|-6.55|34.0|457.52|0.0|4.68|0.00013|0.000495|5.23|0.0|0.0|9.53e-11|-0.04142|4.3834|4.68|697.35|1271.06|0.64662|0.70553|-1509.785098|0.0061|-0.1365|-0.17792|0.01894559|2.3261|7.3565|7.3565
20_a31|1|1|0.0|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|-0.003484915|10.31100269|-0.078213611|3|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|0.246878555|0.019334605|-53.79798102|-69.0542431|12.1160662|64.42171513|0.2045729339999999|128.1960117|-0.033537774|-43.27297051|0.710707042|-1.542737604|-33.71260536|-966.7594033|-13.1700345|0.289292958|8.289864307|5678.167489|181.2859728|0.019624081|-264.0799235|557.1050635|1.0|2.0|3.46|19.0|-7.65|6.49|4.38|140.04|1.0|110.47|1.0|1.0|-5.91|27.0|397.52|0.0|3.6|0.000493|0.0146|3.29|0.0|0.0|2.23e-08|-0.06065|3.5381|4.78|666.67|1113.19|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|0.0336943|4.9218|8.0862|8.0862
13c_a5|1|0|0.0|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|0.005288472|10.94530327|-0.018055556|1|-0.017427549|-0.092592608|-0.150963534|-0.324868153|2|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|-33.29709668|0.551328235|-1.302049531|-33.60884086|-858.5021696|-10.8855893|0.448671765|8.492261628|5989.714507|295.8302846|0.0302745689999999|-67.68621352|656.208474|1.0|1.0|3.13|23.0|-8.09|4.23|3.29|84.0|1.0|120.88|0.0|1.0|-3.55|31.0|411.46|0.0|2.68|0.1169999999999999|0.0446|2.15|0.0|0.0|8.170000000000001e-09|-0.05615|4706.0|3.99|676.53|1153.36|0.41594|0.51479|-1351.008469|0.1666|-0.17324|-0.22939|0.03747691|2.9732|6.9101|6.9101
16a_a32|1|1|0.0|0|0|0.6094207620000001|0.0|0.205693867|-0.014399612|-0.008098765|10.31100271|-0.058518519|3|-0.0999399409999999|-0.107321286|-0.199563743|-0.707456102|0|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.81143469|1|0.283324612|0.020664867|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|151.5123947|-0.037168908|-46.27170107|0.6968200370000001|-1.6726008419999998|-35.00816569|-1040.921326|-14.39564033|0.303179963|7.183246604|5746.082161|188.6800971|0.023475264|-244.9767673|532.685565|1.0|3.0|3.53|19.0|-7.3|5.32|3.79|152.07|1.0|108.86|1.0|1.0|-5.49|27.0|398.51|0.0|3.06|0.00128|0.0364|2.65|0.0|0.0|5.04e-08|-0.0567299999999999|3.6314|3.9|664.67|1096.48|0.70245|0.70245|-1896.589348|0.2859|-0.15045|-0.20718|0.04088655|1.8274|7.9586|7.9586
19f_a38|1|0|0.0|2|2|1.297044434|0.0|-0.036714749|-0.007831113|-0.002526241|10.96083376|-0.054832432|1|-0.017421394|-0.101303149|-0.217394466|-0.4288343429999999|1|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|0|0.488059925|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|-0.037844587|-45.42524686|0.734437553|-1.892229356|-34.81887413|-1208.815435|-15.44458393|0.265562447|6.164440995|6115.273372|169.6496169|0.020733452|-299.5321167|595.8790650000001|1.0|3.0|4.82|17.0|-6.86|3.13|2.55|81.23|1.0|125.69|0.0|1.0|-4.14|30.0|401.44|0.0|2.67|29.0|0.0272|2.78|0.0|0.0|1.4e-07|-0.05735|5.3197|3.41|653.22|1105.62|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|-0.20104|0.02936908|7.1655|7.1397|7.1397
20_a47|0|1|0.0|0|0|1.408721455|1.1934608|0.055662511|-0.011237762|-0.009220816|10.95058273|0.071506228|1|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|0.7962508290000001|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|0.213977589|0.023587109|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|-0.032859105|-27.33327788|0.595234209|-1.38008239|-24.89884887|-752.2184736|-9.761884958|0.404765791|7.022502229|5896.060936|220.6189341|0.034758191|-103.815441|428.5826478|1.0|2.0|3.19|21.0|-7.31|2.56|4.54|84.73|1.0|99.68|0.0|1.0|-4.06|28.0|380.35|0.0|3.09|0.0332|0.0316|2.63|0.0|0.0|4.89e-08|-0.06357|3.9808|4.08|557.84|964.94|0.68219|0.68219|-1335.566785|0.2807|-0.16377|-0.22734|0.03389691|4.3277|8.6|8.6
6b_a31|1|0|0.0|1|1|0.610136262|0.0|0.052690797|-0.016070861|-0.011483229|10.31169819|-0.053655833|2|0.1978523089999999|-0.002840672|-0.004825446|-0.57983695|0|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|0|0.146652651|0.032992761|-73.70779766|-78.37648097|20.12924648|159.79549319999998|0.372146926|227.0509355|-0.045675611|-47.81835367|0.7459204140000001|-2.055402513|-44.96993859|-1254.023695|-17.0020813|0.254079586|7.513612533|6099.567787|155.0167518|0.024142162|-300.0775025|536.6368656000001|1.0|2.0|3.55|22.0|-7.33|5.19|4.0|131.36|1.0|109.69|0.0|1.0|-5.63|29.0|404.44|0.0|3.3|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|-0.05835|3.2949|4.61|637.06|1077.19|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|-0.1918|0.03623358|8.8379|7.2676|7.2676
AKLKII_a46|1|0|0.0|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|0.006821053|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|-20.09682339|0.7721395329999999|-1.161800612|-16.15213359|-550.9360419|-7.464534402999999|0.2278604669999999|5.83938898|4110.764451|108.05343229999998|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|2.81|21.0|-7.21|3.9|3.39|67.35|0.0|85.32|0.0|1.0|-3.24|22.0|287.32|1.0|2.45|166.0|0.0764|2.19|0.0|0.0|6.18e-08||||||||||||||6.7423|6.7423
2_a20 (SB-505124)|1|0|-0.09011519|1|1|1.183764955|0.0|-0.006955944|-0.010175551|0.001622309|10.95129567|-0.137383329|1|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.725030162|0.082053195|-0.19681999|0.765632979|0.790275077|0|0.214264156|0.02856542|-45.98170774|-64.55966745|15.71798823|122.8758934|0.230563934|126.8667205|-0.0382594189999999|-35.52365346|0.831919306|-1.759933279|-25.30121848|-968.3950117|-11.58380004|0.1680806939999999|5.952040367|4762.83693|92.48561162|0.011470204|-365.2740749|477.95809620000006|1.0|1.0|3.4|17.0|-7.22|5.16|4.47|60.03|1.0|97.55|0.0|1.0|-5.24|25.0|335.4|1.0|3.81|0.0019199999999999|0.0040799999999999|4.27|0.0|0.0|6.070000000000002e-08|-0.03717|3.6404|4.57|593.8|995.68|0.69947|0.69947|-1089.147716|0.3267|-0.14928|-0.18645|0.01305739|3.9392|6.7721|6.7721
