molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4n_a46|0|0|0|1|7.825245291|1.13463699|-0.004696854|5.587248657999999|-0.036492128|0.045335917|-0.2264394139999999|0.004988019|-0.144852516|10.94021058|-0.064683066|1|1|0.0042595609999999|-0.349865095|0.722331115|-0.06655165|0.7681452190000001|0.7427183759999999|0|-0.103381106|-0.085838139|0.008424451|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|53.22165035|2.543769935|0.0|0.863203663|-1.459248362|51.4039205|-17.06080312|0.428896538|2195.786424|496.2788787|-801.8577467|-9.374920341|0.136796337|9.921794991|4955.374473|-440.621256|19.76451658|-399.1612105|928.9322794|4.235817757|1.0|0.0|1.0|1.0|3.75|0.27|17.0|4.33|4.94|61.84|1.0|0.0|102.92|0.0|1.0|2.0|26.0|0.0|1.0|3.9|-5.1|3.75e-06|0.00129|7.95e-06|4.41|0.0|7.340000000000001e-05|5.7448|4.57|3953.0|-1090.343872|578.83|1011.66|313.65|215.82|0.41625|0.7025|-0.20685|0.04131598|-1090.151267|8773.0|5.2845|5.2845
28_a20|0|0|0|1|6.842683282|1.417203216|-0.006492092|4.727387819|-0.114439513|0.0396875|0.091462964|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|1|0.002695258|0.155263557|0.755701837|-0.104458316|0.812553182|0.690655217|1|-0.086299346|-0.091179288|0.014682607|-57.59898971|-60.85602167|9.799649234|318.7453661|0.218249263|145.66665480000003|6.540604536|88.39175809|0.773641727|-1.823585765|71.98460956|-23.40616218|0.468838001|2865.917291|521.7658603|-1217.120433|-15.62203369|0.226358273|14.28413212|6348.941881000001|-812.3457521|30.25452396|-365.2747728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|3.45|0.08|27.0|3.93|4.01|99.58|1.0|0.0|122.8|0.0|1.0|5.0|32.0|0.0|1.0|3.04|-4.43|3.77e-05|0.0159|3.72e-05|2.68|0.0|6.590000000000001e-07|4.7905|4.64|3.5798|-1368.363151|704.42|1198.32|346.35|258.81|0.50352|0.4701899999999999|-0.21814|0.03534166|-1368.146882|4.7428|6.5935|6.5935
13b_a5|1|0|0|0|7.153833802|1.338814635|-0.004573365|5.209486153|0.011339656|0.02468599|-0.006314305|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.010368468|0.765309977|0.03431921|0.8184221559999999|0.653356347|0|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|0.168442764|108.9128108|5.806729729|46.77748445|0.654076389|-1.344786367|62.24204745|-17.04942469|0.455921715|2661.597781|537.6736515|-869.5206594|-11.0239272|0.345923611|15.48959317|5678.380299|-562.2202871000001|26.06641209|-199.2474147|1329.387016|13.93534415|0.0|1.0|1.0|1.0|2.97|0.17|23.0|4.64|4.06|74.77|1.0|0.0|119.8|0.0|1.0|5.0|30.0|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.75e-05|3.01|0.0|1.72e-06|4.6733|4.66|4.1793|-1276.066049|672.43|1138.73|296.66|265.31|0.32779|0.57482|-0.22451|0.035153|-1275.865034|4.7964|6.9586|6.9586
34_a20|0|0|0|1|6.842683282|1.416932073|-0.0057643419999999|4.727387819|-0.104520106|0.0396875|0.199191385|0.003085806|-0.046356705|10.93244905|-0.054458882|1|1|0.003149352|0.327535029|0.74801464|-0.101401966|0.80310139|0.690530489|1|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|297.5548445|0.203342854|136.81360859999998|5.898367836|80.66541842|0.776414086|-1.709191893|67.53437417|-21.69778179|0.462785432|2825.042137|536.0086996|-1149.982435|-14.59875162|0.223585914|14.7802149|6211.26199|-773.7338361000001|27.94614651|-371.9551262|1481.145765|10.03525243|1.0|1.0|1.0|1.0|3.43|0.08|27.0|4.5|4.62|86.69|2.0|0.0|125.0|0.0|1.0|5.0|32.0|0.0|1.0|3.63|-5.02|7.27e-06|0.00305|9.51e-06|3.63|0.0|2.780000000000001e-07|5.4132|4.97|3.8699|-1352.31921|711.19|1205.64|320.38|229.04|0.38519|0.68845|-0.21284|0.03558836|-1352.102407|5.4994|7.2147|7.2147
18_a10|0|0|0|1|7.78113851|1.243178376|-0.00309846|5.733341277|0.0307177839999999|0.035770975|-0.092424959|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|1|0.010573165|-0.144233311|0.785539083|0.048377088|0.832812971|0.6886547670000001|1|-0.0575419659999999|-0.076052353|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|7.692822451|123.3621791|0.641615544|-1.368942347|61.38857307|-15.79795381|0.4670293179999999|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|13.51828833|6213.631543|-551.4954071000001|24.62214943|-179.7708584|1354.218219|13.11704755|0.0|1.0|1.0|0.0|4.07|0.32|21.0|4.65|4.66|62.06|1.0|0.0|119.81|0.0|1.0|5.0|31.0|0.0|1.0|3.67|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|3.49|0.0|5.44e-06|5.7687|2.65|3.7977|-1336.433782|687.19|1181.5|326.47|214.93|0.37729|0.6866300000000001|-0.20692|0.02974086|-1336.185978|5.9029|6.8861|6.8861
40_a47|0|1|1|1|6.823286122000001|1.420389717|-0.004181351|4.727387819|-0.0934645509999999|0.041396825|-0.056839794|0.002212256|-0.038143308|10.98214138|0.056362705|1|1|0.003634698|-0.130213023|0.836942961|0.018609507|0.900790582|0.607650682|1|-0.060416547|-0.083237511|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|0.1877663219999999|101.2934265|5.959674083|0.0|0.573656733|-1.082087641|60.97203959|-14.59371996|0.4574577489999999|2313.85811|438.171933|-583.7487984|-7.872806386000001|0.426343267|12.98034048|4862.524893|-314.91225539999994|25.43981292|-79.47051169|1017.592517|16.06828586|0.0|1.0|1.0|1.0|3.07|0.11|21.0|2.96|4.04|68.52|0.0|0.0|94.28|0.0|1.0|3.0|25.0|0.0|1.0|2.72|-3.72|0.000546|183.0|0.000192|2.19|0.0|2.79e-05|4.0176|2.06|3.7236|-1123.174467|571.5|947.27|332.97|308.6|0.67615|0.68492|-0.20317|0.02983032|-1123.049869|6.5995|8.4|8.4
8_a15|0|0|0|0|0.0|1.419941362|-0.009853404|0.0|-0.044406425|0.039181287|0.155304204|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|0.225620047|0.7059441040000001|0.0937475619999999|0.742680335|0.8105478740000001|0|-0.071552706|-0.118293578|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|0.146103518|85.31489861|11.47934212|55.99586988|0.519427411|-1.419522941|89.80283608|-16.91650111|0.389723411|2393.276181|498.6196971|-828.9085544|-9.878130237|0.480572589|9.984825987|5306.2234530000005|-484.0283816000001|32.56759415|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|1.0|1.0|3.14|0.19|18.0|3.9|4.95|61.84|2.0|0.0|104.74|0.0|1.0|7.0|27.0|0.0|1.0|3.76|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|9.86e-06|4.4346|3.36|3.7426|-1223.704913|598.84|1050.15|331.28|279.58|0.5128|0.70524|-0.18303|0.01719864|-1223.523393|1.4589|6.9666|6.9666
12j_a30|0|0|0|0|7.412764017000001|0.604984421|-0.006336585|5.351858133|-0.033312179|0.043848238|-0.02473642|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|1|0.005965451|-0.0431311459999999|0.795446883|0.0060012969999999|0.846470093|0.7991060659999999|0|-0.073909106|-0.094132698|0.015613498|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|101.9784021|6.520746879|0.0|0.8134611009999999|-1.882653966|69.55167701|-23.39729904|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|-15.12043521|0.1865388989999999|15.41574553|6105.3402670000005|-786.2626307999999|28.76265258|-405.1466163|1495.657934|8.71869951|1.0|0.0|1.0|1.0|4.76|0.17|17.0|4.35|2.93|81.65|2.0|0.0|132.24|0.0|1.0|5.0|30.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|4.02e-05|5.1971|4.14|3.4788|-1615.096172|695.8|1175.75|356.4|238.56|0.3087|0.68625|-0.1987799999999999|0.03201935|-1614.894278|5.1081|8058.0|8058.0
3m_a32|1|1|1|0|7.773594467000001|0.609420748|-0.006290106|5.733341277|-0.017268778|0.03962963|-0.0370712179999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.065422345|0.817967125|-0.0067207069999999|0.872498916|0.6672533589999999|1|-0.084626325|-0.09390309|0.013428623|-50.60363458|-56.15082133|8.029854976000001|92.61088121|0.201976727|120.7751424|4.801577352|0.0|0.674468222|-1.220740175|67.1606709|-16.22134838|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|-9.699808932|0.325531778|13.31775015|5724.714257|-436.4914018999999|24.05057475|-208.6520032|1082.275864|11.00984957|1.0|0.0|1.0|1.0|3.51|0.3|19.0|7.02|5.35|128.01|2.0|0.0|110.36|0.0|1.0|3.0|27.0|0.0|1.0|4.12|-4.86|1.14e-06|0.000449|1.39e-05|3.57|0.0|1.65e-05|3.5749|5.1|3.5749|-1863.502681|641.52|1073.31|346.82|346.82|0.7026600000000001|0.7026600000000001|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|7.6383|7.6383
15b_a10|0|0|0|1|7.535296702|1.3438370730000002|-0.002413027|5.4161004020000005|0.024214591|0.033219955|-0.111812184|0.011484257|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|0.791078367|-0.058258414|0.83320417|0.7199249390000001|1|-0.046334564|-0.07358373|0.015973068|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|53.52386591|7.505718446|118.6253241|0.670236374|-1.398090862|62.53159836|-16.52377848|0.414077981|2716.468606|631.9674549|-958.3791518|-11.32690674|0.329763626|11.42472965|6105.426726|-656.9605906|24.65365821|-233.3911134|1429.912176|12.09059037|0.0|1.0|1.0|0.0|3.61|0.32|21.0|4.34|4.44|56.07|1.0|0.0|123.73|0.0|1.0|7.0|31.0|0.0|0.0|3.66|-4.64|4.46e-05|0.0185|2.28e-05|3.49|0.0|2.73e-06|5.7620000000000005|2.74|3.7625|-1317.766641|721.17|1231.3|329.52|215.17|0.46711|0.68906|-0.20313|0.02977516|-1317.4913390000002|6.1384|7.0706|7.0706
9a_a36|1|0|0|0|7.412764017000001|1.297044807|-0.007853595|5.351858133|-0.046964839|0.040166667|0.095192109|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|1|0.00484375|0.160672128|0.7885597609999999|-0.019008343|0.842671963|0.79302567|0|-0.073689118|-0.10869601|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|106.0201967|8.847677483|0.0|0.7638345870000001|-1.956528182|78.37175688|-24.40778806|0.453098452|2682.572663|505.25728260000005|-1195.981615|-14.91993116|0.236165413|13.79893984|5693.562367|-731.0766269999999|31.95428497|-322.5522826|1565.759963|11.92833382|1.0|0.0|0.0|1.0|4.69|0.14|17.0|3.04|2.04|66.4|1.0|0.0|120.94|0.0|1.0|5.0|29.0|0.0|0.0|1.95|-3.99|0.000197|0.0753|0.000102|2.66|0.0|0.0002009999999999|3.8677|3.38|3.8677|-1252.802159|648.41|1092.66|320.56|320.56|0.68682|0.68682|-0.20969|0.02701893|-1252.636005|7.4992|7.8861|7.8861
14ad_a23|0|1|1|2|7.423568444|1.197962774|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.118047355|0.008996289|-0.05348283|10.31321689|-0.031279567|2|2|0.009675528|0.2086248289999999|0.7830067820000001|0.165157698|0.8356326820000001|0.7317531540000001|1|-0.059168372|-0.085840335|0.033831691|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|80.67170209999999|17.28310144|114.237062|0.575880959|-1.630966366|85.20135045|-21.19489662|0.46995189|3209.330728|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|16.34071148|7308.229822|-833.1879476|36.80430179|-108.4705382|2024.236598|23.84770234|0.0|0.0|1.0|1.0|3.73|0.12|26.0|3.48|4.03|123.48|2.0|1.0|133.27|0.0|1.0|7.0|34.0|0.0|0.0|3.39|-5.08|1.6e-06|0.000753|8.22e-06|3.52|0.0|1.17e-05|3.3867|2.99|3.3867|-1858.957788|747.83|1287.26|366.09|366.09|0.6956600000000001|0.6956600000000001|-0.20659|0.01481488|-1858.733603|6.7584|8.3595|8.3595
2_a20 (SB-505124)|1|0|0|0|7.434257382|1.183764955|-0.010175551|5.351858133|-0.076310057|0.05042042|0.013612077|0.001622309|-0.177905025|10.95129567|-0.137383329|1|1|0.003789399|0.02072518|0.725030162|0.082053195|0.765632979|0.790275077|0|-0.083565835|-0.117328885|0.02856542|-45.98170774|-64.55966745|15.71798823|122.8758934|0.230563934|126.8667205|8.648749117000001|441.9400248|0.831919306|-1.759933279|70.87109323|-21.05206547|0.475937029|2195.369524|423.3785776|-968.3950117|-11.58380004|0.1680806939999999|11.3574908|4762.83693|-532.854802|25.30541763|-365.2740749|1164.049211|6.311425784|1.0|1.0|1.0|1.0|3.4|0.3|17.0|5.16|4.47|60.03|1.0|0.0|97.55|0.0|1.0|3.0|25.0|0.0|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|4.27|0.0|2.03e-05|3.6404|4.57|3.6404|-1089.371784|593.8|995.68|340.58|340.58|0.69947|0.69947|-0.18645|0.01305739|-1089.201587|3.9392|6.7721|6.7721
8e_a8|1|0|0|1|7.05012252|1.394799502|-0.010579355|4.844187086|-0.205927741|0.0427891159999999|-0.000766016|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.7233950809999999|0.02023118|0.7742101929999999|0.636205913|0|-0.115572516|-0.105450888|0.0211004739999999|-70.49962428|-64.32539698|12.87136047|106.0087621|0.338509724|206.4920729|7.851573274|76.40535608|0.803307236|-2.109017754|75.57562034|-26.80224874|0.483244415|2692.975753|403.5112981|-1286.50794|-16.34946208|0.196692764|14.52755918|6095.6213210000005|-784.77418|33.36487904|-370.0368722|1601.514194|11.25022336|0.0|0.0|1.0|2.0|3.2|0.04|23.0|4.33|4.17|90.11|2.0|0.0|111.81|0.0|1.0|5.0|30.0|0.0|0.0|3.71|-4.9|5.34e-06|0.00215|1.25e-05|3.69|0.0|6.63e-06|4.6303|7.22|3.2737|-1376.957298|639.38|1090.07|378.73|267.77|0.50055|0.7013|-0.19972|0.03298991|-1376.766245|7.7951|4.7014|4.7014
8g_a8|1|0|0|1|7.535296702|1.39137364|-0.014340328|5.4161004020000005|-0.222784884|0.0438779959999999|0.000966222|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|0.734188081|0.121495775|0.790058057|0.656457444|0|-0.136742629|-0.129695841|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|11.68315869|67.54104396|0.8330608209999999|-2.464220973|90.27531534|-32.12579035|0.479218966|2889.141422|327.1604688|-1509.912147|-19.68456628|0.166939179|14.28792131|6581.432140999999|-925.1746152|38.56355928|-408.1554248|1812.487286|10.80625499|0.0|0.0|1.0|2.0|3.31|0.04|23.0|4.11|3.89|99.34|2.0|0.0|111.38|0.0|1.0|4.0|31.0|0.0|0.0|3.5|-4.94|5.01e-06|0.00209|1.16e-05|3.53|0.0|1.67e-05|3.7495|7.17|3.7495|-1450.9549470000002|635.27|1083.78|330.67|330.67|0.69221|0.69221|-0.21391|0.04147516|-1450.787398|7.5762|5.3768|5.3768
17a_a6|1|0|0|0|7.412764017000001|1.424257628|-0.012704951|5.351858133|-0.0265090529999999|0.041767677|0.04129257|-0.00460563|0.078798543|10.94948984|-0.060774312|1|1|-0.00194781|0.068338372|0.7722228729999999|0.08716369|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|13.40315088|554.1936506|0.77193498|-2.078379577|84.75077935|-27.26767299|0.483320982|2816.084228|494.010135|-1363.383649|-17.887155899999996|0.22806502|16.13665395|5996.580489|-894.3577948999999|35.323795000000004|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|2.0|3.52|0.12|23.0|4.98|4.32|95.85|2.0|0.0|116.79|0.0|1.0|5.0|31.0|0.0|1.0|3.59|-5.17|1.56e-06|0.000637|6.69e-06|4.09|0.0|4e-07|3.5421|4.04|2.9753|-1350.102634|696.96|1167.16|416.71|350.03|0.69627|0.7024|-0.18178|0.02379552|-1349.892285|5604.0|7.6198|7.6198
8e_a12|0|1|1|1|6.803505258|1.283834633|-0.006350143|4.727387819|-0.049397555|0.037430556|0.0661362779999999|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|0.761892879|-0.036433876|0.815412281|0.797199175|1|-0.05202522|-0.087795345|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|5.0872236|0.0|0.7112578709999999|-1.492520871|61.4656313|-17.80522313|0.45384745|2548.979738|538.051884|-854.6507103|-10.19566754|0.2887421289999999|11.80358346|5490.975165|-489.392042|25.03342862|-241.94192880000003|1201.604574|11.19206011|1.0|1.0|1.0|1.0|4.11|0.14|21.0|3.34|2.68|55.1|2.0|0.0|117.04|0.0|1.0|3.0|28.0|0.0|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|3.53|0.0|4.34e-06|5.247999999999999|3.45|3.3044|-1177.619013|612.59|1048.44|375.21|236.25|0.38889|0.6954899999999999|-0.19338|0.02580783|-1177.436953|1.9327|6.2306|6.2306
9h_a24|1|0|0|1|7.153833802|1.428198245|-0.002864393|5.209486153|2.01e-05|0.023854167|0.078066659|0.013595277|-0.209618231|10.96661419|-0.002471577|2|2|0.012380829|0.144624936|0.78742035|0.183289617|0.859720539|0.656172477|0|-0.060337884|-0.0687348109999999|0.018457687|-28.52000725|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|54.93613103|4.123788393|1.773520599|0.572371258|-0.8935525440000001|47.51520531|-12.42226332|0.477589721|2062.34011|417.7355164|-422.3569529|-5.871651668999999|0.427628742|11.11300329|4170.098082|-199.6361567|21.70315707|-68.41568372|737.9073405|15.02620893|1.0|0.0|0.0|1.0|2.84|0.0|22.0|2.42|2.72|72.28|0.0|0.0|82.17|0.0|1.0|3.0|22.0|0.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|1.7|0.0|0.000258|5.1739|1.16|4.3437|-945.2642633|506.68|831.92|285.43|239.63|0.54606|0.61928|-0.22593|0.0305020989999999|-945.200628|7.7741|7.1135|7.1135
12b_a5|0|0|0|0|6.605297921|1.189701783|-0.001991527|4.59511985|0.023224044|0.0252713179999999|-0.021265946|0.0068803119999999|-0.119503073|10.94620104|-0.016614746|0|0|0.00751901|-0.033279992|0.779793078|0.066588785|0.819417554|0.8121510009999999|0|-0.066227158|-0.068586754|0.016556707|-41.76622313|-43.25430513|10.44150403|138.67264319999998|0.172386307|108.7155967|6.584944956|0.0|0.530379611|-1.165974822|59.53145615|-12.90040679|0.480419002|2602.046823|521.9354031|-735.3231872|-8.135654442|0.4696203889999999|16.16438947|5501.255679|-463.7323032|24.32296891|-38.31786425|1386.409228|16.27715102|0.0|1.0|0.0|1.0|4.05|0.33|18.0|3.29|0.72|50.28|1.0|0.0|123.46|0.0|1.0|5.0|30.0|0.0|0.0|1.44|-3.45|0.00503|2.0|0.000359|1.63|0.0|8.5e-06|4.6156|2.24|1.4454|-1276.928859|669.05|1149.51|857.76|268.62|0.42949|0.70615|-0.16607|0.03447919|-1276.9984029999998|8.2868|7.3768|7.3768
8j_a46|0|0|0|1|7.727094485|1.160371125|-0.0017688329999999|5.533389489|-0.008523199|0.043903904|-0.129276363|0.011852046|-0.174853546|10.96391738|-0.053618988|1|1|0.0108603019999999|-0.204674804|0.789844634|-0.223292257|0.837678812|0.6109926379999999|0|-0.054707287|-0.068971544|0.008672342|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|35.10521457|2.5024620580000003|64.83187221|0.822112519|-1.103544698|41.80044861|-13.78596018|0.427798746|2121.846387|502.0694817|-592.7962878|-7.405468973|0.177887481|9.817783823|4759.107832|-318.43516580000005|16.76894569|-346.061389|721.0646647000001|4.750680627|1.0|0.0|1.0|0.0|3.23|0.32|17.0|4.71|4.55|43.6|1.0|1.0|96.94|0.0|1.0|2.0|24.0|0.0|1.0|3.82|-4.83|2.59e-05|0.00878|1.47e-05|3.97|0.0|1.85e-05|4.9636|3.78|4.4107|-1414.53151|576.48|978.4|281.1|249.79|0.50703|0.70121|-0.22599|0.02408052|-1414.402087|6.4463|5.9108|5.9108
12ay_a36|1|0|0|0|7.412764017000001|1.2970434|-0.006733838|5.351858133|-0.043778345|0.043383838|0.1012005419999999|0.003676818|0.012286423|10.9463292|-0.06756661|1|1|0.0045625|0.1689021819999999|0.78699829|-0.109624825|0.833398429|0.857993338|0|-0.074251203|-0.098945129|0.018016934|-48.12939044|-64.13591431|11.67851857|126.7858133|0.170593592|110.578217|7.569978132|8.677627506|0.778164805|-1.978902589|74.29343346|-22.90568368|0.4530143439999999|2766.899844|537.618563|-1282.718286|-14.84739041|0.221835195|11.82248632|6204.216872999999|-831.4538627999999|29.43551742|-360.6110621|1648.388976|10.15751916|1.0|0.0|0.0|2.0|4.96|0.21|17.0|3.76|2.5|69.2|1.0|0.0|133.68|0.0|1.0|5.0|31.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|1.86e-05|3.9348|3.79|3.6561|-1311.576473|674.33|1184.45|339.12|315.09|0.6727|0.6914|-0.2031599999999999|0.02880431|-1311.343228|9.1844|7.7447|7.7447
47o_a18|0|0|0|0|7.03438793|1.251177005|-0.006476544|4.844187086|-0.055408687|0.037484277|-0.006238734|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0|0.000787517|-0.009467295|0.7435044540000001|0.001673737|0.781148177|0.733228144|0|-0.077288013|-0.088436375|0.008692675|-56.13142962|-64.2280736|6.313168526|77.37089184|0.193127002|140.2610102|4.585021184|82.54478365|0.872753077|-2.210909375|70.23090572|-25.08909125|0.493146875|2857.120021|586.0020642999999|-1605.70184|-18.22128055|0.127246923|19.35260972|6462.6049570000005|-1166.161955|28.74706708|-541.4335917000001|1839.812293|6.002832126|1.0|1.0|0.0|3.0|4.17|0.25|18.0|3.69|3.0|85.29|3.0|1.0|139.63|0.0|1.0|9.0|34.0|0.0|1.0|2.76|-5.08|2.19e-06|0.000996|8.38e-06|4.16|0.0|1.93e-07|3.22|7.62|3.22|-1455.574672|783.22|1352.29|385.04|385.04|0.69248|0.69248|-0.18223|0.02736851|-1455.231246|2.8284|7.3279|7.3279
4p_a46|0|0|0|1|7.825245291|1.134636977|-0.004413243|5.587248657999999|-0.038295755|0.046533816|-0.164311513|0.005152176|-0.205494852|10.93681929|-0.120823841|1|1|0.004453195|-0.251219946|0.747019097|-0.078703563|0.7911509609999999|0.751334374|0|-0.0997229069999999|-0.083274013|0.007398064|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|2.379548177|0.0|0.87420565|-1.498932241|51.05047787|-17.00200781|0.423511708|2257.769185|513.8073925|-850.1003902999998|-9.642472876|0.12579435|10.10955243|5167.091582|-482.1236438|19.44852199|-424.4519674|972.4260993|3.822678404|1.0|0.0|1.0|1.0|3.89|0.3|17.0|4.85|5.25|61.84|2.0|0.0|107.89|0.0|1.0|2.0|27.0|0.0|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|4.77|0.0|3.2e-05|5.4796|4.89|3.9958|-1129.65844|598.19|1058.54|310.28|226.26|0.43709|0.70138|-0.20749|0.03979459|-1129.4459470000002|5.3996|6.4672|6.4672
12az_a36|1|0|0|0|7.412764017000001|1.297042831|-0.009570959|5.351858133|-0.040156368|0.040566449|0.078817323|0.000482522|-0.024018255|10.95957115|-0.012800556|1|1|0.002872872|0.129156742|0.812921349|-0.061924322|0.858971809|0.8350231859999999|0|-0.071762413|-0.10786263|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|0.180836387|126.71905359999998|17.0740303|8.104966044|0.583865006|-1.941527339|99.82512582|-23.45695404|0.462897841|3039.528467|574.0196415|-1360.503334|-16.43719536|0.416134994|15.73229538|6700.839465|-953.3573311|40.17530387|-117.53490990000002|2330.167624|24.24160725|1.0|0.0|0.0|2.0|4.96|0.21|17.0|2.83|1.9|87.66|1.0|0.0|136.74|0.0|1.0|7.0|33.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|7.11e-05|3.8863|2.68|3.6095|-1461.990465|737.12|1252.18|343.5|319.03|0.69385|0.70333|-0.19846|0.02800521|-1461.750394|7.821000000000001|7.2366|7.2366
