molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
9_a27|1|0|0|1|6.842683282|1.391067068|-0.0073742819999999|4.727387819|-0.050617284|0.042847222|-0.152086653|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|0.8214321609999999|0.017503266|0.8806964490000001|0.654138816|1|-0.078270599|-0.088404481|0.019589991|-40.3551562|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|103.702486|5.20756849|65.12542467|0.7892801540000001|-1.414471696|53.0685473|-17.36382286|0.466349763|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|0.210719846|9.442988795|4962.727436|-376.0062056|21.99956856|-298.297086|923.9818797|7.488512291|1.0|0.0|1.0|1.0|3.12|0.16|21.0|3.85|3.04|76.46|0.0|0.0|97.46|0.0|1.0|3.0|25.0|0.0|1.0|2.99|-4.08|8.66e-05|0.0287|8.28e-05|2.8|0.0|2.88e-05|5.5421|4.67|4.1673|-1083.143348|549.64|945.35|297.52|223.71|0.35593|0.59444|-0.2187|0.02461151|-1083.017359|4.0436|8699.0|8699.0
12ad_a36|1|0|0|0|7.412764017000001|1.297042846|-0.01083262|5.351858133|-0.073048351|0.040787037|0.046496301|-0.001148437|-0.0072527669999999|10.95445455|0.010723827|1|1|0.000906224|0.077659878|0.832674224|0.1563642469999999|0.8846605|0.7767870459999999|0|-0.082404548|-0.107772644|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|15.4237324|81.68309557|0.656407461|-2.047680239|96.81391944|-25.88878839|0.477102332|3041.082692|538.2749789|-1449.77215|-18.32944602|0.343592539|16.772513699999998|6569.653402|-1026.448977|39.44011905|-221.4751857|2208.646667|20.51012207|1.0|0.0|0.0|2.0|4.9|0.17|17.0|2.7|1.67|95.5|1.0|0.0|135.03|0.0|1.0|7.0|33.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|0.000106|5733.0|4.5|3.8512|-1460.8311199999998|737.53|1236.64|321.93|216.26|0.27316|0.67215|-0.21044|0.03648828|-1460.610659|6.8996|7.7696|7.7696
3f_a32|1|1|1|0|7.773594467000001|0.6094207770000001|-0.00611496|5.733341277|-0.0434359079999999|0.042380952|-0.062954205|0.001276735|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|0.820782305|-0.110248899|0.871865543|0.786074011|1|-0.073433055|-0.097374443|0.011897886|-41.40131823|-54.8993954|6.707989266|47.97543149|0.125973316|71.02334697|3.78194259|0.0|0.78919828|-1.265867765|61.47296003|-16.99267001|0.435176082|2273.466801|492.7734095|-713.6921402|-9.580412233|0.21080172|10.89495051|4993.667711|-402.3773138|21.53155987|-326.0981041|904.3255145|6.573564628|1.0|1.0|1.0|1.0|3.9|0.28|19.0|7.18|5.63|110.94|2.0|0.0|102.66|0.0|1.0|4.0|24.0|0.0|1.0|4.63|-5.4|1.28e-07|4.53e-05|3.96e-06|4.83|0.0|1.73e-05|3.5569|3.92|3.5569|-1712.0610190000002|604.9|1006.92|348.58|348.58|0.70255|0.70255|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|8.0458|8.0458
21_a10|0|0|0|1|7.535296702|1.343837211|-0.009308076|5.4161004020000005|-0.085463279|0.035818182|-0.032405474|0.001533145|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.051564917|0.7620337359999999|0.057775125|0.81962595|0.68876002|1|-0.091053776|-0.084654798|0.018892889|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|159.11338909999998|9.430154402|74.3822498|0.704106635|-1.777750751|75.80259699|-23.25880088|0.391384102|3104.255496|547.3834282|-1255.975247|-16.4322688|0.295893365|13.78215169|7048.414464|-887.342515|33.03306591|-288.401376|1783.785559|15.99425187|1.0|1.0|1.0|1.0|3.5|0.11|27.0|4.47|5.6|90.13|2.0|0.0|128.59|0.0|1.0|5.0|34.0|0.0|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|0.0|8.68e-07|5.9596|5.57|3.8599|-1485.499561|716.1|1225.01|321.21|208.04|0.4226399999999999|0.68165|-0.2226|0.03802869|-1485.278495|1.1872|5.3188|5.3188
3q_a32|1|1|1|0|7.765993078999999|0.609420748|-0.008072705|5.733341277|-0.04718311|0.03898374|0.02785755|0.000773658|-0.022925245|10.31100266|-0.098400506|3|3|0.002487149|0.0492355779999999|0.853737093|0.010109949|0.901790225|0.716172604|1|-0.067604132|-0.097961799|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|0.15006201|92.62226328|7.058489861|53.27315741|0.6349739010000001|-1.371465184|74.3682963|-17.27560785|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|0.365026099|11.93494358|6079.482066|-522.4852655000001|27.20679986|-166.61896299999998|1333.133193|13.90366881|1.0|0.0|1.0|1.0|3.57|0.3|19.0|6.43|4.72|131.25|1.0|0.0|115.37|0.0|1.0|7.0|28.0|0.0|1.0|3.86|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|3.47|0.0|2.01e-05|3.6236|5.15|3.6236|-1920.066488|666.16|1136.46|342.16|342.16|0.70216|0.70216|-0.19969|0.02381444|-1919.883144|5.2657|7.5528|7.5528
12v_a36|1|0|0|0|7.412764017000001|1.297043692|-0.008411281|5.351858133|-0.04314418|0.041767677|0.073329354|0.00127667|-0.086194201|10.96020642|-0.023932402|1|1|0.003077071|0.123026459|0.828393514|0.024751559|0.8792981679999999|0.84179881|0|-0.078158778|-0.105200486|0.027145269|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|130.0637965|11.74777471|0.462992841|0.6276553979999999|-1.788408258|88.07013157|-21.78731129|0.461799225|2846.057239|527.7920397|-1176.51481|-14.33290989|0.372344602|15.71271745|6065.593390999999|-773.9771341000001|34.71221847|-167.9576969|1874.459798|18.86337805|1.0|0.0|0.0|2.0|4.82|0.17|17.0|2.77|1.89|78.43|1.0|0.0|130.24|0.0|1.0|6.0|31.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|0.0|8.340000000000001e-05|3.8847|2.65|3.7035|-1347.475543|671.56|1150.38|334.77|319.16|0.69298|0.7016100000000001|-0.20404|0.03275089|-1347.260743|7.9237|7.8539|7.8539
3k_a32|1|1|1|0|7.97831097|0.609420759|-0.005745086|5.973809612|-0.001250803|0.0381981979999999|-0.047167919|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|0.779649252|-0.127713677|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|68.92687468|3.930238317|0.0|0.78057227|-1.271758703|58.16707081|-16.67514938|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|-9.40163104|0.21942773|11.6688363|5259.698672|-404.2701347|21.36272325|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|0.32|19.0|7.12|5.78|110.94|2.0|0.0|105.36|0.0|1.0|3.0|25.0|0.0|1.0|4.75|-5.61|9.16e-08|3.3600000000000004e-05|2.47e-06|4.97|0.0|2.15e-05|3.5363|3.81|3.5363|-1750.164914|611.65|1022.89|350.6|350.6|0.70268|0.70268|-0.19988|0.02654958|-1750.0122420000002|5689.0|8.0605|8.0605
4a_a49|0|0|0|1|7.535296702|1.343847746|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|0.803344301|0.0063958109999999|0.856023531|0.731643066|1|-0.094228246|-0.087863033|0.017143497|-57.79201133|-53.88810275|10.51443916|313.22432680000003|0.242956384|149.0098632|6.448709504|60.11195021|0.650301539|-1.4936715669999998|68.37721704|-17.96270092|0.4716382|2675.628678|464.3095353|-916.0977468|-11.01687292|0.349698461|15.01791558|5950.370212|-561.8605190000001|27.62211044|-184.3656985|1408.727632|14.48911428|0.0|1.0|1.0|2.0|3.35|0.22|21.0|3.4|2.83|92.93|1.0|0.0|114.08|0.0|1.0|6.0|30.0|0.0|1.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|1.74e-05|4.7259|3.34|3.7876|-1313.19945|660.19|1128.22|327.34|262.35|0.35731|0.68042|-0.2231199999999999|0.04133192|-1312.98289|4.8706|7.4949|7.4949
5b_a49|0|0|0|1|7.853604813|1.343848745|-0.007610481|5.777652323|0.006327273|0.034466231|-0.072128552|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|1|0.006696215|-0.12209302|0.7843021|-0.006962617|0.839963111|0.666573331|1|-0.0698098759999999|-0.076494119|0.020319986|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|7.020013952999999|69.07083505|0.608694741|-1.300400018|59.85065205|-15.28671785|0.475192312|2764.188493|468.4133145|-764.3358925|-8.985071494|0.3913052589999999|11.94760614|6225.302624|-449.2535747|25.1139312|-127.7749783|1255.69656|14.88971719|0.0|1.0|1.0|1.0|3.34|0.22|21.0|2.98|2.87|75.94|1.0|0.0|122.26|0.0|1.0|3.0|30.0|0.0|1.0|2.58|-3.93|0.000496|0.1969999999999999|0.000118|2.08|0.0|2.3e-05|5.1653|3.92|3.9209|-1292.139616|633.92|1093.32|316.21|240.03|0.39241|0.65269|-0.20701|0.03937634|-1291.929428|6.1996|7.5528|7.5528
3g_a32|1|1|1|0|7.78113851|0.60942078|-0.006258272|5.733341277|-0.072619634|0.05052381|-0.058985916|0.001276735|-0.1154223269999999|10.31100273|-0.125170068|3|3|0.002565215|-0.105402305|0.755211939|-0.1015732219999999|0.802214256|0.786074011|1|-0.070213101|-0.098311343|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|42.56199385|0.112304055|62.23099889|3.683575459|0.0|0.8007401590000001|-1.278047464|60.55421302|-16.86199774|0.447358137|2271.746759|491.89858160000006|-708.2039051|-9.343731735|0.199259841|10.70834299|5058.622432|-392.4367329|21.05801434|-333.29803589999995|884.4366022|6.076989555|1.0|0.0|1.0|1.0|3.43|0.28|19.0|7.02|5.42|110.94|2.0|0.0|102.55|0.0|1.0|3.0|24.0|0.0|1.0|4.61|-5.59|8.12e-08|2.88e-05|2.58e-06|5.02|0.0|1.8e-05|3.5456|4.13|3.5456|-1712.060085|593.24|998.86|349.68|349.68|0.70275|0.70275|-0.20065|0.02384763|-1711.919273|5.5816|7.8539|7.8539
20_a47|0|1|1|1|6.86171134|1.408721455|-0.011237762|4.727387819|-0.161476442|0.039520202|0.031814023|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|0.087325054|0.7962508290000001|-0.069674604|0.8575369009999999|0.59534794|1|-0.083811055|-0.092005493|0.023587109|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|7.00733184|49.00609086|0.595234209|-1.38008239|69.09296541|-17.90996366|0.4642647929999999|2630.63609|375.4483088|-752.2184736|-9.761884958|0.404765791|13.10815891|5896.060936|-409.9991682|30.08893541|-103.815441|1263.735287|18.94506718|0.0|1.0|1.0|2.0|3.19|0.05|21.0|2.56|4.54|84.73|1.0|0.0|99.68|0.0|1.0|5.0|28.0|0.0|1.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|2.63|0.0|1.86e-05|3.9808|4.08|3.9808|-1335.742176|557.84|964.94|311.45|311.45|0.68219|0.68219|-0.22734|0.03389691|-1335.620783|4.3277|8.6|8.6
4_a47|0|0|0|0|0.0|1.304464196|-0.008204735|0.0|-0.121159855|0.038479532|-0.158636969|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|0|-0.006506051|-0.247195952|0.783871003|-0.095209424|0.84420422|0.8124901999999999|1|-0.07804769|-0.092556319|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|68.44214684|2.300808176|0.0|0.806604393|-1.48090111|57.78603076|-19.18327632|0.402148382|2306.463316|475.6168721|-805.6976052|-10.43683449|0.193395607|10.818777699999998|5254.939281|-438.3470487|23.78275706|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|0.0|2.0|2.75|0.05|22.0|4.83|5.71|58.04|2.0|0.0|106.52|0.0|1.0|3.0|26.0|0.0|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|5.81e-07|5.7708|4.44|3.73|-1509.453558|576.9|988.42|332.4|214.85|0.45947|0.69157|-0.21076|0.03342033|-1509.3147789999998|5.4892|7.5|7.5
18_a3|1|0|0|0|6.605297921|1.43179288|-0.003487792|4.59511985|-0.021283637|0.034712644|0.08269134|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|1|0.005799063|0.150826737|0.714658751|0.0355413979999999|0.784960175|0.6858831809999999|1|-0.069839069|-0.0846755|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|2.73114076|0.0|0.682492203|-1.016105994|48.19055867|-14.12792012|0.483376636|1938.093995|374.610053|-452.0934439|-6.285899403999999|0.317507797|10.24658906|3928.183499|-201.1487809|20.70048575|-162.3915791|662.4155441|10.51610501|0.0|1.0|0.0|1.0|2.62|0.0|21.0|3.42|3.08|67.35|0.0|0.0|80.35|0.0|1.0|2.0|21.0|0.0|1.0|2.21|-3.27|0.0015|411.0|0.000537|1.79|0.0|4.07e-05|3.9765|1.85|3.9765|-889.9619321|482.41|784.04|311.79|311.79|0.6671699999999999|0.6671699999999999|-0.2218|0.02173162|-889.894728|3.3664|7.5229|7.5229
19_a4|0|0|0|1|7.535296702|0.29641517|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|0.040511696|-0.052325802|0.006243904|-0.211341677|10.30966825|-0.136621315|1|1|0.009687676|-0.086166959|0.774746438|0.152550043|0.834377354|0.514505012|0|-0.070677568|-0.0759826109999999|0.013022539|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|3.946149569|13.25878373|0.764880253|-1.215721775|49.73882261|-15.93396412|0.460486754|2558.336814|451.8120313999999|-669.2264932|-8.771275759|0.235119747|11.01887515|5232.561157|-368.3935819|20.83197214|-291.6208078|874.9428297000001|7.912166787999999|1.0|0.0|1.0|0.0|3.46|0.16|17.0|2.97|4.32|73.23|1.0|0.0|98.19|0.0|1.0|3.0|25.0|0.0|1.0|2.92|-3.97|0.000156|0.0547|0.000106|2.62|0.0|0.0002839999999999|4.1858|6.67|4.1858|-1446.939719|583.39|983.4|296.2|296.2|0.67535|0.67535|-0.22298|0.02985188|-1446.813896|7.1079|4.71|4.71
1b_a5|1|0|0|0|6.605297921|1.4258024619999998|-0.00279809|4.59511985|-0.061874543|0.0248765429999999|-0.095857885|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.759794937|0.122747292|0.827319059|0.558485747|0|-0.07823203|-0.077221824|0.010803163|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|96.23685048|2.737713392|0.769931305|0.7324812509999999|-1.158327367|48.55415504|-15.75970652|0.474445758|2171.716467|407.1693177|-583.1091414|-7.933533473|0.267518749|11.64312636|4577.125071|-293.5407385|21.51550842|-234.0649914|796.0738116|9.680212283|1.0|1.0|0.0|1.0|2.75|0.0|23.0|4.88|4.76|54.46|0.0|0.0|90.44|0.0|1.0|3.0|24.0|0.0|1.0|3.38|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|1.58e-06|4789.0|3.1|4.6481|-1050.538976|536.59|892.61|266.74|258.89|0.5153800000000001|0.43728|-0.23055|0.03246637|-1050.462425|4.3687|7.2291|7.2291
14j_a23|0|1|1|2|7.423568444|1.197963927|-0.006327927|5.351858133|-0.071396109|0.046283951|0.037350515|0.007671236|-0.026319216|10.31321824|-0.055708465|2|2|0.0075222369999999|0.087218599|0.800643488|0.143567854|0.864845456|0.5935522360000001|1|-0.062203032|-0.082226482|0.020485263|-40.35191855|-53.34139172|13.28905737|40.38957571|0.154547838|100.2571987|8.620784882999999|83.17168000000001|0.7739671709999999|-1.644529644|64.88069411|-22.69846456|0.497137467|2943.385528|548.455847|-1066.827834|-14.72479008|0.226032829|15.57933561|6597.039681|-692.0651337|29.32742551|-355.4521561|1378.388999|11.53930239|0.0|0.0|1.0|1.0|3.39|0.05|26.0|3.78|4.58|105.02|2.0|1.0|120.24|0.0|1.0|5.0|31.0|0.0|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|3.68|0.0|9.18e-06|3.6671|3.72|3.6671|-1729.15999|670.6|1142.37|338.1|338.1|0.65128|0.65128|-0.2239699999999999|0.02207124|-1728.988797|8.3233|8.3883|8.3883
47u_a18|0|0|0|0|7.03438793|1.251177393|-0.010219187|4.844187086|-0.0872206669999999|0.035393939|0.008108241|-0.000829573|0.031337464|10.94702032|-0.033209663|0|0|0.00082284|0.0121925089999999|0.7517870059999999|-0.0112778039999999|0.7960273840000001|0.646724968|0|-0.090364489|-0.092271172|0.02068926|-62.99873374|-64.32800179|14.42377665|86.37253771|0.258933526|180.5187465|10.0557163|77.59162925|0.721837463|-2.029965788|79.06741651|-23.98671253|0.483819806|2965.254516|516.6437614|-1415.216039|-16.72263667|0.278162537|17.78724206|6837.350959|-986.6355633|33.23007431|-309.31352410000005|1960.574384|14.73941472|0.0|0.0|1.0|2.0|3.98|0.19|18.0|3.15|3.02|99.56|3.0|1.0|133.53|0.0|1.0|8.0|34.0|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|3.9|0.0|2.89e-06|3.1186|9.34|3.1186|-1510.182477|738.53|1282.66|397.57|397.57|0.69143|0.69143|-0.19109|0.02892505|-1509.839543|5.8058|5.7055|5.7055
14q_a23|0|1|1|2|7.423568444|1.19796338|-0.0101981219999999|5.351858133|-0.130330047|0.044138322|0.064903564|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|0.121109106|0.808928963|0.067394607|0.871119857|0.7333675390000001|1|-0.08960718|-0.096370719|0.02158178|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|155.7136729|10.17264683|97.13675614|0.777340899|-2.023785094|79.42966327|-27.24379301|0.472004985|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|16.53853737|6982.066379000001|-953.9181308|35.04742005|-380.8178266000001|1787.418422|13.26616596|0.0|0.0|1.0|2.0|3.52|0.04|26.0|2.57|3.12|148.11|1.0|1.0|128.38|1.0|1.0|6.0|33.0|1.0|0.0|2.62|-4.39|6.11e-06|0.00278|4.03e-05|2.46|0.0|5.03e-05|3.6431|4.19|3.6431|-1798.645459|714.22|1222.17|340.33|340.33|0.5949|0.5949|-0.23013|0.03458552|-1798.433122|12.0503|7.8069|7.8069
12v_a30|0|0|0|0|7.412764017000001|0.604983445|-0.006974714|5.351858133|-0.029548782|0.04625323|-0.099831334|0.002431329|0.020607357|10.31162873|-0.04950715|1|1|0.001805829|-0.173424818|0.83236194|-0.029852321|0.889479916|0.711738503|0|-0.077138874|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|101.4008026|7.242869835|0.0|0.806069067|-1.845664126|75.73440678|-25.48342433|0.478535287|3001.758432|575.1512171|-1248.687792|-17.2408622|0.193930933|15.56114504|6952.110426|-844.8022477|31.6144427|-414.1432908000001|1549.107692|10.01399667|1.0|0.0|1.0|1.0|4.62|0.14|17.0|5.11|3.92|81.65|2.0|0.0|137.3|0.0|1.0|5.0|31.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|7.39e-06|3.5507|5.08|3.5507|-2494.963646|715.58|1209.1|349.18|349.18|0.68405|0.68405|-0.20681|0.03495552|-2494.802821|4105.0|7.6596|7.6596
2_a49|0|0|0|1|7.535296702|1.3438506419999998|-0.004112807|5.4161004020000005|-0.03981057|0.038726287|-0.100166139|0.004524556|-0.041202373|10.92973199|0.005918367|1|1|0.004580676|-0.170631119|0.79056501|0.084099874|0.851413454|0.7701578720000001|1|-0.08647612|-0.079176085|0.01105681|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|2.871166625|0.0|0.7154059890000001|-1.187641272|49.26352575|-14.409545199999998|0.454163307|2244.518609|414.5350312|-605.2008985|-7.34284831|0.284594011|10.38394173|4874.364109|-308.399629|20.14177325|-219.534132|845.9544764000001|8.91679918|0.0|1.0|0.0|1.0|3.09|0.15|21.0|3.28|3.7|69.62|0.0|1.0|99.52|0.0|1.0|2.0|25.0|0.0|1.0|2.76|-3.89|0.000292|0.0955|0.000129|2.43|0.0|4.94e-05|5.4614|1.79|3743.0|-1046.018455|553.52|941.6|331.24|227.02|0.34449|0.68172|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|7.2291|7.2291
21c _a23|0|1|1|2|7.525639975|1.197962776|-0.009944003|5.4161004020000005|-0.135572353|0.043130342|0.0645437059999999|0.003456487|-0.092608459|10.3132171|-0.039311241|2|2|0.0035741379999999|0.118226959|0.782543953|0.149511954|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|0.014036138|-59.46209153|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|7.09164338|94.32302529|0.834557275|-2.171380929|79.71722579|-28.58195193|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|-20.31615463|0.165442725|16.83467928|7227.157398|-1097.07235|34.24804117|-475.6090385|1849.394223|9.5615256|0.0|0.0|1.0|2.0|3.68|0.08|26.0|3.1|3.42|148.11|1.0|1.0|133.35|1.0|1.0|6.0|34.0|1.0|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|2.86|0.0|2.2e-05|3.6649|4.47|3.6649|-1837.964768|747.88|1275.12|338.3|338.3|0.5885699999999999|0.5885699999999999|-0.22981|0.03257532|-1837.736174|8.3979|7.1752|7.1752
1a_a18 (SB-431542)|1|0|0|0|7.423568444|1.430935835|-0.015636898|5.351858133|-0.175408303|0.035620155|0.1008839219999999|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|11.61820782|105.3125675|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|0.472443977|2678.82389|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|14.26170773|5748.422847|-733.0587287000001|36.46179023|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|2.0|3.25|0.05|23.0|4.04|3.63|103.12|1.0|0.0|106.85|0.0|1.0|4.0|29.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|7.81e-06|3.8208|4.57|3295.0|-1292.588031|620.23|1048.7|376.27|324.5|0.55409|0.69868|-193.0|0.03494548|-1292.414518|8.8609|6.9031|6.9031
6_a15|0|0|0|0|0.0|1.419941278|-0.00951284|0.0|-0.048804012|0.042926829|0.106485923|0.001080419|0.011857945|10.95880677|-0.009025163|0|0|0.003942615|0.153430865|0.691316481|0.0371776429999999|0.7248900659999999|0.810779115|0|-0.07051817|-0.123000073|0.02948637|-41.14459066|-71.76572566|17.20414198|105.4415725|0.140691569|82.0880213|10.03794313|55.65697829|0.581974721|-1.599000943|88.94853813|-17.94143141|0.3902945579999999|2454.904173|501.3728188|-932.9544335|-10.46812265|0.4180252789999999|10.02135591|5589.043165|-544.3423775|30.82854077|-95.65807914|1603.08412|17.18281248|1.0|1.0|1.0|1.0|3.29|0.23|18.0|4.43|5.26|61.84|2.0|0.0|109.7|0.0|1.0|7.0|28.0|0.0|1.0|4.11|-5.14|2.16e-06|0.000823|7.32e-06|4.64|0.0|4.3e-06|4.3423|3.94|3.7696|-1263.0243449999998|612.22|1092.02|328.9|285.52|0.65191|0.70554|-0.18133|0.01711539|-1262.820532|1.9421|7.4559|7.4559
14r_a23|0|1|1|2|7.423568444|1.197963203|-0.006323791|5.351858133|-0.06921746|0.045277778|0.014148395|0.007671236|-0.079935667|10.31321824|-0.064006338|2|2|0.0075222369999999|0.033038452|0.7837821840000001|0.03753491|0.846632079|0.5935522360000001|1|-0.062618931|-0.085881409|0.019185345|-40.32463891|-55.30494931|12.35476415|47.26552456|0.133777381|86.14846171|7.956082857|55.62948521|0.7882228370000001|-1.717628177|66.31173073|-23.53402098|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|-15.15517566|0.211777163|14.15357616|6744.848704999999|-712.2932561000001|29.85706563|-371.2130393|1403.282085|11.00678143|0.0|0.0|1.0|1.0|3.47|0.05|26.0|3.78|4.58|105.02|2.0|1.0|120.24|0.0|1.0|5.0|31.0|0.0|0.0|3.7|-5.11|2.66e-06|0.00114|7.73e-06|3.68|0.0|9.18e-06|5.9406|3.72|3.1797|-1729.1556449999998|678.08|1145.51|389.92|208.71|0.30482|0.68115|-0.22378|0.02296354|-1728.98403|8.8722|8.2684|8.2684
12t_a36|1|0|0|0|7.412764017000001|1.297042607|-0.00673635|5.351858133|-0.034194893|0.041767677|0.035510516|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|1|0.0045625|0.059266516|0.829598864|-0.009662203|0.878510663|0.857993338|0|-0.0735262|-0.100615514|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|7.820109571000001|0.417511887|0.78316808|-2.012310282|77.32343502|-23.93411213|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|-15.94144641|0.21683192|15.36435856|5936.009091|-892.7209991000001|30.56063281|-377.2113003|1711.395437|10.30792105|1.0|0.0|0.0|2.0|4.94|0.21|17.0|3.62|2.45|69.2|1.0|0.0|133.52|0.0|1.0|6.0|31.0|0.0|0.0|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|3.8844|3.87|3.6694|-1311.585049|713.6|1208.04|337.89|319.18|0.69297|0.70313|-0.2039|0.03230976|-1311.349439|7.9104|8.0969|8.0969
