molecula|Brenk|MATS8s|Contribution (HOMO-LUMO transition)|nARing|DPSA4|FNSA3|FPSA3|Consensus Log P|AATSC1c|pIC50|RPSA|TPSA_x|Num. of Aromatic heavy atoms|pIC50
25_a12|0.0|-0.2430098439999999|0.69029|0|18.87554002|-0.054734834|0.004952762|4.29|-0.004103693|7.6576|0.052062825|27.12578432|22.0|7.6576
11c_a5|0.0|0.030085871|0.6267699999999999|0|27.76804404|-0.078909483|0.01785211|3.0|-0.004590583|7.6021|0.19527649|118.7750305|23.0|7.6021
EW7203_a60|0.0|0.002441966|0.69857|2|30.83771958|-0.076068195|0.020156795|3.09|-0.00698487|8.0334|0.113924842|73.67602619|17.0|8.0334
18_a4|0.0|0.102914528|0.57777|1|22.30718562|-0.094231531|0.017694182|2.78|-0.004533883|5.5817|0.224403961|110.7087804|17.0|5.5817
12aq_a36|0.0|-0.0606936879999999|0.7058300000000001|2|37.66374367|-0.1093001919999999|0.021389734|1.15|-0.0116333169999999|7.2596|0.318529388|212.8220574|17.0|7.2596
4_a38 (LY-2157299)|0.0|-0.041794304|0.68|1|23.51893991|-0.092570349|0.01243241|2.81|-0.00638266|7.1586|0.2456862269999999|140.40206619999998|21.0|7.1586
8b_a8|0.0|0.097555876|0.70195|1|37.20755791|-0.130159955|0.032440348|2.9|-0.013834266|5.2941|0.441645347|270.5854753|23.0|5.2941
8e_a8|0.0|0.02023118|0.7013|0|33.36487904|-0.115572516|0.0211004739999999|3.71|-0.010579355|4.7014|0.338509724|206.4920729|23.0|4.7014
12ab_a30|0.0|0.078325164|0.68324|2|37.1257096|-0.082740301|0.031588146|2.52|-0.008528077|7.7825|0.200246511|140.93076580000002|17.0|7.7825
8e_a12|0.0|-0.036433876|0.6954899999999999|1|25.03342862|-0.05202522|0.0155147339999999|3.12|-0.006350143|6.2306|0.060372083|34.57040021|21.0|6.2306
5_a18 (BIBF0775)|1.0|-0.001626287|0.69298|2|27.535837|-0.068989967|0.008501088|3.2|-0.005220163|7.4685|0.156764132|118.3671077|18.0|7.4685
8d_a32|0.0|-0.054095278|0.7026100000000001|0|29.684549600000004|-0.109612139|0.01593079|3.57|-0.010604502|8.0809|0.2892958439999999|181.8092016|19.0|8.0809
14f_a23|1.0|0.070514687|0.6733399999999999|0|31.93672236|-0.059927056|0.027134452|3.46|-0.006791105|8.6459|0.105837608|71.55380685|26.0|8.6459
14k_a23|1.0|0.140087361|0.63765|0|28.87559227|-0.0562483359999999|0.018829201|3.99|-0.005866159|8.4123|0.077602272|51.64167457|26.0|8.4123
11b_a31|0.0|0.067031897|0.70073|1|37.09261324|-0.143839236|0.037758271|2.69|-0.01950528|6.2757|0.454541246|253.1028809|16.0|6.2757
12bd_a36|0.0|-0.011529973|0.7044100000000001|2|29.96655829|-0.071083327|0.0177487689999999|2.42|-0.006695407|7.7696|0.167521907|110.578217|17.0|7.7696
19i_a38|0.0|-0.040954326|0.69267|2|33.67721904|-0.08347616|0.022576308|3.04|-0.008447598|7.9031|0.252841593|154.953787|17.0|7.9031
8a_a32|0.0|-0.184419911|0.70316|0|29.86932167|-0.083474428|0.018321589|4.07|-0.010151321|7.3468|0.185446274|116.298071|19.0|7.3468
18_a3|0.0|0.0355413979999999|0.6671699999999999|0|20.70048575|-0.069839069|0.013796397|2.21|-0.003487792|7.5229|0.158042379|70.31739201|21.0|7.5229
13m_a6|0.0|0.156982046|0.64753|0|35.8683143|-0.0989137669999999|0.01858251|2.67|-0.010840005|8.0|0.2843875389999999|198.3000783|27.0|8.0
12a_a30|0.0|-0.031179517|0.68599|2|29.00398472|-0.07699057|0.016292604|2.63|-0.006711725|7.9469|0.163785284|101.5505506|17.0|7.9469
12x_a30|0.0|-0.062251445|0.68589|2|28.04441012|-0.071909912|0.014757946|3.19|-0.006008579|7.6556|0.151155723|99.81775209|17.0|7.6556
2_a1|0.0|0.079586368|0.7007899999999999|1|17.36508791|-0.0622285999999999|0.011282631|3.21|-0.004621682|5.2366|0.191789935|87.29479691|17.0|5.2366
1m_a5|0.0|0.077347244|0.45426|0|20.67140479|-0.070959368|0.009030414|3.63|-0.002410445|7.3665|0.117604448|61.95289543|23.0|7.3665
4c_a49|0.0|-0.052237757|0.67789|1|26.5256103|-0.087753156|0.012079228|2.6|-0.0057600559999999|6.5935|0.23840176|153.60017230000005|21.0|6.5935
15_a3|0.0|-0.103599654|0.67902|1|22.67368656|-0.092342351|0.007901554|1.2|-0.006742751|7.6021|0.221091166|113.1667185|16.0|7.6021
12b_a36 (EW-7197)||-0.001567914|0.69991|2|32.77617664|-0.081357853|0.021439664||-0.008137593|8.1549|0.236481628|147.9542111||8.1549
8a_a8|0.0|0.089031731|0.7036899999999999|1|38.44444383|-0.131795179|0.034374791|2.56|-0.014658222|4.9454|0.449170525|269.0155755|23.0|4.9454
28_a34|0.0|0.092890802|0.69263|1|33.80175623|-0.1306693569999999|0.03768308|1.84|-0.016942875|5.4179|0.4540644379999999|232.4555747|17.0|5.4179
12f_a31|0.0|-0.021938988|0.7006600000000001|1|34.31214739|-0.097676974|0.027617942|4.01|-0.011835152|6.8861|0.299007775|208.6022728|16.0|6.8861
47r_a18|1.0|0.017110504|0.69545|1|34.41856352|-0.083915825|0.0155038689999999|2.2|-0.0058631659999999|6.6364|0.230421778|172.30927739999998|18.0|6.6364
3k_a32|0.0|-0.127713677|0.70268|1|21.36272325|-0.0711378679999999|0.0123637989999999|4.75|-0.005745086|8.0605|0.122251759|68.92687468|19.0|8.0605
20_a31|0.0|0.028036914|0.7036600000000001|0|29.5712685|-0.085849869|0.019334605|3.6|-0.009722467|8.0862|0.2045729339999999|128.1960117|19.0|8.0862
11_a27|0.0|-0.0357410779999999|0.59222|2|22.42732497|-0.079921166|0.016171515|2.04|-0.0067474069999999|8301.0|0.2354494999999999|124.5410133|16.0|8301.0
8b_a31|0.0|-0.058494079|0.70036|1|30.28603362|-0.120703408|0.03234629|2.52|-0.013629145|5.6576|0.392380774|204.9365822|16.0|5.6576
5e_a40|1.0|-0.402340487|0.69675|1|20.75420252|-0.076883794|0.019851304|3.33|-0.004925115|7.6021|0.135577249|64.47400829|14.0|7.6021
12t_a30|0.0|-0.003937967|0.6842600000000001|2|32.41376848|-0.090535776|0.018862708|3.21|-0.007755575|8.0496|0.303586418|197.4742794|17.0|8.0496
12an_a36|0.0|-0.009636347|0.69094|2|31.9040205|-0.073519599|0.0173118669999999|2.33|-0.0070293469999999|7.3979|0.163559846|110.5140393|17.0|7.3979
8m_a46|0.0|-0.084989948|0.6997800000000001|1|19.27296714|-0.0911455|0.007059399|3.53|-0.00517896|6.6402|0.123789645|65.63194084|17.0|6.6402
12z_a36|0.0|0.103551178|0.69397|2|33.72393432|-0.081592361|0.023371488|1.66|-0.007671785|8301.0|0.165209595|109.572766|17.0|8301.0
14d_a23|1.0|0.006563565|8.1555|0|27.41215037|-0.053736319|0.018596017|3.8|-0.005343003|8.4001|0.078305538|51.59888942|26.0|8.4001
12at_a36|0.0|-0.08859337|0.6802600000000001|2|38.54110857|-0.084721769|0.029516069|1.76|-0.010886502|7.1079|0.248143308|171.8311073|17.0|7.1079
4d_a49|0.0|-0.008564167|0.6782100000000001|1|26.44129877|-0.089942837|0.013625199|2.27|-0.006135653|7.7447|0.2473653539999999|152.3727245|21.0|7.7447
12ao_a36|0.0|0.040831815|0.7045|2|31.9443643|-0.077866573|0.017784426|2.37|-0.007081548|7.5229|0.167417241|110.7707502|17.0|7.5229
12f_a30|0.0|-0.043091382|0.68471|2|39.1336968|-0.090450992|0.01570263|3.42|-0.015345198|7.7144|0.164253554|115.8783181|17.0|7.7144
18b_a30|0.0|0.022695194|0.67715|2|31.55111394|-0.078751666|0.019880184|2.42|-0.006947027|7.6003|0.130659636|86.42600053|17.0|7.6003
12f_a36|0.0|-0.109793154|0.70126|2|30.28188764|-0.071035495|0.01784834|2.4|-0.006773586|7.9586|0.156443092|103.2191714|17.0|7.9586
15a_a22|0.0|-0.09744639|0.69076|0|30.3550786|-0.061755825|0.02126757|3.19|-0.0050042229999999|6.8447|0.13335968|90.52525878|27.0|6.8447
12d_a30|0.0|-0.0430927579999999|0.68608|2|28.75340957|-0.073829724|0.015567102|2.91|-0.006335328|7.9508|0.156990075|101.4221952|17.0|7.9508
12g_a36|0.0|-0.19532883|0.70097|2|30.45962398|-0.069292341|0.017738779|2.66|-0.006495469|7.8539|0.1457615119999999|100.2028184|17.0|7.8539
47g_a18|2.0|-0.009917608|0.69828|1|33.87214455|-0.065225536|0.013404131|2.83|-0.005817448|8.0458|0.165575846|140.5114492|18.0|8.0458
7_a27|0.0|0.147753647|0.61278|0|22.09489892|-0.060745542|0.015099075|3.14|-0.00601016|9.0|0.14888586|83.57286704|21.0|9.0
4R4l_a46|0.0|-0.001318857|0.67823|1|18.4720714|-0.090505744|0.007084496|4.09|-0.004736212|6.8633|0.103346328|56.0891211|17.0|6.8633
13j_a6|0.0|-0.063948098|0.7045100000000001|1|39.56287079|-0.120219472|0.03111288|2.82|-0.015004989|6.5817|0.377035857|251.937353|23.0|6.5817
16_a31|0.0|-0.038841601|0.70108|1|32.30339751|-0.142079397|0.0374314139999999|2.33|-0.020181753|7.0458|0.4535498739999999|213.694252|16.0|7.0458
3d_a12|0.0|-0.097468573|0.6572100000000001|1|23.26659057|-0.066850425|0.011128076|2.67|-0.008186708|7.6021|0.145275317|74.63869204|18.0|7.6021
3_a47|0.0|0.104873188|0.69138|0|24.35791949|-0.083129079|0.008609292|4.02|-0.008740449|6.5|0.145272519|76.18000386|22.0|6.5
47k_a18|2.0|0.022512501|0.69823|1|33.40602576|-0.065324278|0.015080484|2.53|-0.0067578909999999|7.5376|0.169064596|133.5242222|18.0|7.5376
8_a10|0.0|-0.015871527|0.68815|1|22.64553798|-0.059655303|0.015758182|3.55|-0.00560152|6279.0|0.125156018|68.45976606|21.0|6279.0
14c_a23|1.0|0.1114214519999999|0.56781|0|28.88097191|-0.0567889659999999|0.018842596|4.0|-0.005822256|8.6253|0.077064961|51.21382308|26.0|8.6253
14r_a23|1.0|0.03753491|0.68115|0|29.85706563|-0.062618931|0.019185345|3.7|-0.006323791|8.2684|0.133777381|86.14846171|26.0|8.2684
20b_a10|0.0|0.052265135|669.0|1|28.34404003|-0.094975935|0.013038163|3.66|-0.007463406|5.9586|0.24740823|158.09355980000004|27.0|5.9586
14x_a23|1.0|-0.035031888|0.62836|0|31.25095356|-0.0708831479999999|0.022095943|4.06|-0.0065692219999999|8.4949|0.223171139|147.90081730000003|26.0|8.4949
14z_a23|1.0|0.10796308|0.69913|0|30.08835522|-0.0582387179999999|0.018337664|4.49|-0.005892861|8.2941|0.074698898|52.02674091|26.0|8.2941
17g_a50|0.0|-0.10642733|0.6623600000000001|2|23.06474408|-0.048170917|0.014550016|3.63|-0.002050512|6.6091|0.079336825|52.94662161|20.0|6.6091
4n_a46|0.0|-0.06655165|0.7025|1|19.76451658|-0.103381106|0.008424451|3.9|-0.004696854|5.2845|0.096854593|53.22165035|17.0|5.2845
21_a10|0.0|0.057775125|0.68165|1|33.03306591|-0.091053776|0.018892889|4.04|-0.009308076|5.3188|0.225214587|159.11338909999998|27.0|5.3188
14n_a23|1.0|0.219354173|0.6955|0|31.80611809|-0.058928845|0.027028617|3.48|-0.0068536419999999|9.2441|0.10672565|72.12361433|26.0|9.2441
16c_a32|0.0|0.0482801729999999|0.70198|0|33.27140293|-0.088841599|0.025791147|3.41|-0.01639019|8.3468|0.226956794|135.41296|19.0|8.3468
1_a6 (SB-431542)|0.0|-0.08530265|0.69868|1|36.46179023|-0.126408788|0.033020439|2.85|-0.015636898|5.8119|0.405958714|240.8019609|23.0|5.8119
GW6604_a52|0.0|0.074868979||0|19.64292268|-0.071850787|0.009021088|3.08|-0.002149879|6.9706|0.12653545|62.55188751|23.0|6.9706
41_a18|1.0|-0.032217299|0.69308|2|28.37200951|-0.1020290859999999|0.009550224|2.53|-0.007587553|6433.0|0.2650611539999999|181.7135945|18.0|6433.0
13c_a5|0.0|0.003545487|0.51479|1|29.94524142|-0.077308234|0.023143526|2.68|-0.005082338|6.9101|0.19980328|131.7396496|23.0|6.9101
4c_a46|0.0|0.072412685|0.6986600000000001|1|22.31552819|-0.063644365|0.013924723|4.44|-0.005085922|5.6972|0.109222605|69.02325225|17.0|5.6972
12m_a30|1.0|-0.036924662|0.68404|2|35.54574762|-0.085422479|0.027352277|2.36|-0.01047558|7.5114|0.216739951|147.06395700000002|17.0|7.5114
12av_a36|0.0|-0.018133027|0.70455|2|36.48912989|-0.082283524|0.021666882|1.47|-0.009925128|7.4089|0.247552267|172.4374372|17.0|7.4089
