molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|TPSA_x|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14a_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|-0.009312773|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.7574238740000001|0.164994144|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|102.8554977|-22.89086827|3.396421044|0.7608768779999999|55.84414456|-18.09776067|52.02624107|2160.698862|389.0288018|-651.519384|-8.902004327|0.239123122|0.930491715|117.6209094|-320.4721558|0.0189212089999999|-256.6424807|358.3503513|9.307045698|0.0|1.0|1.0|105.82|1.04|0.0|0.0|1.0|-4.45|23.0|4.0|-6.42|0.0|0.0|1.0|2.76|-3.99|3.54e-05|0.000103|0.0327|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|373.85|0.69708|-1327.354384|3.5358|0.02860456|0.03|7.5229|7.5229
19a_a38|1|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|0.0|-0.007986407|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|151.1278869|-38.69037594|7.910363161|0.744796537|77.20795279999999|-23.30337482|64.59623135|2774.129458|446.57675660000007|-1165.168741|-13.92853534|0.255203463|0.872060139|152.5362948|-696.4267669|0.020873781|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|1.0|81.23|2.4|1.0|0.0|1.0|-4.14|30.0|4.0|-6.77|0.0|0.0|1.0|2.68|-4.17|7.209999999999999e-05|6.77e-05|0.0272|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|316.19|466.55|0.6329100000000001|-1331.94466|4.7986|0.03338983|0.01|8.0106|8.0106
4_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.60501714|0.0|-0.008561428|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|-0.007022144|0.053425134|0.127253753|1|0.640351067|0.721302096|-0.028924747|0.785381728|0.628171026|1|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|123.350856|-22.30593113|1.809595554|0.866976271|51.71950126|-18.76802992|56.26480013|2142.972568|352.05186289999995|-656.8810472|-8.922372453|0.133023729|0.711897153|63.23984222|-312.2830359|0.0100954959999999|-348.9230345|347.9532383|4.799426464|1.0|0.0|1.0|80.04|3.07|1.0|0.0|1.0|-5.69|23.0|3.0|-5.21|0.0|0.0|1.0|4.09|-5.09|2.02e-06|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|208.93|338.33|0.3809|-1355.192416|2.3542|0.02921941|1259.0|5.9|5.9
12m_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|-0.01047558|0.024086432|2|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.084317059|-0.152855196|1|0.817497287|0.832758813|-0.036924662|0.893689741|0.770326886|0|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|147.06395700000002|-47.58675592|12.59296644|0.773732767|83.3641853|-27.50290965|76.52074257|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|0.226267233|0.8173893040000001|153.52847759999997|-951.7351184|0.019500715|-371.4702679|683.7405759|13.2317657|1.0|1.0|0.0|114.67|2.06|2.0|0.0|1.0|-6.0|32.0|6.0|-6.22|0.0|0.0|0.0|2.36|-5.01|1.01e-06|9.71e-06|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.88|3.5496|-1743.215323|-1743.174906|714.92|1204.39|244.95|578.87|0.33392|-1742.965888|3.6891|0.04041755|31.0|7.5114|7.5114
9a_a36|1|0|0|3.4090209280000003|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.007853595|-0.046964839|2|0.040166667|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|0.00484375|-0.12019672|-0.202876718|1|0.839235677|0.7885597609999999|-0.019008343|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|106.0201967|-40.61536816|8.847677483|0.7638345870000001|78.37175688|-24.40778806|59.5185754|2682.572663|505.25728260000005|-1195.981615|-14.91993116|0.236165413|0.828482664|144.36259840000002|-731.0766269999999|0.019513779|-322.5522826|578.2841135|11.92833382|1.0|0.0|0.0|66.4|2.02|1.0|0.0|1.0|-3.71|29.0|5.0|-6.74|0.0|1.0|0.0|1.95|-3.99|0.000197|0.000102|0.0391|2.66|0.0|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|-1252.802159|-1252.77514|648.41|1092.66|320.56|495.18|0.68682|-1252.578886|5.7274|0.02701893|13.0|7.8861|7.8861
16i_a32|1|1|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|-0.0146198339999999|-0.075706124|0|0.0439583329999999|-0.056414399|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.120440534|-0.211019184|0|0.801401734|0.836966894|0.134577711|0.8829894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|129.7354415|-49.02383532|9.540239197|0.718964113|88.80827938|-24.00328703|70.6307405|2770.767996|523.8261846|-1200.164351|-15.6876273|0.281035887|0.836873682|183.6742715|-784.3813651|0.021112022|-286.2130831|636.0251562999999|13.79800742|1.0|1.0|1.0|149.27|1.34|3.0|1.0|1.0|-7.03|29.0|5.0|-5.93|1.0|0.0|0.0|3.96|-5.09|9.25e-08|8.18e-06|0.0035|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|1175.51|342.72|573.38|0.70222|-1995.055356|3353.0|0.02810109|6.0|8.2596|8.2596
16a_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.325756911|2.041062372|-0.00230615|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.162508526|-0.254024476|2|0.748039584|0.772481675|-0.068377262|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|58.06685151|-36.90194151|6.652715932|0.7270593190000001|63.53441386|-18.049219|46.01490333|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|0.862035195|189.0108247|-774.9407716|0.014796066|-314.4761648|879.8636987|10.24624348|1.0|1.0|1.0|56.07|2.47|3.0|0.0|1.0|-5.22|33.0|5.0|-5.91|0.0|1.0|1.0|4.24|-5.17|6e-06|6.76e-06|0.00297|4.33|0.0|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|760.0|1310.44|221.33|629.65|332.0|-1394.797092|3.8323|0.02819643|47.0|7.3279|7.3279
14t_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197962538|3.410065804|-0.005383494|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.7629258809999999|0.113493155|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|51.51331913|-33.66111722|7.404291213|0.799945841|61.0040156|-21.69314909|47.46057034|2878.4071670000003|600.1979272000001|-1084.657455|-14.13766923|0.2000541589999999|0.872595673|130.3775455|-706.8834616|0.014352462|-390.9561553|666.0036144999999|9.353660614|0.0|1.0|1.0|105.02|3.24|2.0|0.0|1.0|-5.85|31.0|4.0|-6.1|0.0|0.0|0.0|3.78|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|-0.06666|3.9855|3.79|3.2060000000000004|-1669.240512|-1669.21916|692.08|1184.43|311.09|534.86|0.5824199999999999|-1668.980578|5.8672|0.02135191|4.0|8.3979|8.3979
18_a15|0|0|0|0.0|0.0|0|0.0|0|1.435689019|0.0|-0.006149666|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0.000539978|-0.072506962|-0.145790726|2|0.660075777|0.7162974740000001|-0.0374132629999999|0.765450925|0.645117465|0|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|0.007146033|100.159876|-33.93632895|2.672871589|0.867430881|60.86009645|-21.51621375|45.69032922|2541.440611|511.4247108|-1054.294474|-13.15898469|0.132569119|0.711733271|81.07723009|-644.79025|0.008781964|-449.4301265|590.2470602999999|5.370913621000001|1.0|0.0|1.0|47.04|3.6|2.0|0.0|1.0|-6.16|29.0|4.0|-4.8|1.0|0.0|1.0|5.06|-5.93|6.86e-07|1.18e-06|0.0004559999999999|5.42|0.0|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|3.8232|-1265.810138|-1265.770242|650.53|1110.18|272.91|535.02|0.6074|-1265.556558|4.2476|0.03989594|129.0|6.8894|6.8894
12t_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.60498454|0.0|-0.007755575|-0.097216874|2|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.001131023|-0.0546637159999999|-0.145315868|1|0.609043558|0.83236194|-0.003937967|0.889479916|0.591758164|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|0.018862708|197.4742794|-42.80050261|7.981057356|0.745705883|78.8278828|-24.17113783|71.1605835|2976.648597|452.99711|-1184.385754|-15.72263361|0.254294117|0.804273481|165.4110479|-770.409047|0.020029588|-319.6492937|616.2856203|13.02867425|1.0|1.0|0.0|81.65|3.58|2.0|0.0|1.0|-5.49|31.0|6.0|-6.06|0.0|0.0|0.0|3.21|-5.17|3.24e-06|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|244.58|527.87|0.33647|-1774.0165149999998|2.6784|0.0337599|9.0|8.0496|8.0496
47t_a18|0|0|0|0.0|0.0|0|7.03438793|1|1.25117758|0.0|-0.0128248239999999|-0.161517185|0|0.03672956|0.018018036|0.0|-0.756664598|-0.006573438|-0.011641394|10.94702032|-0.04785474|0|-0.004985656|-0.068787175|-0.104274108|0|0.704602886|0.750103977|0.005590928|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|0.014067024|219.5070758|-46.27207168|6.301435212|0.804531523|80.00407742|-27.16032544|89.19655162|2872.533415|449.789539|-1520.978225|-18.17831387|0.195468477|0.991199259|130.8263901|-1017.985577|0.016238994|-407.6438346000001|747.6927426|10.86870356|0.0|0.0|0.0|110.56|1.64|2.0|0.0|1.0|-5.58|33.0|4.0|-6.46|0.0|0.0|0.0|2.15|-4.77|2.65e-06|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|601.36|0.6895100000000001|-1470.528808|7.7656|0.03767603|782.0|6.1068|6.1068
12az_a36|1|0|0|3.465535084|0.0|0|7.412764017000001|2|1.297042831|0.0|-0.009570959|-0.040156368|2|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|0.002872872|-0.176729938|-0.289604649|1|0.884226781|0.812921349|-0.061924322|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.411597359|0.034771534|126.71905359999998|-52.96429617|17.0740303|0.583865006|99.82512582|-23.45695404|74.65245915|3039.528467|574.0196415|-1360.503334|-16.43719536|0.416134994|0.861843195|291.60189260000004|-953.3573311|0.034594361|-117.53490990000002|766.4854363|24.24160725|1.0|0.0|1.0|87.66|1.42|1.0|0.0|1.0|-4.11|33.0|6.0|-7.13|0.0|0.0|0.0|1.75|-4.15|7.75e-05|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.990465|-1461.962459|737.12|1252.18|319.03|576.54|0.69385|-1461.686269|6.3778|0.02800521|58.0|7.2366|7.2366
13b_a50|0|1|1|0.0|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.003876697|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|0.011379776|-0.173463805|-0.269353185|1|0.749187803|0.788327682|-0.041506802|0.828965118|0.71935296|1|0.906164013|-0.051509874|-0.080785633|0.435064196|0.019899348|67.07377798|-41.27630533|10.16729727|0.700410304|70.09526468|-19.24847021|51.04317051|3036.874979|647.7242444|-1212.6536230000002|-13.75876844|0.299589696|0.7609056040000001|214.1461224|-866.8024118999999|0.017277404|-286.5057775|900.2031356000001|12.34985404|1.0|1.0|1.0|66.99|2.52|2.0|0.0|1.0|-5.02|34.0|5.0|-6.3|0.0|0.0|0.0|3.99|-5.1|9.65e-06|7.92e-06|0.00361|3.91|0.0|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|293.0|617.26|0.65332|-1470.039226|5.5271|0.03156473|1.83|5.7375|5.7375
4R4k_a46|0|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|0.012963356|1|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0.784722915|0|0.890625164|-0.089699228|-0.085931818|0.237621572|0.007883196|58.20005971|-24.33134018|2.232103603|0.866681099|49.58292992|-16.19450581|51.92513282|2105.035168|473.9155694|-777.3362788|-8.617349646000001|0.133318901|0.871222588|70.94107067|-413.632783|0.007248925|-390.2334878|519.5743695|3.857266463|1.0|0.0|1.0|50.94|2.84|1.0|0.0|1.0|-4.82|25.0|3.0|-5.46|0.0|1.0|1.0|3.81|-4.83|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|994.13|234.09|490.83|0.54119|-1053.202129|1.8559|0.0257622|97.0|7.0132|7.0132
4g_a49|0|0|0|0.0|0.0|2|8.228176896|2|1.343847279|4.107873566|-0.003686314|-0.008414823|4|0.036761229|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|0.003456679|10.92777048|0.08591712|2|0.007845545|-0.038698906|-0.066023903|4|0.651833607|0.7559263270000001|-0.027032199|0.81242269|0.626581708|2|0.8601878270000001|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|139.3194688|-66.20622488|18.81105094|0.6273572239999999|90.11923831|-24.91513644|80.12633309|4706.348867000001|857.1564845|-1993.210915|-24.82733433|0.372642776|0.958286615|371.3295653|-1986.186746|0.023762615|-253.8168226|1714.878736|23.67887448|0.0|0.0|0.0|116.3|2.87|2.0|0.0|0.0|-7.47|51.0|7.0|-6.6|1.0|0.0|0.0|5.23|-7.43|3.3700000000000004e-08|3.72e-08|2.47e-05|5.28|0.0|1.0|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|3.6269|-2147.721319|-2147.66293|985.89|1766.47|287.56|662.84|0.33449|-2147.217543|3.4099|0.05838924|106.0|6.9747|6.9747
18_a3|1|0|0|2.897754472|0.0|0|6.605297921|0|1.43179288|0.0|-0.003487792|-0.021283637|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|0.005799063|-0.035611069|-0.064953613|3|0.7226687409999999|0.714658751|0.0355413979999999|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|0.013796397|70.31739201|-16.76239841|2.73114076|0.682492203|48.19055867|-14.12792012|37.21171433|1938.093995|374.610053|-452.0934439|-6.285899403999999|0.317507797|0.935646099|141.2679329|-201.1487809|0.02363555|-162.3915791|270.539096|10.51610501|0.0|0.0|1.0|67.35|0.93|0.0|0.0|1.0|-2.82|21.0|4.0|-6.7|0.0|1.0|1.0|2.21|-3.27|0.0015|0.000537|147.0|1.79|0.0|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|311.79|330.54|0.6671699999999999|-889.850598|2.6366|0.02173162|0.03|7.5229|7.5229
18b_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604987149|0.0|-0.006947027|0.0075638519999999|2|0.041767677|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|0.0036417359999999|-0.049287858|-0.090115975|1|0.80330079|0.822401103|0.022695194|0.8839272779999999|0.760234689|0|0.869340364|-0.078751666|-0.09536285|0.413791511|0.019880184|86.42600053|-41.72392601|8.698138813|0.759715688|75.30642440000001|-23.96987622|65.24093056|2915.383182|575.0330633|-1198.493811|-15.85509189|0.240284312|0.7388650920000001|158.9382363|-792.7545943|0.0184861069999999|-343.5825913|666.0036144999999|12.22780277|1.0|1.0|0.0|105.44|2.17|2.0|0.0|1.0|-5.49|31.0|5.0|-6.33|0.0|0.0|0.0|2.42|-4.8|3.23e-06|1.57e-05|0.0066599999999999|3.59|0.0|0.0|2e-07|8.47e-05|-0.06142|3.5256|3.64|3.5256|-1668.034279|-1667.995173|697.37|1178.08|351.66|563.55|0.67715|-1667.788575|4.8198|0.03910602|25.0|7.6003|7.6003
13c_a5|1|0|0|2.944180713|0.0|0|6.605297921|1|1.377702625|0.0|-0.005082338|-0.0090268969999999|3|0.024822695|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|0.006110714|-0.092592608|-0.150963534|2|0.705487111|0.770478689|0.003545487|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|131.7396496|-33.29709668|10.06137448|0.551328235|70.46156718|-16.50965711|66.23254483|2793.480751|527.6071331999999|-858.5021696|-10.8855893|0.448671765|0.873289814|295.8302846|-566.0506435|0.0302745689999999|-67.68621352|656.208474|19.96143955|0.0|1.0|1.0|84.0|1.16|1.0|0.0|1.0|-3.55|31.0|5.0|-7.28|0.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.000109|0.0446|2.15|0.0|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|263.46|513.33|0.41594|-1351.008469|2.3276|0.03747691|123.0|6.9101|6.9101
17f_a50|0|1|1|0.0|0.0|2|7.934155233999999|1|1.349854916|4.305828452|-0.002205848|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|0.0129274519999999|-0.247590736|-0.407467272|1|0.758335704|0.7851209440000001|-0.132153434|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|54.44410182|-28.30463221|6.206439227000001|0.721122105|55.9791334|-16.50175503|39.19906437|2582.272632|560.4567739|-874.5930167000001|-10.14694362|0.278877895|0.896702|171.48226169999998|-537.7880119|0.01617809|-271.9363523|652.6793116|9.947921993|1.0|1.0|1.0|51.77|2.09|1.0|0.0|1.0|-3.58|29.0|4.0|-6.64|0.0|1.0|1.0|2.92|-4.12|0.000266|7.57e-05|0.0291|2.83|0.0|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|564.52|0.6573899999999999|-1218.966516|6.1931|0.0276719|398.0|6.4001|6.4001
15_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.399867493|1.956386054|-0.001986535|-0.061469545|1|0.044357639|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|-0.017259078|-0.038707204|1|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|63.43714456|-16.95780525|2.505098786|0.8438913020000001|40.03406565|-14.73400655|35.02894809|1973.978183|416.1168833|-530.4242358|-7.065752187|0.156108698|0.7783994009999999|74.8625551|-254.3670787|0.009743323|-329.8289177|324.5687005|4.672449937|1.0|0.0|0.0|30.71|3.05|0.0|0.0|1.0|-3.82|22.0|3.0|-5.6|0.0|1.0|1.0|3.61|-4.28|0.000152|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|4.2148|-958.270023|-958.251931|512.65|848.47|275.22|396.58|0.4778699999999999|-958.147682|2.1603|0.018092091|175.0|6757.0|6757.0
18_a10|0|0|0|0.0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.00309846|0.0307177839999999|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.091730492|-0.143149563|2|0.7155022459999999|0.785539083|0.048377088|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|72.64119073|-30.63863373|7.692822451|0.641615544|61.38857307|-15.79795381|48.64284759|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|0.876275815|227.471785|-551.4954071000001|0.020666062|-179.7708584|713.2632062000001|13.11704755|0.0|1.0|1.0|62.06|2.14|1.0|0.0|1.0|-4.48|31.0|5.0|-6.34|0.0|1.0|1.0|3.67|-4.77|3.34e-05|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|214.93|504.61|0.37729|-1336.126835|4.7596|0.02974086|0.13|6.8861|6.8861
8g_a8|1|0|0|3.073183107|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.014340328|-0.222784884|0|0.0438779959999999|0.000966222|0.0|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|-0.007047583|0.0794962979999999|0.162134281|0|0.6784762320000001|0.734188081|0.121495775|0.790058057|0.656457444|0|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|285.5736014|-48.6934008|11.68315869|0.8330608209999999|90.27531534|-32.12579035|102.8541256|2889.141422|327.1604688|-1509.912147|-19.68456628|0.166939179|0.920192814|102.2893227|-925.1746152|0.017636126|-408.1554248|551.1746801|10.80625499|0.0|1.0|0.0|99.34|3.01|2.0|0.0|1.0|-5.3|31.0|5.0|-6.34|0.0|0.0|0.0|3.5|-4.94|5.01e-06|1.16e-05|0.00483|3.53|0.0|0.0|4.01e-08|1.67e-05|-0.05849|3.7495|7.17|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|330.67|489.97|0.69221|-1450.728709|6.0697|0.04147516|4.2|5.3768|5.3768
3_a47|0|0|0|0.0|0.0|0|0.0|0|1.304465159|0.0|-0.008740449|-0.130414103|2|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0.013073797|0|-0.007967014|-0.015388793|-0.024240921|2|0.900251233|0.720319618|0.104873188|0.780628097|0.815682427|1|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|76.18000386|-26.06896797|2.367459086|0.7849694909999999|58.22383723|-19.12022366|48.10703|2243.894237|448.2137648|-745.6887227000001|-10.02652614|0.2150305089999999|0.67722658|112.7606591|-391.0345195|0.016230658|-298.8724505|418.022895|8.511255722000001|1.0|0.0|1.0|58.04|2.88|1.0|0.0|1.0|-5.54|25.0|3.0|-5.16|0.0|1.0|1.0|4.02|-5.35|2.86e-06|4.49e-06|0.00156|4.6|0.0|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|217.52|402.58|0.52977|-1469.969304|4.0226|0.03619487|316.0|6.5|6.5
12g_a31|1|0|0|3.42813681|0.0|0|7.765993078999999|1|0.6101363000000001|0.0|-0.01500347|-0.1044685569999999|0|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|-0.0497478109999999|-0.081426376|0|0.837044054|0.819234772|-0.076150332|0.8639814490000001|0.7983388929999999|0|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|0.030961426|256.26669530000004|-49.45404266|11.67699967|0.6886488690000001|95.97385383|-23.98704875|97.88920296|2514.363249|357.8560168|-1127.391291|-14.73099143|0.311351131|0.887664343|191.2078009|-692.3565973|0.02515117|-231.70711040000003|524.0230338|15.44590447|1.0|1.0|1.0|131.36|0.86|1.0|0.0|1.0|-4.92|27.0|5.0|-6.86|0.0|0.0|1.0|2.9|-3.79|1.19e-05|0.0001629999999999|0.0627|2.52|0.0|0.0|3.55e-07|0.000136|-0.03324|3.8349|4.17|3.8349|-1578.846191|-1578.800869|664.44|1090.41|323.3|542.78|0.70068|-1578.605452|1.6279|0.04532186|0.11|6.9586|6.9586
