molecula|SddssS|SaaNH|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12b_a40|0.0|0.0|1|0.604989475|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.1744506639999999|0.747253086|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|-0.513870527|0.026452642|0.522580798|1|0.955647156|-0.074921647|0.2160572999999999|0.010845303|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|3.518538455|48.17000329|-1.048903063|-21.10373336|-19.27231874|43.22826564|860.5059425000001|-10.97726831|0.143170283|8.132984007000001|0.979579799|5933.385347|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|5.872257692000001|0.0|1.0|1.0|0.0|0.0|3.87|0.0|6.58|6.74|58.43|2.0|101.78|1.0|5.79|-7.11|1.95e-08|8.09e-06|7.82e-08|6.68|0.0|4.08e-09|-0.08279|-3016.9868100000003|576.38|363.91|363.91|0.69476|0.69476|306.0|-0.14267|4.5528|-3016.980996|6.3131|7.3979|7.3979
12i_a36|0.0|3.27619957|0|1.2401347459999998|0.043792895|-0.016027043|5.351858133|-0.29543904|0.0438779959999999|0.048138468|0.0|0.128325344|10.96020192|-0.009876543|1|-0.007897954|-0.608318386|0.141564781|0.624142499|0|0.830964232|-0.117424873|0.332782117|0.01973953|-75.66036485|12.71877085|108.3973956|0.169035768|108.9148111|-0.045665229|8.195085212|0.52902639|-2.46592234|-35.3196406|-29.42347522|67.53484704|2351.232652|-18.95842684|0.230870141|7.549683919|0.8526986440000001|7707.634338|148.7565508|-1023.755049|38.2555363|0.022430221|-346.8168661|2065.79896|14.45246358|0.0|1.0|1.0|0.0|2.0|0.0|0.17|3.31|4.04|78.43|2.0|130.43|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|3.86|0.0|7.24e-08|-0.05065|-1645.171438|666.79|330.66|237.08|0.34255|0.70134|0.1516|-0.1541|5.1836|-1645.017702|6.6124|7.9208|7.9208
11e_a5|0.0|2.971327032|0|1.338814635|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|0.020943152|-0.07965|0.0|-0.16669151|10.9487795|-0.010236262|1|0.008721244|-0.234433859|-0.048843135|0.747366251|0|0.876758791|-0.0790189759999999|0.372098505|0.0120552589999999|-52.34653881|7.986070113999999|62.84782002|0.123241209|81.64179149|-0.0282210629999999|5.290414418|0.0|-1.580379517|-27.58835281|-18.69519243|49.63167715|960.0428704|-12.38472918|0.27836484|9.387474824|0.936345148|5675.693973|184.4042616|-693.5448342|25.90670947|0.016933845|-293.6467698|1450.77573|11.21791539|1.0|1.0|1.0|1.0|1.0|3.43|0.24|5.03|4.29|66.93|2.0|125.71|0.0|3.63|-4.72|2.23e-05|0.00919|1.9e-05|3.56|0.0|1.13e-09|-0.03808|-1316.512503|717.76|302.14|280.64|0.66478|0.6505|0.2125|-0.16751|2.3124|-1316.301553|2.8694|7.3979|7.3979
7_a4|0.0|0.0|1|1.343865525|-0.237954652|-0.001729561|5.4161004020000005|-0.003297033|0.037694444|-0.07290303|2.048170299|-0.125778587|10.92992954|0.04206117|1|0.008242591|-0.174410426|0.022270259|0.518356619|1|0.825830607|-0.071288428|0.470973822|0.01470626|-35.88407105|7.402610584|14.01468959|0.174169393|87.67070691|-0.026733161|3.726212114|79.08210981|-1.06932642|-16.47508541|-13.45652664|40.13253521|1915.566579|-6.773539148999999|0.282008333|5.512905888|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|-219.4585767|749.6759227000001|8.456594282000001|1.0|0.0|1.0|1.0|0.0|2.7|0.15|4.42|4.67|43.6|0.0|95.07|1.0|3.56|-4.41|0.000156|0.0514|3.92e-05|3.22|0.0|3.49e-08|-0.05217|-1089.847072|538.92|307.05|307.05|0.59702|0.59702|0.0697|-0.16975|3.9832|-1089.753885|4926.0|6821.0|6821.0
13f_a6|0.0|3.440154557|0|1.429020649|-0.088329567|-0.006930367|4.727387819|-0.008507023|45.0|0.04505613|1.651047524|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|-0.466314952|-0.028317736|0.790249345|1|0.863222493|-0.092939631|0.176745407|0.018554018|-62.41821579999999|12.46087045|62.42897239999999|0.136777507|91.85971442|-0.032802223|8.368715213|0.0|-1.672913351|-33.08535238|-22.02995852|61.72438096|3253.287533|-14.79531062|0.279288145|9.050440345|0.6717890999999999|6128.208571|187.5697972|-754.5608419|30.56694343|0.0196449239999999|-296.4599736|1558.914115|13.19352214|1.0|1.0|1.0|1.0|2.0|2.21|0.08|5.01|4.53|103.17|1.0|123.82|1.0|3.19|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|-0.07786|-1347.266914|711.29|394.98|256.1|0.49643|0.70541|0.0048|-0.12805|10.8469|-1347.0794119999998|13.9612|7.3768|7.3768
9_a3|0.0|0.0|0|0.605017128|0.187952252|-0.007847313|4.727387819|-0.100592457|0.034166667|-0.126542538|2.4071976040000003|0.065373003|10.31162238|0.023606557|1|-0.003863265|-0.614170287|-0.260349706|0.865283439|0|0.84649775|-0.083555008|0.506753484|0.007377805|-39.28853824|3.469130065|223.4501605|0.15350225|72.17854599|-0.038196575|1.6312253680000002|72.50764604|-1.336880133|-21.04009269|-17.96047462|48.21513485|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|0.704792493|4430.929894|53.19989715|-295.5828535|20.25176593|0.008976383|-363.8118546|708.8118076000001|4.220799781|1.0|1.0|1.0|1.0|1.0|2.44|0.0|4.9|4.62|80.04|1.0|92.69|1.0|3.7|-4.9|2.96e-06|0.000899|1.25e-05|4.14|0.0|5.5e-08|-0.03999|-1256.0634710000002|512.44|331.9|213.09|0.3639699999999999|0.6724600000000001|0.1127|-0.15834|2.0863|-1256.002529|2.6661|4.96|4.96
13i_a6|0.0|3.399318783|0|1.430639411|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|0.042560386|0.035242754|0.0|0.034304189|10.95129557|-0.032549318|1|-0.007703306|-0.560601136|0.145878803|0.830577798|0|0.624046118|-0.129526268|0.221116773|0.031178586|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|14.01186473|116.5456632|-2.460999087|-54.13430283|-31.12829557|101.6533459|2880.134143|-20.86772478|0.216402237|8.294136887|0.753497905|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|1.0|3.0|2.7|0.12|4.16|3.54|115.15|1.0|120.17|1.0|2.91|-4.48|9.32e-06|0.00398|3.28e-05|2.95|0.0|3.18e-09|-0.0481399999999999|-1426.518007|703.43|348.14|338.12|0.7004600000000001|0.70517|19.0|-0.1464|7.8342|-1426.332492|10.1375|7.6778|7.6778
14ad_a23|0.0|0.0|2|1.197962774|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|0.0444129979999999|0.118047355|0.735584095|-0.05348283|10.31321689|-0.031279567|2|0.009675528|-0.376350719|0.165157698|0.7317531540000001|1|0.887131635|-0.085840335|0.224009311|0.033831691|-61.35364811|24.18091285|52.63180108|0.112868365|80.67170209999999|-0.029653934|17.28310144|114.237062|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|2339.533586|-15.14887177|0.424119041|8.661363236|0.8866211979999999|7308.229822|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|23.84770234|0.0|1.0|1.0|1.0|1.0|3.49|0.12|3.48|4.03|123.48|2.0|133.27|0.0|3.39|-5.08|1.6e-06|0.000753|8.22e-06|3.52|0.0|2.49e-08|-0.06925|-1858.942973|747.83|366.09|366.09|0.6956600000000001|0.6956600000000001|0.4106|-0.13734|5.2331|-1858.733603|6.7584|8.3595|8.3595
4r_a46|0.0|0.0|1|1.13129629|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|0.044728682|-0.15196733|0.0|-0.1129698999999999|10.96363493|-0.048758575|1|0.0061041|-0.246070691|-0.077483502|0.76719475|0|0.8478197820000001|-0.081339886|0.261414008|0.011446215|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|3.220912917|0.0|-1.220098292|-22.31391864|-13.77068362|48.13649426|1451.6122289999998|-7.304896049|0.285368722|5.81085807|0.839885604|4775.760774|151.3787482|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|8.076584289|1.0|0.0|1.0|1.0|1.0|2.89|0.35|3.56|3.43|63.83|0.0|97.9|0.0|2.7|-3.55|0.00081|271.0|0.000279|2.12|0.0|5.64e-07|-0.03073|-1069.419677|571.75|274.25|274.25|0.69085|0.69085|0.1404|-0.18999|2.6630000000000003|-1069.284137|3.5979|5.8499|5.8499
21_a12|0.0|0.0|0|0.609915045|0.04375233|-0.008833375|4.59511985|-0.058516436|0.037992832|-0.213225401|0.0|-0.01367083|10.31140747|-0.0546514309999999|1|-0.001825446|-0.522951134|-0.061915124|0.859899236|0|0.84827776|-0.100098765|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|0.15172224|76.35009799|-0.036878492|3.097071518|0.0|-1.401382713|-17.416202300000002|-18.55810005|40.76379649|1080.052791|-9.338859985|0.229181643|5.891343219|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|0.017360942|-272.5639702|914.8819508|8.736422872|1.0|1.0|0.0|1.0|1.0|2.81|0.12|4.01|2.25|78.41|0.0|98.16|1.0|2.68|-3.76|0.00015|48.0|0.000173|2.53|0.0|1.67e-07|-0.0546899999999999|-1327.451966|539.67|310.18|264.64|0.59386|0.57644|0.1668|-0.16784|2327.0|-1327.397348|3.2551|7.6576|7.6576
9r_a24|0.0|2.950959457|0|1.353642494|-0.134192489|-0.004640179|4.59511985|0.013567512|0.024179894|-0.17821765|0.0|0.064425793|10.96129392|-0.043274854|1|0.008722018|-0.3018627239999999|-0.120617935|0.7526889940000001|0|0.8417158379999999|-0.082022572|0.32720212|0.015557618|-54.99020696|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|6.992734796000001|89.36724924|-1.394383716|-27.82142546|-17.31173182|51.92828155|958.7578093|-11.60626518|0.384785172|9.672636984|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|0.02357068|-154.486433|1519.52371|15.80243761|1.0|1.0|1.0|1.0|1.0|3.04|0.22|4.23|3.93|79.82|2.0|116.9|0.0|2.98|-4.06|9.58e-05|0.0383|8.77e-05|2.69|0.0|2.21e-09|-0.04313|-1294.451958|713.25|289.16|277.23|0.3398|0.6204|0.0029|-0.1676099999999999|1.9698|-1294.263358|3.0322|7.9586|7.9586
13h_a6|0.0|3.464247528|0|1.424099498|-0.094781725|-0.006619944|4.727387819|0.004767264|0.04393617|0.060987639|1.656132209|-0.01698365|10.95053423|-0.090944829|1|-0.000644109|-0.468842137|-0.0256002129999999|0.789769968|1|0.867910741|-0.091977068|0.300800177|0.017441348|-64.32173453|12.1971464|77.20799814|0.132089259|92.37313621|-0.032362302|8.529752344|0.0|-1.747564296|-36.26429338|-22.63172141|64.05338768|2829.19698|-15.82689691|0.263081412|9.11292243|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|30.71129129|0.017825256|-331.36552|1658.40973|12.4656221|1.0|1.0|1.0|1.0|2.0|3.03|0.12|5.41|4.79|103.17|2.0|128.63|1.0|3.61|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|2.67e-11|-0.07435|-1386.569017|738.61|365.52|254.58|0.50716|0.69001|0.2121|-0.14097|7.2872|-1386.3651|10.0322|7.3279|7.3279
17a_a10|0.0|0.0|1|1.3438501040000002|-0.218519541|-0.004333189|5.4161004020000005|0.021150127|0.036545455|-0.082914437|1.863045777|-0.093735748|10.92970797|0.031632653|1|0.01029375|-0.275154041|0.029106767|0.673253555|1|0.8538249840000001|-0.082689376|0.463842217|0.020088947|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|-0.023625536|10.04165819|87.61514901|-1.488408763|-27.70403316|-16.70343549|53.38795048|1855.293376|-11.80945728|0.4352739579999999|8.621193279|0.967815851|7078.918870999999|307.7420338|-743.9958084|29.57794442|0.0254938|-91.52361858|1863.410498|18.02431251|1.0|1.0|1.0|1.0|0.0|3.66|0.33|3.31|2.5|76.38|1.0|142.16|0.0|2.64|-4.32|0.00021|0.0986|4.74e-05|2.43|0.0|4.74e-08|-0.04641|-1524.52012|767.6|310.84|224.26|0.32889|0.67671|0.0867|-0.16562|4.1012|-1524.252023|5.3803|7.3098|7.3098
20_a4|0.0|0.0|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|0.039635417|-0.061689675|0.0|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.211751813|0.246357638|0.665774148|0|0.918147288|-0.072188305|0.210083785|0.022933651|-34.74640079|11.03865532|63.27373076|0.081852712|39.3981702|-0.0273144939999999|5.313236547|68.49419443|-1.010636274|-14.03867522|-13.14728679|40.20507689|1379.418733|-6.32818424|0.356414753|5.543543957000001|0.729218575|4085.683488|171.5531319|-234.1428169|20.4281979|0.024334176|-138.2237887|755.8433223999999|11.71277006|1.0|1.0|1.0|1.0|0.0|3.06|0.11|3.2|3.54|39.94|0.0|86.62|1.0|2.97|-3.87|0.000346|0.1|0.000134|2.96|0.0|2.79e-06|-0.03048|-934.2266312|517.72|306.74|239.45|0.5152|0.66028|0.1415|-0.16699|4.0681|-934.150871|5.5779|6.1898|6.1898
9_a10|0.0|0.0|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|0.03590535|-0.048732912|1.754798254|-0.1189611519999999|10.92721632|-0.1048161059999999|1|0.007847998|-0.362724972|-0.000865755|0.692424727|1|0.8694452140000001|-0.084348428|0.6816795959999999|0.013842683|-59.80726117|9.815155744|86.66800495|0.130554786|92.56988349|-0.028592687|6.959437141|59.95939417|-1.686968561|-29.00379197|-20.27364785|50.72029356|2284.568215|-14.37503199|0.26870822|8.765421221|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|0.015893979|-327.9949188|1635.660698|11.26962754|1.0|1.0|1.0|1.0|1.0|3.2|0.23|3.69|3.68|75.94|1.0|130.71|0.0|3.07|-4.44|5.920000000000001e-05|0.0259|3.64e-05|2.97|0.0|1.17e-08|-0.06118|-1410.005954|740.24|332.32|222.72|0.2242|0.68962|0.0041|-0.15045|2.9927|-1409.764013|4942.0|6.7144|6.7144
7_a47|0.0|0.0|0|1.304326965|0.00763426|-0.008206422|0.0|-0.143650735|0.04030303|-0.128433676|1.303301032|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.46105149|-0.04402021|0.671549194|1|0.8473227320000001|-0.095957591|0.427432212|0.008915606|-54.113260200000006|5.027768049|103.5602725|0.152677268|86.09912617|-0.036250645|2.8353037860000003|0.0|-1.631279045|-25.84337052|-20.44278719|50.85512286|1968.695833|-11.52827882|0.1830206469999999|6.485224033|0.681423344|5958.904826|103.2106353|-518.7725468|25.02240371|0.0130514639999999|-357.5076454|1126.008167|7.36009799|1.0|0.0|1.0|1.0|2.0|3.14|0.09|5.63|6.52|58.04|2.0|111.28|1.0|4.89|-6.06|3.41e-07|0.000134|8.75e-07|5.49|0.0|3.52e-10|-0.05297|-1647.963177|604.84|333.26|333.26|0.69314|0.69314|0.2144|-0.1544|3406.0|-1647.841533|4.4255|7.6|7.6
6_a47|0.0|0.0|0|1.304328257|0.011739916|-0.008723045|0.0|-0.1738997619999999|0.042276423|-0.14404966|1.291219116|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.459934519|-0.149904224|0.672308592|1|0.8419184120000001|-0.096689626|0.446564415|0.009820713|-52.41283988|5.323543706000001|101.7290544|0.158081588|85.6917678|-0.036834143|2.885749555|0.0|-1.547034008|-23.54237714|-19.96679614|48.75381069|1577.98246|-10.82346202|0.205609194|6.480620646|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|0.0154005|-319.1626428|1055.658539|8.348196185|1.0|0.0|1.0|1.0|2.0|2.91|0.05|5.24|6.27|58.04|2.0|106.47|1.0|4.59|-5.79|9.53e-07|0.000362|1.63e-06|5.06|0.0|8.71e-10|-0.05354|-1608.652005|576.56|333.32|224.66|0.30468|0.69305|0.2119|-0.1544|3.2606|-1608.554019|4.2153|7.9|7.9
5f_a40|0.0|0.0|1|0.60491326|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0.042936508|-0.085493191|0.769837491|0.166865076|10.31198329|0.062183277|2|0.000706205|-0.4644854879999999|-0.465573352|0.680674762|1|0.7414714309999999|-0.10969397|0.0528268609999999|0.020236763|-50.68028366|9.349692674|222.1847349|0.258528569|119.4441339|-0.041135239|4.319700326|63.48466425|-1.316327637|-24.23209217|-19.00510637|61.79838068|599.1117195|-8.780648419|0.185606315|5.780627322000001|0.938359946|3963.475837|85.75294257|-280.9807494|23.33651|0.015000038|-290.5093357|746.7683199|6.930245797|0.0|0.0|1.0|1.0|1.0|2.05|0.21|2.94|2.68|101.52|0.0|78.56|1.0|2.23|-3.31|0.000108|0.0307|0.000491|2.2|0.0|0.000207|-0.06227|-1232.959261|487.57|405.03|325.97|0.56507|0.69727|0.0415|-0.13057|5.5961|-1232.898044|7.6183|6.9508|6.9508
4a_a46|0.0|0.0|1|1.13463711|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|0.0473245609999999|-0.137420119|0.0|-0.11172225|10.96352058|-0.0466186959999999|1|0.0120924389999999|-0.143806973|-0.215877982|0.683616517|0|0.923958017|-0.067863141|0.264863483|0.00935578|-35.24319509|4.858713991|6.579492736000001|0.076041983|39.49069232|-0.022129285|2.523263761|55.05332552|-1.017947119|-14.80375017|-11.49234623|33.36433008|1427.844961|-5.968291366|0.2573736219999999|5.613813876|0.751302315|4481.754309|133.66119809999998|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|5.910149982|1.0|0.0|1.0|1.0|0.0|2.8|0.35|4.18|4.46|43.6|0.0|96.74|1.0|3.43|-4.31|0.000117|0.0372|4.89e-05|3.34|0.0|1.53e-07|-0.02921|-994.2146342|560.87|272.77|272.77|0.6893600000000001|0.6893600000000001|0.1694|-0.19067|3.1825|-994.079365|3.7138|6.7423|6.7423
12az_a36|0.0|3.465535084|0|1.297042831|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.040566449|0.078817323|0.0|-0.024018255|10.95957115|-0.012800556|1|0.002872872|-0.387734368|-0.061924322|0.8350231859999999|0|0.819163613|-0.10786263|0.411597359|0.034771534|-75.58351856|24.36575918|60.11023222|0.180836387|126.71905359999998|-0.033474609|17.0740303|8.104966044|-1.941527339|-35.23783652|-23.45695404|74.65245915|2455.7577530000003|-16.43719536|0.416134994|8.449849817|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|24.24160725|0.0|0.0|1.0|1.0|2.0|0.0|0.21|2.83|1.9|87.66|1.0|136.74|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|1.6100000000000005e-07|-0.04967|-1461.962459|737.12|343.5|319.03|0.69385|0.70333|0.0146|-0.14879|6.3778|-1461.750394|7.821000000000001|7.2366|7.2366
10_a3|0.0|0.0|0|0.605017375|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|0.034166667|0.017396832|1.684975382|0.018484177|10.31162304|0.043342516|1|-0.005959152|-0.616256033|-0.140523767|0.834020779|1|0.747406318|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|-0.0359752729999999|3.134330682|80.37219813|-1.187184014|-21.60122201|-16.65993003|53.41368558|1361.86525|-7.715112198|0.293370676|5.031169383|0.701266803|4600.496436|135.8581743|-254.5987025|23.57661855|0.023470578|-191.3775649|778.0284121000001|10.86908195|1.0|0.0|1.0|1.0|1.0|1.78|0.0|3.79|3.41|105.82|0.0|88.28|1.0|2.52|-3.84|5.07e-05|0.0155|0.000145|2.43|0.0|3.06e-07|-0.06238|-1288.150029|498.67|362.35|230.67|0.41894|0.68995|0.0463|-0.15011|6.7458|-1288.097561|9.3381|5.1|5.1
3_a20 (SB-525334)|0.0|3.502142227|0|1.183765089|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|0.001821898|1.728260385|-0.175513234|10.95053359|-0.119584218|1|0.0033523629999999|-0.500412918|0.087932573|0.7835436240000001|1|0.8756647679999999|-0.0917096759999999|0.246005838|0.0123308269999999|-51.80299691|6.965173618|43.70154849|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.0|-1.375645142|-19.50382741|-16.53287135|41.49386505|1782.992456|-9.33873414|0.215089498|5.943823875|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|1.0|2.82|0.24|5.2|4.69|67.35|1.0|104.59|1.0|3.63|-4.73|1.42e-05|0.00489|1.88e-05|3.74|0.0|4.07e-09|-0.0671399999999999|-1086.56485|605.71|390.77|248.86|0.49443|0.70168|0.1171|-0.13417|3.7291|-1086.383308|4.8164|6.7905|6.7905
5a_a49|0.0|0.0|1|1.343848751|0.079751437|-0.009147269|5.777652323|0.007039248|0.034466231|-0.072902329|1.878067786|-0.046327135|10.92976459|0.076610236|1|0.008623164|-0.51958118|0.001251171|0.632463498|1|0.800090055|-0.0787216|0.6254267029999999|0.028578361|-46.04810561|16.71687776|124.92862240000002|0.199909945|116.9370825|-0.027311576|9.77851757|54.35929907|-1.338267206|-24.67330519|-15.97587337|58.89715956|1887.422375|-9.345067946|0.393071247|6.0732145310000005|0.962527525|6294.404170000001|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|-125.09569170000002|1289.801795|15.84324998|0.0|1.0|1.0|1.0|0.0|2.93|0.22|3.3|3.68|73.14|1.0|116.62|1.0|2.93|-4.29|0.000146|0.0578|5.09e-05|2.65|0.0|1.1900000000000001e-07|-0.05062|-1311.960542|625.06|316.13|236.42|0.31953|0.66225|0.0529|-0.16176|5.6104|-1311.799168|7.0102|7.3665|7.3665
34_a47|0.0|0.0|1|1.40499556|-0.210257395|-0.004157676|4.727387819|-0.064842466|0.03522792|-0.094313757|1.741433543|-0.043634386|10.98214103|0.078153957|1|0.0047106|-0.2829549719999999|0.046668352|0.609110565|1|0.8260556609999999|-0.090141168|0.437215023|0.019723558|-49.91779281|10.92238452|31.17423189|0.1739443389999999|96.32577107|-0.029348287|6.048527453999999|0.0|-1.261976347|-19.00022922|-16.25230464|45.23285281|918.6458674|-9.000096143|0.346006784|7.066583143|0.834499257|5105.274301|191.6093987|-387.0041342|24.85087647|0.023023142|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|1.0|3.0|0.16|3.34|4.52|68.52|0.0|99.09|1.0|3.02|-3.9|0.000267|0.0929|0.000125|2.49|0.0|3.36e-08|-0.0545|-1162.450678|585.79|318.79|294.66|0.6602399999999999|0.69314|0.1718|-0.16086|4.4605|-1162.33788|6.2235|8.7|8.7
4d_a46|0.0|0.0|1|1.134637067|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|0.047736111|-0.131948546|0.0|-0.111025108|10.96333164|-0.076521434|1|0.010756749|-0.240143042|-0.213089038|0.623144956|0|0.936057958|-0.070772596|0.290035518|0.008652238|-38.85529917|4.750218646|8.241078584|0.063942042|35.10521457|-0.024616555|2.607946825|74.62074724|-1.132361533|-16.99546444|-13.51488667|35.70643728|2233.65548|-7.419891252999999|0.186572035|5.757075209|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|4.753094337|0.0|1.0|1.0|1.0|0.0|3.5|0.35|4.81|5.11|43.6|2.0|101.75|1.0|4.11|-5.11|1.18e-05|0.00416|7.8e-06|4.3|0.0|3.88e-08|-0.0396399999999999|-1453.817782|588.18|280.09|280.09|0.69884|0.69884|0.1313|-0.18639|3.5318|-1453.688943|3.7104|6.2865|6.2865
14a_a25|0.0|0.0|1|1.420015394|-0.092005241|-0.004483962|4.727387819|-0.05112778|0.038167849|0.051906412|1.975771616|-0.046802062|10.93106303|-0.019985937|1|0.006158124|-0.365062041|-0.085643386|0.653818362|1|0.850426305|-0.084207356|0.326595394|0.012870836|-55.27820709|8.449104086|107.22698590000002|0.149573695|98.18816423|-0.033365179|5.546443318|58.18995584|-1.76835447|-30.017374100000005|-21.90268583|54.17569023|2142.5112510000004|-14.37809314|0.193247006|7.39139255|0.969421506|6315.975408|126.8576588|-762.0389362000001|27.14918443|0.01323706|-402.7381076|1438.906775|8.689513304|1.0|1.0|1.0|1.0|1.0|3.06|0.08|4.44|4.92|72.7|2.0|126.26|1.0|3.81|-5.29|4.03e-06|0.0016899999999999|5.13e-06|4.16|0.0|2.58e-10|-0.05083|-1352.265931|689.55|314.05|231.18|0.42461|0.6714|0.1756|-0.16347|3.0824|-1352.086073|4.1656|6684.0|6684.0
12j_a30|0.0|0.0|0|0.604984421|0.04148877|-0.006336585|5.351858133|-0.033312179|0.043848238|-0.02473642|0.0|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.456342646|0.0060012969999999|0.7991060659999999|0|0.842199041|-0.094132698|0.328405591|0.015613498|-60.832977500000005|10.09017681|88.51817261|0.157800959|101.9784021|-0.036204884|6.520746879|0.0|-1.882653966|-30.8670468|-23.39729904|57.85371764|2258.891981|-15.12043521|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|8.71869951|0.0|1.0|1.0|0.0|1.0|0.0|0.17|4.35|2.93|81.65|2.0|132.24|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|9.75e-08|-0.05106|-1615.064152|695.8|356.4|238.56|0.3087|0.68625|0.1516|-0.14772|4.6727|-1614.894278|5.1081|8058.0|8058.0
