molecula|SddssS|SaaNH|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12aj_a36|0.0|3.482902101|0|1.29704406|-0.056210607|-0.00706023|5.351858133|-0.045035034|0.043848238|0.064171987|0.0|-0.103202936|10.95354213|-0.042227364|1|0.003962098|-0.43462267|0.091113865|0.856274847|0|0.8269863129999999|-0.10279655|0.251263868|0.018305468|-65.89100364|11.73352271|82.34300699|0.173013687|110.89910559999998|-0.0368515929999999|7.521007149|0.0|-1.953134451|-29.99399664|-23.62130319|58.52715472|2275.825451|-15.14089115|0.22507266|8.056502837|0.905958957|5763.333098|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|1615.543812|10.69455126|0.0|0.0|1.0|0.0|2.0|0.0|0.17|3.24|2.19|69.2|1.0|128.72|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|1.08e-07|-0.05275|-1272.241135|682.84|344.24|237.06|0.4112|0.70423|0.0082|-0.14818|5.8554|-1272.060325|7.8393|7.7696|7.7696
12am_a36|0.0|3.340519946|0|1.240140551|0.088482802|-0.015884751|5.351858133|-0.297354748|0.044036281|0.122824831|0.0|-0.050505733|10.9602097|-0.037654321|1|-0.007897954|-0.6080522279999999|-0.0147665219999999|0.624142499|0|0.814986544|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|8.395550408|1.038361162|-2.480134939|-43.65752487|-31.72964526|75.34643812|2603.072527|-21.92042059|0.211665165|8.772646622|0.940085891|7238.033439|146.228847|-1183.702712|40.24894481|0.020179019|-398.3921535|2173.44302|13.94067198|0.0|1.0|1.0|0.0|2.0|0.0|0.17|3.31|4.04|78.43|2.0|130.43|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|3.86|1.0|7.24e-08|-0.0569799999999999|-1645.169789|714.21|321.15|236.99|0.40752|0.6805100000000001|0.2987|-0.15658|5.9258|-1645.016323|8.0872|7.2218|7.2218
10_a15|0.0|0.0|0|1.4356889780000002|-0.137104477|-0.006872984|0.0|-0.0435725659999999|0.037209302|-0.0869138469999999|0.0|-0.077096984|10.95972828|0.010152859|0|0.0034254209999999|-0.391156537|0.0107135269999999|0.7933685340000001|0|0.933136945|-0.101494566|0.640780603|0.010485777|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|-0.036384844|3.550143186|0.0|-1.928396745|-17.88541558|-21.17108692|36.83936823|2305.991259|-12.31872585|0.169827351|5.555044294|0.815948972|6204.37804|98.81668286|-652.8924702|25.50202895|0.0116026369999999|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|3.64|0.12|5.32|6.3|56.27|2.0|119.95|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|1.51e-10|-0.03581|-1281.061184|631.2|340.17|277.48|0.66799|0.70313|0.0042|-0.15377|1.6654|-1280.862627|3.1460000000000004|8.1549|8.1549
12e_a40|0.0|0.0|1|0.604990524|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|0.04020202|0.174870826|0.665270062|0.130516751|10.31197242|-0.192362496|2|-0.014780739|-0.520457262|0.047011204|0.8096582170000001|1|0.7798787840000001|-0.122830115|0.284429447|0.015096495|-66.68049019|8.195398107|206.0119599|0.220121216|119.4966772|-0.048387621|4.4490161310000005|0.0|-1.596791495|-38.96782748|-26.26807189|79.97685498|694.2415706|-14.26008524|0.209181178|8.014314957|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|1096.13776|11.46456937|0.0|1.0|0.0|0.0|2.0|3.05|0.0|4.34|4.84|98.89|2.0|95.8|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|9.14e-07|-0.07296|-2248.244231|552.91|409.82|286.76|0.6826|0.70157|284.0|-0.12616|2.5946|-2248.206714|3.7268|5.9318|5.9318
5_a15|0.0|0.0|0|1.419941043|-0.222657379|-0.008878343|0.0|-0.044921287|0.035982906|0.0729170329999999|0.0|-0.0156037999999999|10.95880662|0.0118220069999999|0|0.003194793|-0.340979744|0.092692253|0.7950674740000001|0|0.8740541479999999|-0.0989946469999999|0.743577162|0.032616864|-73.61131563|24.25353664|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|18.03465935|64.12413387|-1.583914356|-33.88634094|-20.30656983|69.82487767|2179.757502|-15.09973885|0.491010028|7.795174584|0.946094849|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|3.68|0.15|4.92|6.01|74.73|3.0|127.97|1.0|4.29|-5.66|6.86e-07|0.000304|2.18e-06|4.86|0.0|2.25e-10|-0.03714|-1470.779775|737.16|341.96|286.35|0.62664|0.70244|0.0199|-0.14839|4.3576|-1470.55517|6.35|7.8861|7.8861
19_a31|0.0|3.2411335510000003|0|0.61013725|0.062492295|-0.01001901|5.351858133|-0.086654127|0.0427124179999999|-0.044625452|0.0|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.615878515|0.019858798|0.6427749970000001|0|0.7312647940000001|-0.113333675|0.279690511|0.014675044|-66.3863707|8.596058678|75.32978176|0.268735206|157.414423|-0.036060715|5.035230173|67.42915967|-1.586671445|-31.1960848|-21.12293613|61.85348014|1992.2502|-12.37297805|0.223788196|7.0760696020000005|0.805382437|4917.329034|131.0862475|-544.4110343|27.21285095|0.0152483439999999|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|1.0|2.0|2.62|0.28|5.8|4.33|98.91|1.0|97.25|1.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|2.93|0.0|4.08e-08|-0.04308|-1489.4951640000002|625.93|314.06|246.28|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|1.7076|-1489.382077|2.4209|5.7447|5.7447
1o_a5|0.0|2.923171926|0|1.427566509|-0.266637757|-0.002633927|4.59511985|0.033105871|0.025987654|-0.033273504|0.0|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|-0.231165601|-0.003561205|0.650008224|0|0.88430372|-0.072886362|0.447318682|0.01325562|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|3.827177229|1.01402588|-1.093295425|-22.90899675|-15.45942012|49.75766514|833.537568|-8.306775343|0.300086449|7.522366517000001|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|10.95092849|1.0|1.0|1.0|1.0|1.0|2.2|0.0|4.48|4.07|78.25|0.0|95.2|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|2.78|0.0|7.85e-09|-0.07037|-1043.536121|561.04|297.38|275.45|0.4988899999999999|0.5492100000000001|0.0071|-0.1693599999999999|4.7435|-1043.472984|5.4919|7.4559|7.4559
12g_a30|0.0|0.0|0|0.6049842529999999|0.096186205|-0.010447128|5.351858133|0.024086432|0.039951691|-0.037395048|0.0|0.007330206|10.31162838|-0.049719762|1|0.0026474159999999|-0.539112991|-0.0430471959999999|0.770326886|0|0.783662781|-0.10344931|0.487608738|0.027436565|-70.11305057|18.59520651|133.2169768|0.216337219|146.623137|-0.040568357|12.60295167|237.7754135|-2.068986201|-39.593913|-27.49531395|77.01461557|2482.668258|-18.63502363|0.225689271|8.694447089|0.8484671109999999|6688.137428|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|13.18447384|0.0|1.0|1.0|0.0|1.0|0.0|0.13|3.4|2.48|114.67|2.0|133.52|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|3.7600000000000003e-07|-0.0576|-1743.174676|717.55|348.35|244.53|0.26238|0.68366|0.1613|-0.15077|3875.0|-1743.029147|5.3027|8.0334|8.0334
22_a20|0.0|0.0|1|1.4170330269999998|-0.238401323|-0.00147607|4.727387819|0.023539095|0.0388043479999999|0.09301076|2.041494094|-0.066832578|10.93106272|-0.038668966|1|0.008780074|-0.177976478|-0.044184455|0.607038752|1|0.946515026|-0.067797027|0.425968568|0.0122876139999999|-44.14650378|8.001165067999999|9.022387025|0.053484974|34.8271111|-0.027118811|5.21001405|54.71081293|-1.3559405430000002|-25.39523478|-17.65860151|47.00134116|2396.806062|-11.49852068|0.22936173|7.408914181|0.913422548|5924.626340999999|149.350479|-574.9260339|22.91425458|0.01345209|-352.4559681|1145.712729|8.759421782|1.0|1.0|1.0|1.0|0.0|3.41|0.08|5.33|5.39|67.39|2.0|121.62|1.0|4.24|-5.53|2.48e-06|0.000997|2.98e-06|4.47|0.0|2.04e-10|-0.0568|-1275.816275|694.15|312.05|223.03|0.38233|0.66063|0.0015|-0.16176|4.8308|-1275.657902|6141.0|6.6364|6.6364
6_a1|0.0|0.0|1|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|0.021203156|0.039635417|-0.114683042|0.0|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.353456514|0.13761072|0.741035199|0|0.8782596159999999|-0.077422386|0.212044989|0.021009352|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|4.905211525|95.13138767|-0.929068634|-13.35477777|-11.51080589|37.79009463|1383.161829|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|12.20110458|1.0|0.0|1.0|1.0|0.0|2.54|0.22|3.61|3.57|39.94|0.0|86.31|1.0|2.82|-3.68|0.0007599999999999|221.0|0.00021|2.63|0.0|9.51e-07|-0.02214|-935.4750982|527.41|305.12|305.12|0.69818|0.69818|0.3399|-0.16784|5.8386|-935.378591|8.0033|5.2924|5.2924
17e_a50|0.0|0.0|2|1.320916122|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|0.031870748|-0.011278897|2.2384546640000003|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.229030473|-0.1710526319999999|0.736221185|1|0.930108205|-0.073011385|0.4239465089999999|0.012865274|-50.7956915|8.950665784|10.68364489|0.069891795|48.62532158|-0.02665495|6.227183052000001|86.98647608|-1.67926185|-22.43349867|-18.5444588|41.19554236|1981.934841|-12.90180444|0.196328886|8.52101688|0.960006062|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|-422.5418889|1453.705234|7.135108233|1.0|1.0|1.0|1.0|0.0|4.23|0.37|4.23|4.68|51.77|2.0|138.0|0.0|4.03|-5.18|1.34e-05|0.00589|6.58e-06|4.08|0.0|4.63e-08|-0.03156|-1375.268259|757.34|307.67|292.6|0.6322800000000001|0.66478|0.1785|-0.16649|6.7175|-1374.992422|8.8326|6.8097|6.8097
28_a47|0.0|0.0|1|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|-0.23494583|0.038387534|0.023813594|1.121067445|-0.00496711|10.95058275|0.0467853809999999|1|-0.010153352|-0.435485503|-0.175007067|0.614975047|1|0.605349345|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|365.2310214|0.394650655|234.5873429|-0.038135461|9.214964819|83.61576722|-1.601689367|-40.02656804|-22.66839387|82.83994768|1337.037733|-13.47449501|0.34774073|7.864990866|0.8964208090000001|5633.990508|206.7032519|-565.9287905|34.75365534|0.031626405|-181.0112167|1459.653524|18.79929562|1.0|1.0|1.0|1.0|2.0|2.03|0.05|2.49|3.84|98.72|1.0|99.2|1.0|2.4|-3.66|0.000214|0.0816|0.000217|1.97|0.0|1.2099999999999998e-07|-0.05471|-1335.722248|599.88|337.37|337.37|0.69002|0.69002|0.2996|-0.15049|6.0847|-1335.6279869999998|8.17|7.6|7.6
4b_a46|0.0|0.0|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|0.047736111|-0.082722572|0.0|-0.135121207|10.96200942|-0.111103941|1|0.011806162|-0.16915334|-0.263387881|0.69830739|0|0.935245062|-0.070236212|0.27128814|0.007568202|-38.30877966|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|2.251475261|56.7922535|-1.123779397|-15.59093155|-12.50898928|32.7126858|1750.333702|-6.822749952000001|0.189531974|5.76401157|0.751274223|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|4.343611349|0.0|0.0|1.0|1.0|0.0|3.03|0.38|4.69|4.77|43.6|1.0|101.7|1.0|3.76|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|6.38e-08|-0.02729|-1033.535029|588.79|272.4|272.4|0.68682|0.68682|0.1784|-0.19082|3127.0|-1033.378455|3.7571|6.2612|6.2612
12w_a30|0.0|0.0|0|0.604983445|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|0.044197531|-0.0999572419999999|0.0|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.477636454|-0.032835151|0.711738503|0|0.8522163970000001|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|-0.037237182|7.262777048999999|0.0|-1.824621925|-36.02242934|-25.53389062|63.12469722|2783.769563|-17.50883211|0.192202301|8.063690539|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|-422.1196298|1548.85393|9.923109661|0.0|1.0|1.0|0.0|1.0|0.0|0.14|5.11|3.92|81.65|2.0|137.3|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|1.58e-08|-0.05682|-2494.932002|716.83|348.42|244.87|0.31353|0.68423|0.1614|-0.15073|2.4229|-2494.807027|3.0068|7821.0|7821.0
20a_a10|0.0|0.0|1|1.343837243|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|0.036415094|-0.035536682|1.896409603|-0.010695558|10.9296614|0.011011878|1|0.008297595|-0.281099208|0.036092601|0.63495222|1|0.913681336|-0.072821454|0.591835899|0.013618456|-47.37850712|8.860330345|66.52185003|0.086318664|56.1599532|-0.028008251|5.764636687|47.01787447|-1.456429076|-28.10115947|-18.22250274|52.05222074|2021.669282|-11.8557778|0.266548108|8.419180593|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|10.76131538|0.0|1.0|1.0|1.0|0.0|3.63|0.11|5.06|5.77|76.62|2.0|126.35|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|4.36|0.0|3.61e-10|-0.06611|-1389.1321289999998|696.63|323.62|259.16|0.50193|0.6864600000000001|107.0|-0.1613099999999999|2.9429|-1388.957848|3.2116|5.9208|5.9208
22_a47|0.0|0.0|1|1.408617385|0.048272293|-0.010579222|4.727387819|-0.150248628|0.043695652|-0.029311184|1.016903613|-0.075111395|10.95023117|0.002716049|1|-0.004332497|-0.538310301|-0.077787113|0.591185263|1|0.698649132|-0.089280419|0.573087958|0.022154032|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|-0.031744149|7.713126784|54.21581266|-1.42848671|-28.11203407|-18.73063655|60.71546178|1494.441201|-11.05201291|0.390313552|6.9553262170000005|0.8569791179999999|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|-129.440987|1382.478891|18.60690504|1.0|1.0|1.0|1.0|2.0|3.16|0.1|3.07|4.85|84.73|1.0|104.64|1.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|3.0|0.0|2.06e-08|-0.0612399999999999|-1375.021925|605.12|308.65|258.55|0.50316|0.68312|0.0799|-0.16704|4.2485|-1374.914437|5.7009|9.0|9.0
1a_a5|0.0|0.0|0|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|0.021346801|-0.075791863|0.0|-0.132197351|10.9502215|-0.004213083|0|0.00549829|-0.179831877|0.11504495|0.808272639|0|0.833638233|-0.075618812|0.3602068089999999|0.008036994|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|-0.027665419|2.037971304|0.0|-1.134282187|-18.22870183|-13.93123008|40.24669785|902.6910106|-7.015226132|0.274345323|6.199179484|0.835734058|4005.068642|138.1496441|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|8.305533524|1.0|0.0|1.0|1.0|1.0|0.0|0.16|3.08|1.42|37.81|0.0|93.49|0.0|1.75|-3.44|0.00253|755.0|0.000365|2.17|0.0|7.13e-08|-0.1040099999999999|-951.110826|531.02|437.61|265.45|0.44868|0.54123|0.0126|-0.12226|4.4956|-951.226623|6.7017|6.9706|6.9706
27a_a34|-3.727789|0.0|1|0.300206665|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|0.0408037829999999|-0.082271189|0.0|-0.026428049|10.319282|-0.008138446|1|-0.005234221|-0.53047808|-0.07177581|0.749941528|0|0.600964267|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|13.06088842|22.69787432|-2.340647376|-52.42823715|-30.38821209|93.41277507|2252.433058|-21.30433911|0.235078289|8.960143164|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|2.0|2.58|0.13|2.01|3.97|129.74|1.0|122.61|0.0|2.44|-4.47|1.09e-05|0.00504|3.43e-05|2.59|0.0|2.44e-08|-0.03924|-1861.695683|737.7|300.73|247.91|0.40378|0.69818|0.0203|-0.16691|10.8591|-1861.534743|13.9023|6.6198|6.6198
14ab_a23|0.0|0.0|2|1.197962873|0.065530542|-0.0050415|5.351858133|-0.028841865|0.04314059|0.021287386|0.7586471459999999|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|-0.449699921|-0.085303124|0.693959193|1|0.92422233|-0.076243539|0.20155691|0.017974612|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|8.431109267|82.79560776|-1.677357849|-24.37891748|-21.67516705|47.90644969|2332.352369|-14.84482393|0.202162933|7.83369055|0.885272615|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|-407.9635285|1439.872753|9.389964491|0.0|1.0|1.0|1.0|1.0|3.82|0.12|4.4|4.63|105.02|2.0|130.22|0.0|4.12|-5.55|5.9e-07|0.000259|2.81e-06|4.31|0.0|6.9799999999999995e-09|-0.07146|-1708.543268|719.66|338.88|338.88|0.66532|0.66532|0.3893|-0.14778|5.9624|-1708.3414239999995|8.4721|8.4012|8.4012
8_a47|0.0|0.0|0|1.24688044|0.003732288|-0.007835945|5.476463552|-0.099564745|0.0363475179999999|-0.087101663|1.335354131|-0.153669322|10.93671024|-0.14203855|0|-0.007648516|-0.4497577479999999|-0.035681436|0.659210804|1|0.8497568740000001|-0.091482011|0.517797505|0.008687692|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|-0.035797309|2.928269795|0.0|-1.646676195|-25.60148752|-20.78278301|49.14108595|2217.264922|-12.06582525|0.180297967|6.492934319|0.707366287|6219.278078|104.6752861|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|7.509972037000001|1.0|0.0|1.0|1.0|2.0|3.21|0.13|5.67|6.77|58.04|2.0|113.97|1.0|5.03|-6.19|2.56e-07|0.000104|6.490000000000001e-07|5.61|0.0|5.62e-10|-0.05495|-1686.0356350000002|621.06|337.87|337.87|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|3585.0|-1685.908004|4.6281|7.3|7.3
18a_a30|0.0|0.0|0|0.604987543|0.045071414|-0.006673169|5.351858133|-0.02919335|0.040166667|-0.041327798|0.0|-0.01286191|10.31163887|-0.094932667|1|0.005458948|-0.452377064|0.003991162|0.7961424690000001|0|0.85918121|-0.095397479|0.294303776|0.017060045|-59.38972262|10.62073502|79.18861306|0.14081879|87.66676984|-0.036990859|6.611941026|0.0|-1.812552105|-28.08889239|-23.02866795|55.73981304|2814.429655|-14.33650253|0.209500834|7.050626413|0.8050400790000001|5942.293347|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|9.968457988|0.0|1.0|1.0|0.0|1.0|0.0|0.14|3.84|2.62|81.65|2.0|127.28|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|-0.05605|-1575.755101|665.12|357.18|357.18|0.69033|0.69033|0.3781|-0.1418|4.2514|-1575.604922|5.2813|7.6108|7.6108
4a_a49|0.0|0.0|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|-0.080255074|1.713107022|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.403194204|0.0063958109999999|0.731643066|1|0.7570436159999999|-0.087863033|0.433367368|0.017143497|-53.88810275|10.51443916|313.22432680000003|0.242956384|149.0098632|-0.0292876779999999|6.448709504|60.11195021|-1.4936715669999998|-35.44496163|-17.96270092|68.30645049|1647.61849|-11.01687292|0.349698461|7.934892916|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|27.62211044|0.023624093|-184.3656985|1408.727632|14.48911428|1.0|1.0|1.0|1.0|2.0|2.89|0.22|3.4|2.83|92.93|1.0|114.08|1.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|4.35e-08|-0.06461|-1313.158118|660.19|327.34|262.35|0.35731|0.68042|0.0789|-0.1585099999999999|3.9716|-1312.98289|4.8706|7.4949|7.4949
11d_a31|0.0|3.39688681|0|0.610136352|0.064475882|-0.017317263|5.733341277|-0.116385886|0.0388738739999999|0.016799834|0.0|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|-0.574318121|-0.057505249|0.78396996|0|0.585212816|-0.134048091|0.197166451|0.034417775|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|-0.040797245|12.89967697|91.25756269|-1.87667327|-50.23449218|-24.97634343|103.1255906|2039.207676|-15.29068277|0.318229459|7.885647873|0.929231204|5420.356537|194.8221811|-703.3714074|36.63453013|0.027374162|-222.5622569|1685.188386|16.75864338|1.0|1.0|1.0|1.0|2.0|2.83|0.32|5.43|4.03|125.57|1.0|102.13|1.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|3.17|0.0|5.83e-07|-0.03404|-1598.671315|650.64|326.2|326.2|703.0|703.0|0.2642|-0.15822|3.1919|-1598.546288|4.6622|7.5229|7.5229
12i _a30|0.0|0.0|0|0.604984133|0.04580336|-0.00691453|5.351858133|-0.030422458|0.043848238|-0.0982344169999999|0.0|0.0109710489999999|10.31162888|-0.072247675|1|0.003603419|-0.469854551|-0.029080032|0.7463962120000001|0|0.8434291340000001|-0.096489393|0.356921662|0.015808432|-63.00408424|10.32233418|84.78576301|0.156570866|102.235113|-0.037414255|6.740110893|0.0|-1.833298476|-32.64875738|-24.43015511|60.32320054|2280.31966|-15.95200773|0.193700903|8.097008872|0.92270764|6362.153853|126.4796844|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|9.585980094|0.0|1.0|1.0|0.0|1.0|0.0|0.14|4.47|3.27|81.65|2.0|132.29|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|6.03e-08|-0.05465|-2035.339603|691.59|351.81|246.2|0.43157|0.68497|0.1577|-0.14945|2.5397|-2035.203042|3.0033|7.8013|7.8013
18_a15|0.0|0.0|0|1.435689019|-0.020185809|-0.006149666|0.0|-0.090130715|0.037948718|-0.094812415|0.0|-0.066226471|10.95986315|0.002685285|0|0.000539978|-0.431836192|-0.0374132629999999|0.645117465|0|0.8362289070000001|-0.090730185|0.819442071|0.007146033|-55.48918283|4.370403779|40.37881101|0.163771093|100.159876|-0.035181092|2.672871589|1.833724661|-1.723873519|-25.27062952|-21.51621375|45.69032922|2510.854462|-13.15898469|0.132569119|5.990767063|0.711733271|5705.360332|81.07723009|-644.79025|24.80452821|0.008781964|-449.4301265|1215.421882|5.370913621000001|1.0|0.0|1.0|1.0|1.0|3.75|0.08|5.68|6.86|47.04|2.0|113.42|1.0|5.06|-5.93|6.86e-07|0.000265|1.18e-06|5.42|0.0|1.0399999999999999e-10|-0.03581|-1265.770242|650.53|324.29|272.91|0.6074|0.70427|0.0066|-0.1579|4.2476|-1265.614679|6.5864|6.8894|6.8894
17d_a50|0.0|0.0|2|1.338814635|-0.152030219|-0.002166617|6.042632834|0.03538699|0.031990741|0.006071856|2.234730384|-0.136180713|10.94500663|-0.125540541|2|0.01245647|-0.2294807539999999|-0.1921395789999999|0.7276268779999999|1|0.929886823|-0.069790853|0.8020670809999999|0.0152123589999999|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|7.31681784|86.38197811|-1.535398758|-21.24595322|-17.74731987|41.18485076|2950.99157|-12.30823045|0.24594297|6.996105516|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|23.53577933|0.013178555|-352.3903892|1412.14676|9.139672835|1.0|1.0|1.0|1.0|0.0|3.68|0.35|4.0|4.29|51.77|2.0|133.19|0.0|3.68|-4.88|3.17e-05|0.0135|1.31e-05|3.72|0.0|8.55e-08|-0.03251|-1335.962757|727.15|306.09|306.09|0.66103|0.66103|0.1819|-0.16716|5.6557|-1335.713194|7.9942|7.1308|7.1308
47i_a18|0.0|0.0|0|1.251177255|0.053794607|-0.006882626|4.844187086|-0.066917145|0.037484277|-0.037689885|0.0|0.073977454|10.94702091|-0.040514277|0|0.000427479|-0.499939719|-0.064085904|0.727767462|0|0.8030751740000001|-0.089609068|0.279553995|0.009745543|-62.41153158|6.787641686000001|72.81110823|0.196924826|137.1555392|-0.035256027|4.727502734|82.81385171|-2.150617629|-37.84973202|-24.55535669|61.13143233|1333.332089|-17.10248143|0.139131409|9.573882864|0.951017454|6353.6617320000005|96.90318745|-1043.251367|28.52393145|0.009393984|-502.6804099|1739.959818|6.542785417999999|1.0|0.0|1.0|1.0|3.0|0.0|0.22|3.28|2.8|85.29|3.0|134.83|1.0|2.5|-4.78|6.58e-06|0.0029|1.67e-05|3.7|0.0|1.04e-09|-0.05062|-1416.233978|744.95|383.61|383.61|0.69175|0.69175|0.5085|-0.13237|2.7749|-1415.944522|3.5235|7.7212|7.7212
