molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|PBF|PNSA5|RNCS|TPSA_x|WNSA5|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (water)|IC50|pIC50|pIC50
6g_a40|0|0|0|0.0|1|8.421342866|2|0.604893315|1.628664494|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.019683422|10.30179936|-0.251161616|2|2|-0.221674172|0.0312035079999999|0|0.832499949|0.075283207|0.808096413|0.605346707|-0.164941808|0.400587529|-101.5916383|328.78166810000005|256.5226419|-66.03405036|-2.657032782|114.7475987|-38.37906336|118.7493383|0.425569146|3142.74733|-1727.0578510000005|3198.69909|-24.9461968|0.175795811|12.10032156|-1122.578856|46.56499428|0.020240097|0.0|1.0|1.0|3.0|0.21|-2.87|2.48|213.89|0.59|2.0|124.18|-7.22|31.0|-7.02|474.53|1.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|3.06|0.0|0.0013599999999999|3.3197|7.38|2.8135|-2522.023752|-2521.990118|1144.59|514.77|0.58454|-2521.8114530000003|8.9454|47.0|7.3279|7.3279
3i_a32|1|1|1|-4.547725143|0|7.78113851|0|0.6094207970000001|0.0|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|1.711001131|-0.4449120629999999|-0.0131506889999999|10.3110028|0.022524712|3|3|-0.8373173840000001|-0.054335108|0|0.833699527|-0.337053202|0.54844677|0.893827987|-0.093279684|0.259644227|-59.72706743|60.99385995|55.97682661|-31.48976464|-1.472706897|71.27609889|-23.52884474|57.24454122|0.422644726|2471.4299920000003|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|10.09193014|-409.3669403|30.52825775|0.021905206|0.0|1.0|1.0|1.0|0.13|-6.96|6.29|110.94|2.09|0.0|88.28|-6.27|24.0|-5.53|366.38|1.0|1.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|0.00251|4.23|0.0|1.0900000000000001e-07|3642.0|3.38|3642.0|-1891.833327|-1891.811327|876.0|418.24|0.70322|-1891.738614|3.8572|6.0|8.2366|8.2366
17f_a50|0|1|1|0.0|2|7.934155233999999|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|10.94501702|-0.132773563|2|2|-0.275290802|-0.247590736|1|0.7851209440000001|-0.132153434|0.7241275009999999|0.911458734|-0.047333916|0.333180181|-46.03121141|6.382846132999999|54.44410182|-28.30463221|-1.422331714|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|-874.5930167000001|1929.981543|-10.14694362|0.278877895|13.65716648|-537.7880119|22.88344084|0.01617809|1.0|1.0|1.0|0.0|0.26|-6.38|3.83|51.77|2.09|0.0|116.81|-3.58|29.0|-6.64|384.48|0.0|1.0|2.92|-4.12|0.000266|102.0|7.57e-05|0.0291|2.83|0.0|4.15e-07|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|1146.22|564.52|0.6573899999999999|-1218.966516|8.312999999999999|398.0|6.4001|6.4001
3a_a12|0|0|0|0.0|0|0.0|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.1231529169999999|0.0|-0.322200517|-0.0025830939999999|10.95455336|-0.0161799839999999|0|0|-0.205054123|-0.072889493|1|0.7038021990000001|-0.021522321|0.8847197109999999|0.871985494|-0.07121814|0.241900756|-44.430225|71.11710277|62.63745781|-21.73969523|-1.362055589|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|-666.453375|1050.730179|-8.361421244|0.2189499039999999|11.01449587|-326.0954285|21.87893986|0.015909241|1.0|1.0|1.0|1.0|0.05|-7.5|2.49|37.28|3.09|0.0|97.52|-3.6|23.0|-5.88|298.34|0.0|1.0|2.98|-4.06|0.00025|0.0745|8.8e-05|0.0263|3.15|0.0|3.13e-08|4.2336|3.33|3.7304|-951.3711872|-951.3480023|875.71|383.08|-0.34688|-951.217594|1.9332|194.0|6.7122|6.7122
14g_a23|0|1|1|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|-0.301504331|2|0.0422736629999999|0.058422864|0.653317181|-0.803522236|-0.002390707|10.3132174|-0.030586527|2|2|0.179219801|-0.0962526|2|0.796412133|0.010202051|0.575188253|0.907334473|-0.072819606|0.297855753|-68.52397802|95.64648102|65.94601775|-48.76552945|-2.118336119|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|-1507.527516|2531.8503170000004|-21.03611074|0.219684185|16.32997765|-1072.841648|37.88128151|0.020564836|0.0|1.0|1.0|1.0|0.09|-7.95|6.18|114.25|3.04|1.0|126.97|-6.89|35.0|-5.94|495.48|1.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|1233.48|583.38|0.56658|-2041.934312|10245.0|0.01|8.0|8.0
10_a15|0|0|0|0.0|0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.001740635|10.95972828|0.010152859|0|0|-0.132759909|-0.120626133|2|0.713794823|0.0107135269999999|0.7933685340000001|0.933136945|-0.052826735|0.640780603|-59.05618983|6.497096666|38.90530741|-34.36276159|-1.928396745|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|-1122.067607|2305.991259|-12.31872585|0.169827351|10.08767698|-652.8924702|25.50202895|0.0116026369999999|1.0|1.0|1.0|1.0|0.12|-9.82|6.3|56.27|2.87|0.0|119.95|-6.22|30.0|-4.97|397.47|1.0|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|4.4682|5.16|3.6448|-1281.088565|-1281.061184|1136.48|487.16|0.66799|-1280.804272|3.1460000000000004|7.0|8.1549|8.1549
13b_a5|1|0|0|0.0|0|7.153833802|1|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0|-0.251535058|0.0064510459999999|10.94530329|-0.017963913|1|1|-0.010368468|-0.055701188|2|0.765309977|0.03431921|0.653356347|0.831557236|-0.0694958329999999|0.468748106|-48.3067033|14.41650822|108.9128108|-31.23446039|-1.344786367|62.24204745|-17.04942469|53.91565742|0.455921715|2661.597781|-869.5206594|1177.571784|-11.0239272|0.345923611|15.48959317|-562.2202871000001|26.06641209|0.021552174|1.0|1.0|1.0|1.0|0.17|-8.36|4.06|74.77|1.96|0.0|119.8|-4.24|30.0|-6.58|395.46|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|4.36e-09|4.6733|4.66|4.1793|-1276.066049|-1276.030896|1138.73|503.93|0.32779|-1275.806761|4.7964|0.11|6.9586|6.9586
4e_a49|0|0|0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|0.018857363|1|1|-0.130491035|-0.037142108|2|0.803344301|0.0063958109999999|0.731643066|0.757062331|-0.09422276|0.433385455|-53.89448633|313.22432680000003|149.0098632|-33.05708028|-1.493733437|68.38360061|-17.96482878|68.30753733|0.471635821|2675.626006|-916.2062675|1647.641653|-11.01902676|0.349671525|15.01788083|-561.9703647000001|27.6242383|0.023622273|1.0|1.0|1.0|2.0|0.22|-7.36|2.83|92.93|1.25|0.0|114.08|-3.28|30.0|-7.52|399.45|0.0|1.0|2.42|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|4.35e-08|5.7301|3.34|3.7876|-1313.199448|-1313.158118|1128.64|504.63|0.4078199999999999|-1312.924353|4.8707|34.0|7.4685|7.4685
8e_a46|0|0|0|0.252655541|1|7.727094485|1|1.160371308|2.161814059|-0.205882192|-0.001015139|5.533389489|0.000950213|2|0.043238095|-0.126773923|0.0|-0.046696417|0.012911107|10.96411233|-0.016857659|1|1|-0.203086023|-0.08488645|2|0.789844634|-0.241393458|0.668786636|0.921352352|-0.053352779|0.281227001|-33.59778824|7.389496216|40.04689925|-17.10778729|-0.989734694|39.62167507|-11.72015869|32.04299109|0.444693313|1982.950764|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|9.911785304|-256.61680930000006|15.64268965|0.011830243|1.0|0.0|1.0|0.0|0.32|-6.67|3.9|43.6|2.13|0.0|91.93|-3.59|23.0|-6.02|304.39|0.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|9.15e-05|0.0279|3.01|0.0|2.16e-07|4.5092|3.0|4.5092|-954.9296396|-954.9056294|933.3|457.96|0.6967|-954.743261|3.7755|406.0|6.3915|6.3915
15c_a22|0|0|0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|0.006275578|1|1|-0.047249795|-0.0917078119999999|2|0.773044788|-0.096749121|0.639264982|0.8665852140000001|-0.067475429|0.615901609|-57.66130245|36.22825261|96.05497587|-41.51455167|-1.60176404|75.52188549|-21.75898206|66.26407672|0.462157867|3079.491787|-1153.226049|2092.620825|-15.66586856|0.338224886|16.03890406|-830.2910335|32.87972244|0.0248073129999999|1.0|1.0|1.0|1.0|0.08|-9.28|4.18|109.38|1.08|0.0|128.77|-4.86|34.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|5.269999999999997e-10|5.7361|4.79|3674.0|-1460.602657|-1460.571156|1241.07|575.8|0.30831|-1460.324493|9.0393|737.0|6.1325|6.1325
18_a20|1|0|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|10.93301779|-0.054458882|1|1|0.268927191|0.001996439|2|0.7602869659999999|-0.107446431|0.778639593|0.76136176|-0.0927760219999999|0.356461863|-63.36348363|318.5587088|158.7879106|-42.1615378|-1.904546783|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|15.51556677|-843.230756|29.4862782|0.013457694|1.0|1.0|1.0|2.0|0.08|-10.0|4.69|97.55|2.06|0.0|125.07|-5.59|32.0|-6.13|419.48|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|9.93e-11|5.9778|5.35|3.5355|-1352.364724|-1352.32685|1204.88|531.11|0.31154|-1352.073755|8.0505|34.0|7.4685|7.4685
17_a12|0|0|0|0.0|0|6.823286122000001|1|0.610029543|0.0|0.132275232|-0.00864055|4.727387819|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|10.31157659|-0.070249784|1|1|-0.3748198379999999|-0.113649923|2|0.8198617429999999|-0.043392747|0.859088647|0.858119365|-0.069570363|0.318309599|-50.13411606|69.36398419|73.93273708|-26.12444199|-1.443148294|57.97616997|-18.34174978|42.10235809|0.466056241|2246.161353|-752.0117408|1470.257187|-9.557722681|0.213298781|10.61752641|-391.8666299|23.31475957|0.015049295|1.0|1.0|1.0|1.0|0.17|-7.16|2.56|78.41|2.47|0.0|103.12|-4.51|24.0|-6.07|333.41|0.0|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|3.19|0.0|6.97e-08|4.4014|2.87|3.7723|-1366.804178|-1366.776169|933.62|419.49|0.39539|-1366.638303|2.9806|16.0|7.7959|7.7959
9d_a40|0|0|0|0.0|1|7.515889085|0|0.604992329|1.839557351|0.007834411|-0.003961493|5.4161004020000005|-0.022152094|0|0.045555556|0.153818743|0.89023715|-0.146575228|0.011823978|10.3119722|-0.137738587|2|2|0.259969752|0.0116099239999999|0|0.7572844040000001|-0.3969541689999999|0.55759121|0.941627612|-0.060319196|0.002088915|-36.92750973|108.1468558|30.08152399|-19.03015798|-1.074852592|41.42218692|-16.29154841|36.6245851|0.467275972|2109.570685|-553.912646|336.6614768|-8.395657932|0.133579429|15.06105494|-285.4523697|18.80327978|0.0087217999999999|0.0|1.0|0.0|0.0|0.06|-7.0|5.09|58.43|4.07|0.0|91.71|-6.13|22.0|-4.62|325.82|0.0|1.0|4.63|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|1.01e-07|4.6073|4.7|3.3464|-1677.551678|-1677.540538|892.69|446.84|0.4557199999999999|-1677.429981|7.9502|107.0|6.9706|6.9706
12ap_a36|1|0|0|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|10.95430638|-0.042675894|1|1|0.117738331|-0.098598933|1|0.832758813|-0.025198947|0.8212311840000001|0.830587483|-0.082622504|0.27547717|-69.6632787|82.56761031|111.1558165|-45.7078307|-1.91112774|83.16347311|-24.58703954|68.48007054|0.464588|2843.18721|-1253.939017|2328.307856|-16.13217554|0.262148114|16.37284224|-822.7409526|33.32245946|0.020575639|0.0|0.0|0.0|2.0|0.13|-6.66|1.76|92.99|1.38|0.0|128.47|-3.99|31.0|-7.08|406.44|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|2.21e-07|4.9124|2.98|3.8801|-1325.199863|-1325.159466|1160.79|553.28|0.59563|-1324.95298|9.6512|32.0|7.4949|7.4949
3b_a49|0|0|0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|10.92976559|0.00361222|1|1|-0.151131362|0.000511959|2|0.794997634|0.021506499|0.749565191|0.749104358|-0.0883601469999999|0.482434361|-51.77986692|325.6896751|153.4719941|-31.67356498|-1.439043207|64.91785551|-16.92803342|62.35407961|0.477583842|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|13.85181805|-538.4506046|25.77091035|0.021477952|1.0|1.0|1.0|2.0|0.22|-7.58|3.2|98.72|1.25|0.0|116.94|-3.53|30.0|-7.42|398.46|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|0.000256|102.0|1.84|0.0|2.64e-08|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|1132.92|480.08|0.5798|-1293.048179|3.1637|25.0|7.6021|7.6021
12af_a36|1|0|0|0.0|0|7.412764017000001|2|1.29704271|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|-0.6038322939999999|-0.00233752|10.96037047|0.00146554|1|1|0.154914099|-0.126068378|1|0.813346624|-0.062279009|0.817582774|0.755275519|-0.082549457|0.154396546|-73.23838519|89.56100543|169.9519197|-50.86129548|-2.003750775|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|-1391.529319|3082.869129|-16.95376516|0.329759081|15.59375751|-966.3646141|36.42391023|0.0259433429999999|0.0|0.0|0.0|3.0|0.17|-6.93|1.65|98.3|1.49|0.0|138.06|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.2352|4.5|3.2299|-1440.982935|-1440.954069|1246.55|589.48|0.50179|-1440.675702|9.4631|15.0|7.8239|7.8239
13_a1|1|0|0|0.0|0|7.423568444|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|10.94989555|-0.084271845|1|1|0.1769162319999999|-0.07665159|1|0.76714213|-0.051729721|0.833702788|0.6794604670000001|-0.111667908|0.207843387|-62.04288975|148.7311076|186.4137189|-36.08180773|-1.813613202|77.55889436|-23.43842502|84.56244352|0.477212829|2555.623166|-1054.729126|1786.445642|-13.63090514|0.291737016|14.33466671|-613.3907313999999|33.09282789|0.026679865|1.0|1.0|1.0|2.0|0.09|-7.94|3.87|80.26|1.74|0.0|104.88|-4.29|28.0|-6.48|371.39|0.0|1.0|3.23|-4.34|5.16e-05|0.0192|4.58e-05|17.0|2.94|0.0|1.14e-08|4.0783|3.17|3.4483|-1238.395767|-1238.367298|1035.04|472.52|0.65363|-1238.174491|3.9446|0.26|6585.0|6585.0
12a_a32|1|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|10.31100269|-0.074344282|3|3|-0.024155151|-0.0852122769999999|0|0.845443342|-0.018578911|0.7507116140000001|0.788702323|-0.085324121|0.288267255|-68.06885478|111.9735444|131.7691491|-42.44899997|-1.4189685719999998|81.41372467|-19.23685026|63.52154605|0.456641145|2572.916338|-884.8951120999999|3030.946307|-11.99645651|0.332293625|13.03685125|-551.8369996|28.81034388|0.021399091|1.0|1.0|1.0|2.0|0.26|-7.65|4.19|140.04|1.1|0.0|110.47|-6.01|27.0|-6.32|397.52|1.0|1.0|3.6|-4.5|9.78e-07|0.000389|3.17e-05|0.0126|3.39|0.0|2.23e-08|3576.0|4.63|3576.0|-1880.771042|-1880.734215|1114.3|548.66|0.7025600000000001|-1880.539078|4.2371|25.0|7.6021|7.6021
14v_a23|0|1|1|-4.844615416|2|7.423568444|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|10.3132174|-0.015149431|2|2|0.170475376|-0.0962526|2|0.787538583|0.132882353|0.575188253|0.916605275|-0.067342061|0.31419322|-62.61276875|78.86310829|55.07999434|-41.35406587|-2.180396311|76.42257099|-28.23713101|57.56282152|0.457213347|3399.4261450000004|-1440.093681|2679.111279|-18.64987284|0.211671341|14.26610767|-951.143515|35.81898321|0.020908947|0.0|1.0|1.0|1.0|0.09|-7.95|6.18|114.25|3.04|1.0|126.97|-6.89|35.0|-5.94|495.48|1.0|0.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|3694.0|5.17|3694.0|-2042.182282|-2042.161744|1206.02|533.44|0.6017100000000001|-2041.93452|6.3758|4.0|8.4001|8.4001
12h_a40|0|0|0|0.0|1|7.515889085|0|0.60499064|1.760542171|0.104392974|-0.008044548|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|0.803557099|-0.289603712|-0.000134504|10.31197256|-0.21893421|2|2|0.367928263|0.127299624|0|0.7769829840000001|0.116873629|0.6948809659999999|0.839481749|-0.0954337969999999|0.006997021|-48.34705035|208.6717565|84.86252967|-25.56004046|-1.280284432|54.9311782|-20.51086984|56.64687411|0.4958138139999999|2270.834041|-676.8587047999999|603.6697997|-10.84365353|0.155991416|15.84593062|-357.8405665|24.30173133|0.012453938|0.0|1.0|1.0|1.0|0.0|-6.84|5.02|84.45|3.76|1.0|96.16|-6.25|23.0|-5.13|361.25|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|1.44e-07|4.1508|4.14|2.6436|-2153.207198|-2153.186757|910.77|435.95|0.6503899999999999|-2153.072091|3.5425|823.0|6.0846|6.0846
12ar_a36|1|0|0|0.0|0|7.412764017000001|2|1.297042582|0.0|-0.064363806|-0.007046017|5.351858133|0.000258844|2|0.040839506|0.083451772|0.0|-0.40866901|0.000939229|10.95407427|-0.036002609|1|1|0.145909555|-0.096853381|1|0.8371588959999999|-0.017348015|0.8196353679999999|0.8365428659999999|-0.080760277|0.317338373|-66.9989409|86.85924228|110.9204982|-45.46486105|-1.875916952|82.17472548|-23.57370143|69.99622854|0.4743067589999999|2902.67985|-1272.979877|2404.999137|-15.99689556|0.294408813|16.68371115|-863.83236|33.4098581|0.0223636779999999|0.0|0.0|0.0|2.0|0.17|-7.05|1.95|92.99|1.59|0.0|133.27|-3.92|32.0|-7.21|420.47|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|8.95e-08|5225.0|3.23|3.8489|-1364.511244|-1364.467971|1211.1|580.53|0.41433|-1364.235126|8.7322|25.0|7.6021|7.6021
9h_a24|1|0|0|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.0|-0.105982525|0.013595277|10.96661419|-0.002471577|2|2|0.144624936|-0.02551563|2|0.78742035|0.183289617|0.656172477|0.883775278|-0.060337884|0.4016070679999999|-32.48899638|167.2085719|54.93613103|-15.35662744|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|-422.3569529|768.1954692|-5.871651668999999|0.427628742|11.11300329|-199.6361567|21.70315707|0.031789952|0.0|0.0|1.0|1.0|0.0|-6.05|2.72|72.28|1.07|0.0|82.17|-2.83|22.0|-6.85|288.31|0.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|166.0|1.7|0.0|8.95e-07|5.1739|1.16|4.3437|-945.2642633|-945.2337612|831.92|363.48|0.54606|-945.153352|7.7741|77.0|7.1135|7.1135
4g_a46|0|0|0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.153373738|-0.001702489|5.587248657999999|-0.010706405|2|0.046415344|-0.093447672|0.0|-0.088529411|0.011488768|10.96333695|-0.138341481|1|1|-0.144064904|-0.078780402|2|0.74106323|-0.200628401|0.635494818|0.946829733|-0.056893316|0.318162858|-40.24987057|7.38470955|30.50581108|-23.0928866|-1.192613373|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|-684.2477996|2285.43285|-8.0118178|0.1731389069999999|10.60062169|-392.5790722|16.88825479|0.007803902|0.0|1.0|1.0|0.0|0.38|-7.8|5.37|43.6|3.06|1.0|106.55|-5.38|26.0|-5.18|366.89|0.0|1.0|4.39|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|4.73|0.0|1.57e-08|4.4163|4.65|4.4163|-1493.154666|-1493.132001|1064.92|530.39|0.6983199999999999|-1492.923098|3.7113|2745.0|5.5615|5.5615
22_a20|0|0|0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|10.93106272|-0.038668966|1|1|0.155407313|-0.036258691|2|0.7478675859999999|-0.044184455|0.607038752|0.946515026|-0.059893667|0.425968568|-44.14650378|9.022387025|34.8271111|-28.7463017|-1.3559405430000002|52.90592556|-17.65860151|47.00134116|0.477376285|2738.108259|-882.9300756000001|2396.806062|-11.49852068|0.22936173|14.17638345|-574.9260339|22.91425458|0.01345209|1.0|1.0|1.0|0.0|0.08|-9.69|5.39|67.39|2.61|0.0|121.62|-5.6|31.0|-5.58|401.46|0.0|1.0|4.24|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|2.04e-10|5.5591|4.07|3.9732|-1275.84854|-1275.816275|1181.95|563.43|0.38233|-1275.598059|6141.0|231.0|6.6364|6.6364
12v_a36|1|0|0|0.0|0|7.412764017000001|2|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.073329354|0.0|-0.487854327|0.00127667|10.96020642|-0.023932402|1|1|0.123026459|-0.1430106119999999|1|0.828393514|0.024751559|0.84179881|0.802291339|-0.078158778|0.334379501|-69.20675352|113.7463918|130.0637965|-45.52806671|-1.788408258|88.07013157|-21.78731129|69.27488156|0.461799225|2846.057239|-1176.51481|2328.221818|-14.33290989|0.372344602|15.71271745|-773.9771341000001|34.71221847|0.02867403|0.0|0.0|0.0|2.0|0.17|-6.69|1.89|78.43|1.72|0.0|130.24|-3.95|31.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|0.0|2.03e-07|3.8847|2.65|3.7035|-1347.475543|-1347.442792|1150.38|502.83|0.69298|-1347.2000369999998|7.9237|14.0|7.8539|7.8539
12b_a50|0|1|1|0.0|2|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|10.94501743|-0.115659308|2|2|-0.139522815|-0.168032508|1|0.804535572|0.009081884|0.660148928|0.925916085|-0.045602469|0.24516882|-33.25880166|8.07905572|37.24447201|-16.72031641|-0.926182858|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|10.05480253|-234.0844297|20.82911679|0.027586169|1.0|0.0|1.0|0.0|0.11|-5.49|3.42|48.53|2.02|0.0|94.69|-3.16|24.0|-6.44|313.36|0.0|1.0|2.59|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|3.22e-06|4.7089|2.47|3.9305|-1006.664619|-1006.641541|909.8|401.64|0.6016199999999999|-1006.501585|5.6617|4.74|5.3242|5.3242
17d_a50|0|1|1|0.0|2|8.105609402|2|1.338814635|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.031990741|0.006071856|2.234730384|-0.140830095|0.012079|10.94500663|-0.125540541|2|2|0.009780681|-0.200725906|1|0.748516466|-0.1921395789999999|0.7276268779999999|0.929886823|-0.044172353|0.8020670809999999|-48.40178147|5.007868064|48.62532158|-33.56790124|-1.535398758|57.5414543|-17.74731987|41.18485076|0.445708152|2824.70142|-1064.839192|2950.99157|-12.30823045|0.24594297|12.62170017|-738.4938272999999|23.53577933|0.013178555|1.0|1.0|1.0|0.0|0.35|-7.07|4.29|51.77|2.71|0.0|133.19|-4.5|32.0|-6.25|424.54|0.0|0.0|3.68|-4.88|3.17e-05|0.0135|1.31e-05|0.00557|3.72|0.0|8.55e-08|4.0506|3.41|4.0506|-1335.989008|-1335.962757|1263.22|579.45|0.66103|-1335.649722|7.9942|74.0|7.1308|7.1308
