molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|PBF|PNSA5|RNCS|TPSA_x|WNSA5|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (water)|IC50|pIC50|pIC50
6_a4|0|0|0|0.0|1|7.535296702|1|1.271761557|2.170234316|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|2.186806868|-0.064723237|0.011457667|10.92992785|-0.208689928|1|1|0.0671397079999999|-0.046166422|2|0.76089528|-0.169533683|0.664247086|0.945545838|-0.052396457|0.417868437|-37.33240845|14.1731579|30.33467048|-20.7966895|-1.206286076|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|9.981741408|-374.340411|16.83786074|0.008863911|1.0|1.0|1.0|0.0|0.26|-7.99|5.23|43.6|3.09|0.0|109.7|-4.91|27.0|-5.42|354.45|0.0|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|1.04e-08|4.8714|4.11|4.0354|-1108.585859|-1108.563418|1057.7|453.87|0.60542|-1108.338577|3.2192|1.3|5.8861|5.8861
1d_a5|1|0|0|-4.455320158|0|6.605297921|0|1.217311475|0.0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|10.94437658|-0.010183824|1|1|-0.389011185|0.001493879|2|0.7595197290000001|-0.058872605|0.513260607|0.8965037640000001|-0.088396743|0.6271150670000001|-46.58221594|204.4506579|55.92018945|-25.16889922|-1.465632167|56.83734591|-19.79744178|52.05055075|0.471074204|2481.822293|-791.897671|1172.890724|-10.69678217|0.229495885|11.5640749|-427.8712868|25.69414151|0.018980039|1.0|0.0|1.0|1.0|0.05|-8.88|6.37|54.46|2.73|0.0|95.49|-4.79|27.0|-5.73|366.34|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.8725|3.58|4.6112|-1288.340378|-1288.306458|951.63|414.59|0.41781|-1288.201219|5.3765|9333.0|5.03|5.03
LY580276_a4|0|0|0|0.0|1|7.535296702|1|1.344599701|2.067497166|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|10.94681614|0.011772853|1|1|0.064209689|-0.019747846|1|0.7921620090000001|0.035666446|0.518109998|0.8685269959999999|-0.057317455|0.243350596|-34.22831819|11.22286434|63.36073061|-16.49563923|-1.065352257|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|9.693623538|-247.4345884|15.93586849|0.008312438|1.0|0.0|1.0|0.0|0.22|-6.56|4.43|30.71|3.13|0.0|84.74|-3.67|22.0|-5.71|293.34|0.0|1.0|3.69|-4.21|0.000213|0.0624|6.18e-05|0.0181|3.35|0.0|2.75e-07|5.2983|3.64|4.4918|-959.4958788|-959.4723321|865.23|402.99|0.36903|-959.356125|3.2891|175.0|6757.0|6757.0
14_a47|1|1|1|0.0|0|6.605297921|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|-0.008212621|10.95058279|0.0295267039999999|1|1|0.05124606|-0.020596219|2|0.777675668|-0.085385518|0.579833096|0.681598464|-0.093553938|0.2662137639999999|-47.47362906|64.60629385|160.57883|-23.9422834|-1.223721666|61.62381153|-17.63306222|57.32194098|0.474828277|2254.664317|-617.1571777|670.2518865000001|-8.892848121|0.335290281|13.15643085|-311.2496842|26.52746264|0.028057496|1.0|0.0|1.0|2.0|0.0|-7.79|4.88|66.49|2.49|0.0|86.58|-3.97|24.0|-6.21|323.3|0.0|1.0|3.16|-4.13|0.000108|0.0349|7.46e-05|0.0241|2.91|0.0|1.63e-08|3.9671|2.64|3.9671|-1127.737484|-1127.700693|849.76|375.43|0.68345|-1127.610422|3665.0|8.0|8.1|8.1
17a_a25|0|0|0|0.0|1|6.842683282|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|2|0.043274232|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|10.93106298|0.006360768|1|1|-0.02776212|-0.047099434|2|0.748718056|0.168247187|0.659740852|0.874586929|-0.06234901|0.348821736|-56.61512986|93.75234138|89.44809639|-40.379488|-1.666953566|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|-1188.917727|2432.071525|-15.142307999999998|0.244019498|16.93624014|-847.969248|28.08362601|0.015373381|1.0|1.0|1.0|1.0|0.11|-9.98|5.31|72.7|2.67|0.0|131.06|-5.12|33.0|-6.18|433.5|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|7.44e-06|0.00323|3.9|0.0|1.05e-10|5.2683|6.04|3.9347|-1391.625102|-1391.588873|1271.9|598.67|0.35172|-1391.321455|5.1401|25.0|7.6021|7.6021
16f_a32|1|1|1|0.0|0|7.765993078999999|0|0.609420741|0.0|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0|0.039958333|0.008658653|2.082564316|-0.77158995|-0.003511776|10.31100265|-0.000291262|3|3|0.0151704889999999|-0.120440534|0|0.852938445|0.085125293|0.761506727|0.8072754790000001|-0.08168632|0.522247991|-76.92280867|89.03402347|133.3750236|-53.23443736|-1.778433296|92.82839829|-24.61529877|73.4405859|0.384656622|2772.212354|-1230.764939|3414.006186|-17.03501995|0.30526292|14.28728752|-851.7509977|35.43109972|0.022983292|1.0|1.0|1.0|2.0|0.3|-7.77|4.99|149.27|1.34|0.0|116.75|-6.95|29.0|-5.99|427.54|1.0|1.0|4.05|-4.97|1.12e-07|4.79e-05|1.07e-05|0.00457|4.11|0.0|1.7e-08|3.6272|4.99|3.6272|-1995.307736|-1995.278839|1191.55|603.12|0.70204|-1995.054457|4.2764|9.0|8041.0|8041.0
2_a47|0|0|0|0.0|0|0.0|0|1.381899691|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|2|0.027058824|-0.004557357|1.454085483|-0.3581612489999999|-0.007479445|10.93671092|-0.013580367|0|0|-0.007299676|-0.017113434|2|0.671819147|0.115527282|0.875463345|0.847324011|-0.083455669|0.482748996|-47.65477123|99.5619537|76.06154148|-23.74109633|-1.4348393119999998|55.81329383|-18.32875817|45.81686991|0.433425706|2105.761386|-714.8215685|1242.745585|-9.131190896|0.215021885|9.369924133|-356.116445|23.34938746|0.016376351|1.0|0.0|1.0|2.0|0.0|-7.82|4.75|58.04|2.39|0.0|96.54|-5.46|24.0|-5.0|313.35|0.0|1.0|3.58|-5.11|3.46e-06|0.00109|7.75e-06|0.00243|4.52|0.0|1.51e-08|3.7181|3.49|3.7181|-1010.540464|-1010.505024|902.07|371.19|0.69102|-1010.364507|3.1004|631.0|6.2|6.2
12s_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|-0.095120438|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|10.31162892|-0.04950715|1|1|-0.1597740919999999|-0.0546637159999999|1|0.83236194|0.006789196|0.591758164|0.706713791|-0.090733404|0.404041243|-67.11451776|89.91581294|189.9114627|-43.45862792|-1.969293912|78.38074776|-26.02399668|71.26547471|0.467381416|2977.11642|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|15.14544373|-825.7139305|32.92168852|0.017398791|0.0|1.0|0.0|1.0|0.14|-7.16|3.74|81.65|3.58|0.0|127.19|-5.49|31.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|6.900000000000002e-08|5.0438|4.32|3.5348|-1774.236634|-1774.202623|1140.1|526.07|0.43338|-1774.01033|3.9579|7.0|8129.0|8129.0
4_a38 (LY-2157299)|0|0|0|0.0|1|7.535296702|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|10.9277672|-0.020954339|1|1|-0.083399128|0.028964355|2|0.8099394329999999|-0.041794304|0.6848692759999999|0.754313773|-0.092570349|0.459041332|-51.11565158|260.7739337|140.40206619999998|-29.21101111|-1.520583011|58.99645489|-18.48863993|60.00582329|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|0.213882939|12.76426621|-496.5871888|23.51893991|0.01379043|1.0|1.0|1.0|1.0|0.18|-7.13|3.51|86.69|1.84|0.0|108.18|-3.85|28.0|-6.86|369.42|0.0|1.0|2.81|-3.99|0.0001409999999999|52.0|0.000102|0.0375|2.39|0.0|7.45e-08|4.65|3.95|3.78|-1198.683473|-1198.64695|1048.31|449.44|0.4|-1198.442536|7.6529|69.0|7.1586|7.1586
13_a12|0|0|0|0.0|0|0.0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|0.0|-0.272508888|0.000830398|10.96083169|0.021322992|0|0|-0.362308767|-0.169387652|2|0.6809340620000001|-0.226526433|0.804066411|0.90006391|-0.058167326|0.122164874|-45.33566159|64.74666684|48.98899535|-22.2236882|-1.2947675790000002|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|-634.6992622|664.9830294|-8.408963103|0.117007826|11.36787272|-311.13163480000003|19.42716439|0.0074597119999999|1.0|0.0|1.0|1.0|0.12|-7.14|3.9|50.7|2.42|0.0|84.74|-4.26|21.0|-5.49|276.34|0.0|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|3.51|0.0|7.26e-08|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|867.79|437.91|0.6622399999999999|-876.209109|1.5686|93.0|7.0315|7.0315
14b_a3|0|0|0|0.0|0|6.823286122000001|0|0.605016869|0.0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|10.31162234|-0.102362298|1|1|-0.288944272|-0.050943323|3|0.7809478329999999|-0.133815639|0.8255789570000001|0.786476513|-0.090994113|0.379746504|-49.38772279|252.49572540000003|104.4171556|-24.15156108|-1.312913604|57.87172082|-17.83445545|50.77131401|0.487615651|2160.565755|-642.0403962|1289.104749|-8.721397057|0.233084567|9.738358819|-313.9702941|23.25478753|0.017348996|1.0|1.0|1.0|1.0|0.06|-6.89|3.71|105.82|1.04|0.0|93.25|-4.45|23.0|-6.42|319.38|0.0|1.0|2.82|-3.99|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|1.28e-07|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|879.19|368.39|0.70123|-1327.349444|3.8724|0.38|6.4202|6.4202
4g_a49|0|0|0|0.0|2|8.228176896|2|1.343847279|4.107873566|-0.087219006|-0.003686314|6.107022888|-0.008414823|4|0.036761229|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|10.92777048|0.08591712|2|2|-0.146265064|-0.038698906|4|0.7559263270000001|-0.027032199|0.626581708|0.8601878270000001|-0.061465364|0.736530693|-66.44036383|151.0705543|139.3194688|-66.20622488|-2.000259924|90.11923831|-24.91513644|80.12633309|0.48934952|4706.348867000001|-1993.210915|4747.967275999999|-24.82733433|0.372642776|18.19125978|-1986.186746|39.71443299|0.023762615|0.0|0.0|0.0|1.0|0.1|-13.67|7.56|116.3|2.87|0.0|198.32|-7.47|51.0|-6.6|663.73|1.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|5.28|1.0|2.13e-14|4.3116|6.35|3.6269|-2147.721319|-2147.66293|1766.47|662.84|0.33449|-2147.217543|4.5147|106.0|6.9747|6.9747
19_a34|0|0|0|0.0|1|7.412764017000001|1|1.438829424|1.898101852|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.00802652|10.95957634|-0.014196676|1|1|-0.29861864|-0.255220734|1|0.8022000659999999|0.08178394|0.818710955|0.6399024520000001|-0.112877411|0.308793959|-62.64265252|131.5318459|179.6256831|-31.24772528|-1.506964829|77.38527508|-19.78189027|76.05407906|0.467358389|2127.363207|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|10.31797048|-374.9727034|29.86894781|0.029554695|1.0|0.0|1.0|1.0|0.18|-5.03|2.31|69.4|1.08|0.0|83.95|-2.73|23.0|-7.01|309.32|0.0|1.0|2.1|-3.15|0.00186|574.0|0.000704|218.0|1.66|0.0|9.42e-06|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|882.87|421.62|0.6897300000000001|-1046.458335|5.0441|0.99|6.0044|6.0044
6_a15|0|0|0|0.0|0|0.0|0|1.419941278|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|10.95880677|-0.009025163|0|0|0.153430865|-0.195267558|1|0.691316481|0.0371776429999999|0.810779115|0.859308431|-0.07051817|0.398681391|-71.76572566|105.4415725|82.0880213|-41.87249058|-1.599000943|88.94853813|-17.94143141|58.34873264|0.3902945579999999|2454.904173|-932.9544335|1971.005637|-10.46812265|0.4180252789999999|10.02135591|-544.3423775|30.82854077|0.029449813|1.0|1.0|1.0|1.0|0.23|-7.95|5.26|61.84|2.18|0.0|109.7|-5.66|28.0|-5.33|380.44|0.0|1.0|4.11|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|4.64|0.0|1.13e-08|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|1092.02|545.21|0.65191|-1262.75978|1.9421|35.0|7.4559|7.4559
12_a47|1|1|1|0.0|0|6.605297921|0|1.304330736|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.209845277|-0.0047488359999999|10.95005729|0.0295267039999999|1|1|0.003417588|-0.006318684|2|0.8288334490000001|0.055943216|0.618808977|0.7840710409999999|-0.084846808|0.266995634|-47.83891561|63.89392714|112.4599133|-24.91541818|-1.1940921|61.09751253|-17.76874008|53.5720844|0.4792593739999999|2266.78114|-621.9059029|702.3796319|-9.25429818|0.319276179|13.52358352|-323.9004363|26.10271529|0.025457205|1.0|0.0|1.0|2.0|0.0|-8.11|4.98|66.49|2.6|0.0|91.63|-4.51|24.0|-5.94|339.75|0.0|1.0|3.37|-4.56|3.11e-05|0.0106|2.77e-05|0.00943|3.43|0.0|7.69e-09|4.2907|3.01|3.9538|-1488.101254|-1488.064043|886.46|400.09|0.66387|-1487.974738|3.5884|6.0|8.2|8.2
9b_a36|1|0|0|0.0|0|7.412764017000001|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|10.33767255|-0.06502499|1|1|0.146828453|-0.053309522|1|0.7885597609999999|-0.034830997|0.7961424690000001|0.8453794609999999|-0.074181597|0.2602997|-61.73294817|67.12293326|97.10089515|-38.76797062|-1.769430355|71.70079424|-22.67740953|57.26650122|0.453252346|2715.020034|-1111.193067|2464.2160510000003|-14.24129533|0.21757783|13.80758516|-697.8234711|28.98359786|0.015872498|0.0|1.0|0.0|1.0|0.14|-6.64|2.76|82.47|2.82|0.0|126.17|-4.6|29.0|-6.46|398.48|0.0|0.0|2.48|-4.43|2.49e-05|0.00992|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|3.8535|3.82|3.8535|-1575.7800140000002|-1575.751975|1127.85|514.45|0.69763|-1575.557248|8.4288|21.0|7.6778|7.6778
20a_a10|0|0|0|0.0|1|7.535296702|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|1.896409603|-0.197323337|0.008214031|10.9296614|0.011011878|1|1|-0.058994157|-0.049146504|2|0.755429696|0.036092601|0.63495222|0.913681336|-0.066386563|0.591835899|-47.37850712|66.52185003|56.1599532|-30.82502228|-1.456429076|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|-947.5701424|2021.669282|-11.8557778|0.266548108|15.37476788|-616.5004457|24.84485067|0.016540298|0.0|1.0|1.0|0.0|0.11|-9.44|5.77|76.62|2.53|0.0|126.35|-5.68|33.0|-5.82|429.47|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|0.0|3.61e-10|4.7841|3.98|3.8312|-1389.164302|-1389.1321289999998|1200.92|524.02|0.50193|-1388.897416|3.2116|1.2|5.9208|5.9208
7_a27|0|0|0|0.0|2|6.842683282|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|-0.050197188|2|0.049625|-0.133453335|1.280380317|-0.288487667|0.010291744|10.93773474|-0.056500475|1|1|-0.220626658|-0.19575909|2|0.801251575|0.147753647|0.62067794|0.85111414|-0.060745542|0.358145768|-47.44936449|10.66993367|83.57286704|-26.6343589|-1.352503929|55.55559276|-16.87088515|42.57323098|0.466714317|2334.058688|-759.1898319000001|1497.873267|-9.469994277|0.236435287|12.087978|-426.1497425|22.09489892|0.014441323|0.0|1.0|1.0|0.0|0.2|-6.61|3.05|65.6|2.88|0.0|102.36|-4.06|26.0|-6.26|345.4|0.0|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|18.0|3.02|0.0|2.43e-07|4.1205|5.37|4.1205|-1122.455548|-1122.433757|1016.96|505.5|0.61278|-1122.249324|6.3813|1.0|9.0|9.0
12d_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.041181359|-0.006335328|5.351858133|-0.033312179|2|0.042804233|-0.092984185|0.0|-0.354778373|0.005613018|10.31162861|-0.075816941|1|1|-0.162129948|-0.053644471|1|0.8017873000000001|-0.0430927579999999|0.7991060659999999|0.843009925|-0.073829724|0.366319099|-60.88281322|85.1932288|101.4221952|-39.33285959|-1.884794029|69.55534551|-23.41646662|57.75411196|0.4572733479999999|2784.836855|-1217.656264|2323.480646|-15.12802292|0.185610786|13.92427286|-786.6571918999999|28.75340957|0.013424098|0.0|1.0|0.0|1.0|0.17|-7.01|2.93|81.65|3.04|0.0|132.24|-5.66|30.0|-5.81|412.51|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|9.75e-08|3.4821|4.14|3.4821|-1615.095823|-1615.063947|1176.22|545.94|0.68608|-1614.831682|4.8843|11.0|7.9508|7.9508
12a_a40|0|0|0|0.0|1|7.515889085|0|0.604990853|1.784989449|0.021610099|-0.00431394|5.4161004020000005|-0.012791297|0|0.036587302|0.17758258|0.8332127109999999|-0.14667395|0.01039129|10.31197265|-0.226763788|2|2|0.298197213|0.018655637|0|0.718281767|0.023863832|0.525051106|0.940879765|-0.064340227|0.000279043|-38.17175304|107.5277007|30.15370934|-19.46913691|-1.047769006|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|-534.4045424999999|600.1247016|-8.792513441|0.14863036|14.43505064|-272.5679167|20.24838026|0.010759845|0.0|1.0|0.0|0.0|0.0|-7.21|5.43|58.43|4.34|0.0|91.76|-6.41|22.0|-4.56|346.23|0.0|1.0|4.78|-5.95|3.86e-07|0.000134|1.13e-06|0.00039|5.43|1.0|6.15e-08|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|875.15|429.21|0.6998800000000001|-2097.7296100000003|3.8054|1778.0|5.7501|5.7501
8c_a12|0|0|0|0.0|0|0.0|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|10.95472932|-0.07003012|0|0|-0.1876771789999999|-0.210669119|2|0.782864175|-0.10899871|0.845077891|0.840397446|-0.067004282|0.239216075|-52.04233846|83.24714315|81.4415307|-26.55601426|-1.529825767|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|-780.6350769|1245.6132289999998|-9.958505349|0.235550168|10.74930819|-398.3402139|25.52931025|0.018855428|1.0|0.0|1.0|1.0|0.11|-7.14|1.59|63.06|2.02|0.0|98.07|-3.47|24.0|-6.44|314.34|0.0|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|7.24e-08|4.3598|2.76|3.8341|-1022.77302|-1022.750382|909.19|402.43|0.53657|-1022.613451|2.4806|0.04|7.3979|7.3979
21a_a23|0|1|1|0.0|2|7.525639975|0|1.197963603|3.43622302|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.042862319|0.071115216|0.773970837|-0.3082571839999999|0.01269616|10.31321782|-0.083864151|2|2|0.130024255|-0.074441567|2|0.7367638240000001|0.1022509819999999|0.6906097959999999|0.926538469|-0.051521215|0.224766417|-54.35891011|39.56172507|48.49696614|-35.88602363|-1.729161021|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|-1141.537112|2272.736256|-15.07212993|0.157878617|15.66066298|-753.6064963|27.11098744|0.011178565|0.0|1.0|1.0|1.0|0.09|-7.78|4.33|105.02|3.24|1.0|125.25|-5.89|31.0|-6.07|425.51|0.0|0.0|3.78|-5.28|1.3e-06|0.000552|5.29e-06|0.00225|3.98|0.0|1.65e-08|3.6993|3.75|3.6993|-1669.250866|-1669.23053|1189.63|558.61|0.60824|-1668.989671|7.9309|102.0|6.9914|6.9914
7b_a10|0|0|0|0.0|0|7.535296702|2|1.186434511|0.0|-0.170920618|-0.001621737|5.4161004020000005|0.037541178|2|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|10.93274506|0.039221939|0|0|-0.0982988509999999|-0.051052176|2|0.764865564|-0.108464916|0.586354126|0.92441666|-0.0590666679999999|0.5113525529999999|-37.45675757|13.37827368|39.29815915|-19.47494818|-1.152667458|43.9185573|-14.26924098|35.77183831|0.446575367|2290.380138|-599.3081212000001|2150.375871|-7.419027879|0.218954161|8.771658176|-311.5991709|18.26940272|0.012428175|0.0|1.0|0.0|0.0|0.25|-6.99|3.03|41.38|3.04|1.0|105.44|-5.28|25.0|-5.09|346.81|0.0|1.0|3.02|-5.28|5.29e-06|0.00183|5.25e-06|0.00182|4.68|0.0|1.0200000000000001e-07|6.0231|3.44|3.6426|-1450.09312|-1450.06366|951.55|400.65|0.4195399999999999|-1450.075119|5.6147|19.8|4.7033|4.7033
35_a18|0|0|0|0.0|0|7.03438793|2|1.251175948|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|-0.44784362|-7.44e-05|10.94702087|-0.0098863069999999|0|0|-0.104482176|-0.078001173|0|0.737094825|-0.032017257|0.7277482059999999|0.800765945|-0.081822342|0.3888901179999999|-62.06945887|118.7214377|146.8343246|-45.74482543|-2.273933228|67.9315105|-24.64522632|66.82777970000001|0.465531336|3038.429834|-1675.875389|1761.858479|-18.16338657|0.125426193|17.18442554|-1235.110287|28.17969862|0.007954001|1.0|0.0|1.0|3.0|0.3|-9.55|3.35|85.29|3.33|1.0|151.05|-6.06|36.0|-6.0|480.6|0.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|2.96e-06|0.0014199999999999|4.55|0.0|2.81e-10|3.2146|8.09|3.2146|-1533.002975|-1532.976969|1400.62|657.07|0.69279|-1532.557542|2.7788|24.0|7.6198|7.6198
15_a47|1|1|1|0.0|0|6.605297921|0|1.304329657|0.0|-0.164258919|-0.00516949|4.59511985|-0.072588375|2|0.042285714|-0.130885389|1.56205245|-0.21194909|-0.0026314909999999|10.9497222|0.0506476009999999|1|1|-0.299654464|-0.007670908|2|0.830688568|-0.131424138|0.614613723|0.791753677|-0.084413593|0.429825305|-48.36220049|61.0548099|111.3994409|-25.87091101|-1.265693121|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|-677.0708068|869.1027727|-9.531388265|0.288369895|13.37174753|-362.1927541|25.03780079|0.021370407|1.0|0.0|1.0|2.0|0.06|-8.49|5.28|66.49|2.83|0.0|96.6|-4.89|25.0|-5.76|353.78|0.0|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|0.00499|3.8|0.0|3.22e-09|4.3312|3.33|4.0594|-1527.4104|-1527.376145|930.51|419.75|0.67203|-1527.265523|3.7709|16.0|7.8|7.8
6d_a40|0|0|0|0.0|1|8.421342866|2|0.604893491|1.695192271|0.12627602|-0.015362927|6.401917197|-0.091548968|0|0.039160494|-0.104206961|0.683786612|-0.722057579|-0.005066797|10.30179973|-0.205140551|2|2|-0.249967637|-0.025143559|0|0.8361555479999999|-0.039077432|0.604211552|0.663670372|-0.115007564|0.372705643|-76.51205671|192.5638526|215.22657540000003|-48.96216855|-2.15214542|85.47607798|-32.02830281|84.70509846|0.428134701|3063.227702|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|12.08146906|-881.3190339|37.23994308|0.01400787|0.0|1.0|1.0|1.0|0.21|-4.31|3.63|173.43|2.01|2.0|120.09|-7.21|30.0|-6.36|460.52|1.0|1.0|3.43|-5.15|6.18e-08|2.85e-05|7.1e-06|0.00327|3.87|0.0|4.9e-05|2.9559|7.98|2.9559|-2470.82949|-2470.793925|1111.69|511.88|0.6624800000000001|-2470.62267|10.9021|1.0|8.9208|8.9208
14z_a23|0|1|1|0.0|2|7.423568444|0|1.197960872|3.305974434|0.08752343|-0.005892861|5.351858133|-0.024897956|2|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|10.31321795|-0.0229244|2|2|0.0708381429999999|-0.069023218|2|0.802520527|0.10796308|0.64069202|0.925301102|-0.0582387179999999|0.228957475|-55.54823244|40.18308023|52.02674091|-38.68856944|-1.595099623|66.77741935|-23.63754572|53.33438253|0.474697407|3094.698027|-1110.964649|2692.627452|-16.46322104|0.214395551|14.91419434|-773.7713888999999|30.08835522|0.01612263|0.0|1.0|1.0|1.0|0.05|-8.57|5.32|105.02|3.99|1.0|130.3|-6.77|32.0|-5.8|480.37|0.0|0.0|4.49|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|4032.0|4.73|3.6632|-2549.107748|-2549.0953670000004|1221.92|586.28|0.66217|-2548.895003|7.9877|5.0|8.2941|8.2941
