molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|WNSA5|RPCS|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
13_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.000990136|5.4161004020000005|-0.019846488|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|-0.0963182119999999|1|1|0.012019888|-0.094404255|-0.025714912|-0.143303992|0.645708528|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0|0.970027005|-0.050017793|0.229685203|0.008746805|-24.48959182|4.282589756|11.85953992|-16.36114989|54.71349575|37.12083496|-13.70920202|28.77218157|0.4289448289999999|1910.137758|-534.6588788|1439.176684|0.751144285|3983.972795|67.30306705|15.89399858|0.007566425|619.8659446|3.704655033|1.0|1.0|0.0|0.0|0.16|17.0|30.71|1.0|0.0|1.0|-4.09|2.0|287.36|1.0|3.57|8.18e-05|0.0235|3.77e-05|3.75|0.0|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|536.09|893.0|297.09|429.36|0.59537|-0.20372|0.018124154|-898.2503529999999|3.7228|5.3979|5.3979
9i_a24|0.0|1|0|0|2.9199957480000003|1|7.153833802|0|-0.005148312|5.209486153|2.01e-05|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|-0.00532872|2|2|0.005891639|-0.140841749|-0.336939175|-0.32068769|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0|0.8260893640000001|-0.064657333|0.379687415|0.025118046|-30.56504777|11.87389334|10.13249376|-15.60091656|1.634015079|51.05832236|-11.64783344|42.43894111|0.468272544|2061.729154|-396.0263368|761.9885477000001|0.8806627109999999|4155.922671|236.7218826|23.33121014|0.038195951|793.2611447|18.05612763|1.0|1.0|1.0|1.0|0.0|22.0|72.28|0.0|0.0|1.0|-2.6|4.0|288.31|1.0|1.73|0.00248|716.0|0.000791|1.48|0.0|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|501.48|825.7|299.06|363.15|0.6755800000000001|-0.21943|0.0239838|-945.222448|9.2818|7.0555|7.0555
23_a10|0.0|0|0|0|0.0|1|7.535296702|1|-0.00264793|5.4161004020000005|0.012558932|-0.031558374|1.981673861|-0.17741132|0.010305237|-0.000458688|-0.0253481679999999|1|1|0.010662507|-0.0502296329999999|-0.207994181|-0.233801237|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|1|0.915208645|-0.049653973|0.535680357|0.009615852|-35.17017083|6.81095873|72.17779806|-36.32074126|53.00900704|60.76548004|-19.02262196|41.98112956|0.485561757|3103.831885|-1179.402562|1945.384475|0.943867925|7034.375112000001|169.14354509999998|24.9903188|0.013394095|1549.399766|9.487107794|1.0|1.0|1.0|0.0|0.21|27.0|56.07|2.0|0.0|1.0|-5.38|5.0|461.56|0.0|4.5|4.19e-06|0.00193|2e-06|4.48|0.0|0.0|1.44e-10|6.66e-08|-53.0|3.8034|3.9|3.8034|768.3|1336.11|325.98|606.18|0.67647|-0.21158|0.02986448|-1469.902562|4.8954|6.1249|6.1249
9r_a24|0.0|1|0|0|2.950959457|0|6.605297921|0|-0.004640179|4.59511985|0.013567512|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|-0.043274854|1|1|0.008722018|-0.29065818|-0.2920573039999999|-0.3018627239999999|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0|0.8417158379999999|-0.0618978309999999|0.32720212|0.015557618|-41.49802275|10.4302588|71.31566881|-36.86695997|89.36724924|70.79264457|-17.31173182|51.92828155|0.473403843|2644.462265|-934.8335183|958.7578093|0.898988412|5501.824326|257.9706516|28.13932796|0.02357068|1519.52371|15.80243761|1.0|1.0|1.0|1.0|0.22|23.0|79.82|2.0|0.0|1.0|-4.02|6.0|400.48|0.0|2.98|9.58e-05|0.0383|8.77e-05|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|4.2877|713.25|1199.71|289.16|616.11|0.6204|-0.21074|0.03426339|-1294.263358|3.0322|7.9586|7.9586
21a_a23|0.0|0|1|1|0.0|2|7.525639975|0|-0.005708466|5.4161004020000005|-0.038876045|0.071115216|0.773970837|-0.3082571839999999|0.01269616|-0.133417036|-0.083864151|2|2|0.01180744|0.130024255|-0.136106024|-0.484404194|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|0.79188323|1|0.926538469|-0.051521215|0.224766417|0.011564247|-34.01266735|7.634348008|39.56172507|-35.88602363|82.08958626|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|-1141.537112|2272.736256|0.969673962|6464.524241|104.2264415|27.11098744|0.011178565|1355.5493720000002|7.379733085|0.0|1.0|1.0|1.0|0.09|26.0|105.02|2.0|0.0|1.0|-5.89|4.0|425.51|0.0|3.78|1.3e-06|0.000552|5.29e-06|3.98|0.0|0.0|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|3.6993|701.01|1189.63|335.16|558.61|0.60824|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|6.9914|6.9914
18c_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.0109670669999999|5.351858133|-0.118776867|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|0.841060094|0.8303425640000001|0.034468997|-0.058608635|0.885516463|0|0.717052026|-0.105618255|0.42531141|0.019360263|-71.31647561|13.07260474|384.391404|-50.86775696|103.215593|87.76550537|-28.4279687|84.38908035|0.448899917|3002.59061|-1506.682341|3094.729399|0.81455244|6685.737642|144.5043388|36.16826708|0.018410634|1916.918155|12.43138832|1.0|1.0|0.0|2.0|0.13|17.0|124.74|1.0|0.0|1.0|-5.01|5.0|441.51|0.0|1.91|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05575|3.4848|4.54|3.4848|711.56|1209.11|355.78|543.46|0.69123|-198.0|0.04503016|-1744.28923|8.64|7.9208|7.9208
9g_a24|0.0|1|0|0|2.931798469|1|7.273092596000001|0|-0.00106361|5.283203728999999|0.001126633|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|-0.02471184|2|2|0.013119312|-0.292600863|-0.049325609|-0.079421802|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0|0.8671367529999999|-0.064835725|0.383340003|0.01876163|-32.080056199999994|9.283063574|174.88817269999998|-16.07665151|0.0|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|-389.9025677|1196.910121|0.746821416|4355.725609|256.3375151|21.8662148|0.033884884|809.0499476|16.76589519|0.0|1.0|1.0|1.0|0.06|22.0|72.28|0.0|0.0|1.0|-2.49|4.0|302.33|1.0|1.93|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|524.03|879.99|289.67|400.47|0.64993|-0.21391|0.032630457|-984.497752|4.4131|7.1675|7.1675
4b_a46|0.0|0|0|0|0.0|1|7.825245291|1|-0.00113356|5.587248657999999|-0.022119857|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|-0.111103941|1|1|0.011806162|-0.128843936|-0.123416853|-0.16915334|0.6901151990000001|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0|0.935245062|-0.0524080009999999|0.27128814|0.007568202|-28.58477842|4.127907383|7.986637869|-20.89467173|56.7922535|42.65239101|-12.50898928|32.7126858|0.428987199|2105.172229|-612.9404746|1750.333702|0.751274223|4681.895329999999|103.3759991|15.43427855|0.007963679|756.2796491|4.343611349|1.0|1.0|1.0|0.0|0.38|17.0|43.6|1.0|0.0|1.0|-4.35|3.0|332.44|1.0|3.76|4.49e-05|0.0149|2.35e-05|3.74|0.0|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|3.98|4.5515|588.79|1020.9|272.4|508.79|0.68682|-0.21811|0.02176759|-1033.378455|3.7571|6.2612|6.2612
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0|7.03438793|2|-0.005220163|4.844187086|-0.015946718|-0.0366107389999999|0.0|-0.391512249|0.002526619|0.0002403959999999|-0.022817602|0|0|0.0036739159999999|-0.054916741|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0|0.8432358679999999|-0.068989967|0.420002762|0.008501088|-52.09190866|6.418873637000001|10.36586529|-44.61038661|50.25564119|67.25977848|-22.46761997|58.5107823|0.483962172|3115.979466|-1595.201018|1645.395714|0.937842434|7221.114573000001|138.97646310000002|27.535837|0.010831199|1955.044427|8.178259299999999|0.0|1.0|1.0|2.0|0.32|18.0|76.5|3.0|0.0|1.0|-6.07|3.0|494.63|1.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|4.73|0.0|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|3.2027|817.02|1446.02|378.13|691.68|0.69298|-0.18092|0.02305362|-1571.914419|2.8009|7.4685|7.4685
15a_a10|0.0|0|0|0|0.0|1|7.535296702|1|-0.00244937|5.4161004020000005|0.022297552|-0.125297206|2.038992189|-0.144512841|0.011418154|-0.060539141|-0.062038567|1|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|0.7408341359999999|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|1|0.915137224|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|10.10411407|42.41151044|-31.83957238|122.7715002|60.98047923|-16.19032994|39.61363829|0.407638879|2656.305166|-890.4681466|2413.560937|0.68815941|5929.563906|208.2243923|23.93343877|0.017883602|1316.339132|11.51002664|0.0|1.0|1.0|0.0|0.29|21.0|56.07|1.0|0.0|1.0|-3.97|5.0|399.49|1.0|3.33|0.000108|0.0432|3.94e-05|3.12|0.0|0.0|1.63e-08|6.51e-06|-0.04742|5.7646|2.4|3.7639|687.57|1179.28|329.41|563.27|0.68863|-0.20335|0.02976259|-1278.200428|6.1108|7.6198|7.6198
15_a10|0.0|0|0|0|0.0|1|7.535296702|1|-0.0027892409999999|5.4161004020000005|0.035396617|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|0.682616223|0.808676284|-0.079744227|-0.105662909|0.863438637|1|0.915526801|-0.059234364|0.710970489|0.018614889|-35.30133759|11.09373722|33.67392858|-26.33385303|108.7226878|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|-706.9960069|2288.954984|0.767351752|5769.347123|210.7240726|23.27068984|0.020932674|1093.722422|12.47504566|1.0|1.0|1.0|0.0|0.23|21.0|52.83|2.0|0.0|1.0|-4.48|4.0|390.87|1.0|3.83|3.32e-05|13.0|1.56e-05|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|5.7922|3.12|3.7997|641.98|1086.19|326.3|484.05|0.68543|-0.20983|0.03039798|-1603.907391|6.1563|7.4815|7.4815
13a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.011002918|5.351858133|-0.118776867|-0.036541822|0.0|-0.627166322|-0.003436924|0.0317047379999999|-0.0351777|1|1|-0.002215642|-0.065043716|0.006103754|-0.5640209589999999|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0|0.6963945559999999|-0.109682335|0.478381813|0.01856512|-74.02777574|12.53013554|381.9643801|-51.70573895|102.6479456|88.22659517|-28.90911938|86.55791128|0.4661332179999999|3002.811441|-1532.183327|2520.165025|0.873126469|6675.344631|135.07860209999998|36.14261279|0.017212819|1915.558478|11.6174288|1.0|1.0|0.0|2.0|0.13|17.0|124.74|1.0|0.0|1.0|-5.01|5.0|441.51|0.0|1.91|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|3.5288|721.66|1211.54|351.35|541.59|0.6845600000000001|-0.20503|0.04590378|-1744.281248|1.4855|7.8665|7.8665
3b_a49|0.0|0|0|0|0.0|1|7.535296702|1|-0.0057605869999999|5.4161004020000005|-0.055724324|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|0.00361222|1|1|0.001356445|-0.151131362|0.000850823|-0.405529602|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.845992028|1|0.749104358|-0.0883601469999999|0.482434361|0.013576151|-54.04959517|8.304484449|325.6896751|-31.67356498|81.60358988|64.91785551|-16.92803342|62.35407961|0.477583842|2660.339607|-880.2577376|1796.6760370000002|0.914182753|5934.158315|209.89391040000004|25.77091035|0.021477952|1340.087338|13.13798859|1.0|1.0|1.0|2.0|0.22|21.0|98.72|1.0|0.0|1.0|-3.53|5.0|398.46|0.0|2.38|0.000293|0.1169999999999999|0.000256|1.84|0.0|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|3.8418|664.15|1132.92|322.72|480.08|0.6632|-0.21985|0.0368692|-1293.106236|3.1637|7.6021|7.6021
47f_a18|0.0|0|0|0|0.0|0|7.03438793|1|-0.005817448|4.844187086|-0.034211867|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|-0.008224928|0|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0|0.838156881|-0.063824969|0.375218907|0.0138461289999999|-54.18475173|11.75478965|111.1889928|-61.15474298|58.84834254|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|-1944.945479|2343.062749|0.937396993|7870.103594|232.14715330000004|33.88554232|0.016581683|2676.957843|14.07716085|1.0|1.0|1.0|2.0|0.34|18.0|88.97|3.0|1.0|1.0|-6.11|4.0|541.68|0.0|2.83|7.76e-07|0.000421|3.01e-06|4.52|1.0|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|3.0964|908.66|1602.99|400.42|874.24|0.6984600000000001|-0.1724099999999999|0.02902413|-1741.802171|4.4861|8.0458|8.0458
6_a47|0.0|0|0|0|0.0|0|0.0|0|-0.008723045|0.0|-0.1738997619999999|-0.14404966|1.291219116|-0.392537045|-0.010708889|0.051455447|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.04324355|-0.459934519|0.701994505|0.786041178|-0.149904224|0.062425042|0.84654143|1|0.8419184120000001|-0.080118846|0.446564415|0.009820713|-43.43026699|5.323543706000001|101.7290544|-28.411587800000003|0.0|60.76103606|-19.96679614|48.75381069|0.4059072379999999|2431.668154|-838.6054381|1577.98246|0.6832388209999999|5766.962611999999|111.4552019|25.13472712|0.0154005|1055.658539|8.348196185|1.0|1.0|1.0|2.0|0.05|22.0|58.04|2.0|0.0|1.0|-6.02|4.0|379.81|0.0|4.59|9.53e-07|0.000362|1.63e-06|5.06|0.0|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|576.56|990.85|333.32|422.9|0.69305|-0.20794|0.03288085|-1608.554019|4.2153|7.9|7.9
10_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.002959121|5.4161004020000005|0.005483539|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|-0.090413559|1|1|0.011142889|0.014917047|-0.132895939|-0.241683916|0.6990620390000001|0.810105167|-0.120059574|-0.150288496|0.861225169|1|0.921653019|-0.051015897|0.43000216|0.014582852|-29.52653193|8.440134933|39.48408698|-26.60798798|64.26218096|54.09964719|-15.63090193|37.96666686|0.4858700179999999|2480.063587|-781.5450965|2064.276654|0.945033425|5598.949417|147.85886159999998|20.99433004|0.014040792|1049.716502|8.126406226|1.0|1.0|1.0|0.0|0.26|21.0|52.83|2.0|0.0|1.0|-4.66|4.0|370.45|1.0|3.9|2.21e-05|0.00818|1.4e-05|3.85|0.0|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|3.6465|619.99|1083.65|340.01|470.02|0.7038399999999999|-0.2025|0.02232068|-1183.602045|2.2386|7.0555|7.0555
galu_a46|0.0|0|0|0|0.0|1|7.535296702|1|-0.00642454|5.4161004020000005|-0.080432741|-0.090581301|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|1|1|0.003107816|-0.150645957|0.0481706809999999|-0.4671565689999999|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|1|0.7637964079999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|6.915480101|261.2602893|-27.89483984|68.43088526|57.65745491|-18.02733582|57.85086047|0.468241745|2501.785113|-847.2847833999999|1755.2047|0.880553787|5641.451892|121.3297832|23.01702105|0.013967104|1081.799989|7.817173532999999|0.0|1.0|1.0|1.0|0.18|21.0|86.69|1.0|0.0|1.0|-3.85|4.0|369.42|0.0|2.84|0.0001409999999999|52.0|0.000102|2.39|0.0|0.0|7.45e-08|2.75e-05||||||||||||||7.2924|7.2924
12p_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.0063403159999999|5.351858133|-0.031328052|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|1|1|0.005965451|-0.109773594|-0.09353607|-0.456474815|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0|0.843381594|-0.074356395|0.371591982|0.015107947|-47.54197452|9.659715461|75.21136863|-38.78387161|0.0|68.98315679|-23.33022469|57.20168999|0.469983155|2783.628159|-1213.171684|2326.5244390000003|0.886732486|6166.812731|115.116829|28.4530386|0.0130197619999999|1479.558007|8.3245726|1.0|1.0|0.0|1.0|0.17|17.0|81.65|2.0|0.0|1.0|-5.66|4.0|412.51|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|3.4955|685.08|1167.16|354.69|526.91|0.68561|-0.19992|0.03198743|-1614.890598|4.6103|7.7721|7.7721
SB431542_a8|0.0|1|0|0|3.172627551|1|7.535296702|1|-0.014434378|5.4161004020000005|-0.1950388569999999|0.096884952|0.0|-0.721718925|-0.0075336219999999|-0.029382296|-0.0453332859999999|1|1|-0.005306541|0.156874293|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0|0.5653298489999999|-0.128342313|0.274152231|0.034730361|-76.82006387|20.78806656|170.1252996|-44.6389196|89.26670319|89.64885355|-29.18257067|97.60813043|0.476091179|2801.428659|-1342.398251|1947.072021|0.908729075|6203.505123|143.157805|38.35632812|0.025179219|1764.391093|15.07117296|0.0|1.0|0.0|2.0|0.05|23.0|112.23|1.0|0.0|1.0|-4.4|5.0|400.39|0.0|2.58|3.99e-05|16.0|7.28e-05|2.4|0.0|0.0|1.74e-07|6.96e-05||||||||||||||4.1019|4.1019
3d_a12|0.0|0|0|0|0.0|0|0.0|1|-0.008186708|0.0|-0.053022041|-0.166233441|0.0|-0.360215148|-0.00259095|-0.002185753|-0.058191686|0|0|-0.000643935|-0.282667477|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0|0.8547246829999999|-0.066850425|0.2443206489999999|0.011128076|-34.34601551|5.717316796|74.39425719|-25.2986621|0.0|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|-738.6124526000001|1205.356874|0.89539167|4509.417998|115.96727140000002|23.26659057|0.01611886|953.9302134|8.281452338|1.0|0.0|1.0|1.0|0.11|18.0|50.17|0.0|0.0|1.0|-3.52|4.0|313.36|1.0|2.67|0.000302|0.0945|0.000123|2.81|0.0|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.1|3.7719|548.21|918.3|328.71|411.35|0.6572100000000001|-0.22229|0.02399772|-1006.606666|3.0037|7.6021|7.6021
24_a47|0.0|0|1|1|0.0|1|6.86171134|0|-0.010774404|4.727387819|-0.1160443999999999|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|0.071506228|1|1|-0.004514441|0.056234624|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|-0.005097239|0.113432542|0.875198713|1|0.7839491009999999|-0.075894947|0.214985826|0.021522987|-42.71324947|12.11301576|41.72753688|-28.82156035|47.170683|69.27912772|-18.28983173|54.82626523|0.479188295|2642.775318|-768.1729327|1239.381181|0.920079732|6022.202634|218.5873217|29.90471672|0.032103375|1255.998102|18.06759887|0.0|0.0|1.0|2.0|0.05|21.0|84.73|1.0|0.0|1.0|-4.61|5.0|396.81|0.0|3.31|2.46e-05|0.00975|3.05e-05|3.16|0.0|0.0|2.32e-08|9.22e-06|-0.06517|3.9675|4.46|3.9675|578.94|1002.04|312.5|450.98|0.6835|-0.2285|0.03414611|-1695.98597|3.6008|8.5|8.5
17a_a10|0.0|0|0|0|0.0|1|7.535296702|2|-0.004333189|5.4161004020000005|0.021150127|-0.082914437|1.863045777|-0.2946568739999999|0.009206558|-0.093735748|0.031632653|1|1|0.01029375|-0.132166258|-0.360142554|-0.275154041|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|1|0.8538249840000001|-0.055423599|0.463842217|0.020088947|-39.18491085|14.20303963|51.96456548|-41.33310046|87.61514901|76.48633670000001|-16.70343549|53.38795048|0.4918223679999999|3154.628148|-1052.3164359999998|1855.293376|0.967815851|7078.918870999999|307.7420338|29.57794442|0.0254938|1863.410498|18.02431251|0.0|1.0|1.0|0.0|0.33|21.0|76.38|1.0|0.0|1.0|-3.68|6.0|468.55|1.0|2.64|0.00021|0.0986|4.74e-05|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|3.9887|767.6|1326.24|310.84|603.73|0.67671|-0.21203|0.03725238|-1524.252023|5.3803|7.3098|7.3098
12m_a36|0.0|1|0|0|3.40403699|0|7.412764017000001|2|-0.011502861|5.351858133|-0.133854569|0.14264424|0.0|-0.667165917|-0.006653538|-0.025127218|-0.038386106|1|1|-0.004569485|0.245908938|-0.090926893|-0.52644768|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0|0.711961428|-0.10031651|0.4493096629999999|0.022725561|-67.27772044|15.24099981|42.78660249|-54.45666327|107.233999|96.11918789|-28.57011677|82.51872026|0.465323422|2925.315028|-1542.786306|2637.948424|0.8702895190000001|6434.374756|169.596372|38.24042793|0.0222467879999999|2064.983108|14.91990864|0.0|1.0|0.0|3.0|0.13|17.0|112.29|1.0|0.0|1.0|-4.1|5.0|424.46|0.0|1.26|7.96e-05|0.0338|0.000159|2.11|0.0|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|692.4|1177.15|320.72|505.51|0.69382|-0.20993|0.03861003|-1401.446557|9.1003|7.5229|7.5229
47k_a18|0.0|0|0|0|0.0|0|7.03438793|1|-0.0067578909999999|4.844187086|-0.0605329409999999|-0.017736343|0.0|-0.5135996820000001|0.003047962|-0.02822032|-0.008576013|0|0|0.00493127|-0.026672956|-0.421027889|-0.451417954|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0|0.8309354040000001|-0.065324278|0.3533268229999999|0.015080484|-51.59195677|11.91029894|20.66242736|-55.10689702|58.77865447|84.23875372|-23.89547793|63.50225571|0.467246896|3245.964586|-1744.369889|2009.418849|0.877042091|7575.637462000001|224.8475227|33.40602576|0.018313855|2438.639881|14.46395816|1.0|1.0|1.0|2.0|0.3|18.0|88.97|3.0|1.0|1.0|-5.84|4.0|513.63|0.0|2.53|1.44e-06|0.000742|4.65e-06|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|842.29|1492.36|400.63|793.48|0.69823|-0.17135|0.02802749|-1664.341238|5.2253|7.5376|7.5376
3c_a32|0.0|1|1|1|3.452148526|0|7.765993078999999|0|-0.006923974|5.733341277|-0.048337951|-0.0522536959999999|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|3|3|0.00124359|-0.097512832|-0.145525719|-0.5427297289999999|0.831186295|0.839409251|-0.003205869|-0.019130435|0.901864778|1|0.888766719|-0.0679200029999999|0.216289509|0.015118975|-34.91603827|7.772301225|59.72163595|-24.94510426|0.0|57.94025396|-14.82682786|42.68833949|0.423167668|2152.627425|-533.7658031000001|1393.156794|0.733606015|4598.027604999999|157.331845|21.36577928|0.018316536|769.1680542|9.416090047|1.0|1.0|1.0|1.0|0.19|19.0|110.94|1.0|0.0|1.0|-6.18|3.0|326.44|0.0|4.02|6.65e-07|0.000217|1.22e-05|4.14|0.0|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|3.5169|544.22|903.81|352.54|425.74|0.7034600000000001|-0.1970599999999999|0.02415856|-1633.348356|5.0659|8.0458|8.0458
8_a47|0.0|0|0|0|0.0|0|7.252053952000001|0|-0.007835945|5.476463552|-0.099564745|-0.087101663|1.335354131|-0.391797226|-0.008756|-0.153669322|-0.14203855|0|0|-0.007648516|-0.177626636|-0.003223628|-0.4497577479999999|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|1|0.8497568740000001|-0.075955381|0.517797505|0.008687692|-44.09728708|5.043798869|90.32612351|-30.83488674|0.0|60.62152862|-20.78278301|49.14108595|0.414302597|2621.772106|-956.0080185|2217.264922|0.707366287|6219.278078|104.6752861|25.35407034|0.012935553|1166.287236|7.509972037000001|1.0|1.0|1.0|2.0|0.13|22.0|58.04|2.0|0.0|1.0|-6.59|4.0|405.85|0.0|5.03|2.56e-07|0.000104|6.490000000000001e-07|5.61|0.0|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|3.6696|621.06|1071.62|337.87|433.38|0.6877800000000001|-0.2085199999999999|0.03283575|-1685.908004|4.6281|7.3|7.3
