molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
3o_a32|0.0|1|1|3.644417045|0.0|0|7.773594467000001|1|1|0.609420753|-0.014299905|1|-0.064818511|2.240993002|-0.117781901|-0.090297882|3|0.000243592|-0.117744493|-0.483580522|0|0.8214857240000001|-0.074509084|0.872498916|0.8377808240000001|-0.095457829|0.252703854|-55.03672286|7.218280399|62.67187821|-0.031819276|4.161738248|0.0|0.7850948190000001|-1.4318674340000002|-24.51306152|62.56936516|-18.34557429|49.73468603|2488.133192|-825.5508427999999|2469.87467|0.214905181|6.392329273|11.73098001|123.9047338|-475.9757626|0.0130649069999999|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|1.0|2.0|3.47|0.32|19.0|-7.27|6.39|122.97|112.07|1.0|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|1.0|3.74|-4.73|1.89e-06|0.00072|1.87e-05|0.00714|5.35e-08|3.5333|2.35|-1805.473626|1049.14|350.9|350.9|0.70216|-1805.277864|-0.14652|3.2729|-0.20065|-1805.333039|5.8476|6.6198|6.6198
4d_a46|0.0|0|0|0.0|0.173086735|1|7.825245291|1|1|1.134637067|-0.017469934|2|-0.131948546|0.0|-0.111025108|-0.076521434|1|0.010756749|-0.206000242|-0.240143042|2|0.764741337|-0.213089038|0.8075680409999999|0.936057958|-0.070772596|0.290035518|-38.85529917|4.750218646|8.241078584|-0.024616555|2.607946825|74.62074724|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|2181.291783|-621.6847867|2233.65548|0.186572035|5.757075209|10.30138878|102.4310631|-341.3149976|0.0086574759999999|764.2776167999999|509.0572545|4.753094337|1.0|0.0|1.0|1.0|1.0|0.0|3.78|0.35|17.0|-7.41|4.81|43.6|101.75|1.0|2.0|-4.93|25.0|3.0|-5.4|352.86|1.0|1.0|4.11|-5.11|1.18e-05|0.00416|7.8e-06|0.00275|3.88e-08|4.4265|4.18|-1453.817782|1009.78|280.09|280.09|0.69884|-1453.635434|-0.18639|3.5318|-0.22603|-1453.688943|3.7104|6.2865|6.2865
13b_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|2|1.267593379|0.010464577|2|-0.0204949039999999|2.117002752|-0.042022102|-0.054716607|2|0.011379776|-0.03182432|-0.319215353|1|0.788327682|-0.041506802|0.828965118|0.906164013|-0.080785633|0.435064196|-57.74541064|14.22401427|104.0753113|-0.026928544|10.16729727|150.45293569999998|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|51.04317051|3036.874979|-1212.6536230000002|2147.355856|0.299589696|9.514897025|16.75483549|214.1461224|-866.8024118999999|0.017277404|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|1.0|0.0|4.78|0.37|20.0|-7.23|4.24|66.99|133.36|1.0|7.0|-5.02|34.0|5.0|-6.3|455.55|0.0|0.0|3.99|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|5.87e-08|4.2315|3.63|-1470.3699789999998|1339.39|301.22|293.0|0.65332|-1470.039226|-0.1701599999999999|5.5271|-0.19622|1470.104535|7.1645|5.7375|5.7375
47i_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251177255|-0.066917145|0|-0.037689885|0.0|0.073977454|-0.040514277|0|0.000427479|-0.057689282|-0.499939719|0|0.744472118|-0.064085904|0.7842882870000001|0.8030751740000001|-0.089609068|0.279553995|-62.41153158|6.787641686000001|72.81110823|-0.035256027|4.727502734|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|68.954317|-24.55535669|61.13143233|2795.907966|-1497.876758|1333.332089|0.139131409|9.573882864|18.67881257|96.90318745|-1043.251367|0.009393984|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|0.0|1.0|1.0|3.0|4.05|0.22|18.0|-8.98|3.28|85.29|134.83|1.0|8.0|-5.18|33.0|3.0|-6.36|440.54|0.0|1.0|2.5|-4.78|6.58e-06|0.0029|1.67e-05|0.00735|1.04e-09|3.2321|7.37|-1416.233978|1297.7|383.61|383.61|0.69175|-1415.875678|-0.13237|2.7749|-0.18299|-1415.944522|3.5235|7.7212|7.7212
17b_a6|0.0|1|0|3.375166525|0.0|0|7.412764017000001|1|1|1.425925343|-0.0265090529999999|1|0.139594234|0.0|-0.0385646|-0.0791229359999999|1|-0.00194781|0.231025646|-0.563310199|1|0.7788169070000001|0.002947625|0.8370824240000001|0.753949098|-0.109195656|0.318652397|-71.65078895|20.48861696|155.8689396|-0.041494349|13.44399246|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|84.71888279|-27.2272998|83.12058064|2816.0632920000003|-1361.36499|2207.972178|0.229332826|8.974770742|16.46390151|150.48105900000002|-893.2853154999999|0.019915748|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|4.98|95.85|116.79|1.0|5.0|-5.81|31.0|5.0|-5.89|409.44|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|6.69e-06|0.00274|9.77e-10|3.5444|4.04|-1350.078181|1168.62|413.78|349.8|0.69615|-1349.830814|-0.12545|5.3385|-0.18281|-1349.892156|7.3188|6.8153|6.8153
9_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605017128|-0.100592457|1|-0.126542538|2.4071976040000003|0.065373003|0.023606557|1|-0.003863265|-0.216450234|-0.614170287|1|0.6729843740000001|-0.260349706|0.7327715159999999|0.84649775|-0.083555008|0.506753484|-39.28853824|3.469130065|223.4501605|-0.038196575|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|-17.96047462|48.21513485|2017.0704920000005|-628.6166118|1383.145159|0.1131403219999999|5.004834198999999|8.532203772|53.19989715|-295.5828535|0.008976383|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|1.0|3.1|0.0|21.0|-7.26|4.9|80.04|92.69|1.0|2.0|-5.53|22.0|2.0|-5.21|303.38|0.0|1.0|3.7|-4.9|2.96e-06|0.000899|1.25e-05|0.00379|5.5e-08|5.8185|3.28|-1256.0634710000002|857.36|331.9|213.09|0.3639699999999999|-1255.9558029999998|-0.15834|2.0863|-0.19833|-1256.002529|2.6661|4.96|4.96
3_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|1.304465159|-0.130414103|2|-0.013350303|1.416887578|0.103847816|0.013073797|0|-0.007967014|-0.021029826|-0.457330633|2|0.720319618|0.104873188|0.780628097|0.854727481|-0.0948001|0.4661246329999999|-49.71258151|4.514659074|98.29790989|-0.036461577|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|-19.12022366|48.10703|2243.894237|-745.6887227000001|1280.146703|0.2150305089999999|6.46319354|10.84023999|112.7606591|-391.0345195|0.016230658|949.95886|418.022895|8.511255722000001|1.0|1.0|0.0|1.0|1.0|2.0|2.59|0.0|22.0|-8.42|4.32|58.04|101.55|1.0|3.0|-5.54|25.0|3.0|-5.16|347.8|1.0|1.0|4.02|-5.35|2.86e-06|0.000995|4.49e-06|0.00156|3.829999999999999e-09|5.6998|4.12|-1470.101469|941.44|332.54|217.52|0.52977|-1469.969304|-0.15473|4.0226|-0.2119|-1470.0192869999998|5.3274|6.5|6.5
17_a47|0.0|1|1|3.011740664|0.0|0|6.605297921|0|0|1.4168589319999998|-0.019259259|3|-0.105849578|1.699575434|0.075303828|-0.006331624|1|0.004477366|-0.180898239|-0.3004189439999999|3|0.75807704|-0.034891905|0.814790949|0.852282407|-0.082994667|0.522140199|-50.62550618|7.87914003|68.64478326|-0.02987808|4.806157636|0.0|0.7457517659999999|-1.493904005|-26.73455447|60.33408274|-18.22518223|51.70735256|2672.497352|-911.2591113|1573.836082|0.2542482339999999|7.055517075|13.10144249|155.087622|-555.8544359|0.0159160889999999|1221.9335609999998|630.8611986000001|9.708576558|1.0|1.0|0.0|1.0|1.0|2.0|3.44|0.08|27.0|-10.1|5.12|79.38|119.83|0.0|4.0|-5.4|30.0|4.0|-5.83|392.46|0.0|1.0|3.85|-5.21|3.98e-06|0.00156|6.11e-06|0.0024|7.96e-11|4.2784|3.07|-1254.943823|1127.7|289.79|289.79|0.6844100000000001|-1254.737546|-0.17606|3.4454|-0.22479|-1254.795084|5.6949|8.3|8.3
8b_a32|0.0|1|1|3.419952523|0.0|0|7.765993078999999|0|0|0.609420757|-0.057200812|0|-0.008128765|2.123714284|-0.024375676|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.577864293|0|0.845443342|0.060636167|0.8966299409999999|0.788218098|-0.108971309|0.253018806|-68.4085006|10.49093175|102.4297669|-0.03079624|6.585851946|68.21751748|0.669149204|-1.4166270230000002|-33.50038167|81.73293254|-19.33283713|63.85535908|2573.703546|-889.3105078|2275.886421|0.330850796|8.10555784|14.95918599|207.6969342|-558.2790432999999|0.021225152|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|6.49|140.04|110.47|1.0|7.0|-5.83|27.0|4.0|-6.44|397.52|0.0|1.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|0.0161|2.23e-08|3.5442|4.22|-1880.735397|1114.24|349.82|349.82|0.70285|-1880.539698|-0.14717|846.0|-0.20121|-1880.602014|1.2797|7.9208|7.9208
47t_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117758|-0.161517185|0|0.018018036|0.0|-0.011641394|-0.04785474|0|-0.004985656|0.027313444|-0.600890268|0|0.750103977|0.005590928|0.796935152|0.67203319|-0.103295568|0.240001773|-69.13537385|9.415011332|280.622476|-0.040580402|6.301435212|78.43695402|0.804531523|-2.272502492|-53.39751484|80.00407742|-27.16032544|89.19655162|2872.533415|-1520.978225|1326.524873|0.195468477|8.780037801|17.48280476|130.8263901|-1017.985577|0.016238994|1890.514146|747.6927426|10.86870356|0.0|0.0|0.0|1.0|0.0|3.0|3.86|0.15|18.0|-7.51|2.6|110.56|129.21|1.0|7.0|-5.58|33.0|4.0|-6.46|441.48|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|3.09e-08|3.1164|9.4|-1470.836067|1218.95|397.84|397.84|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|-1470.593659|9.6938|6.1068|6.1068
12_a4|-3.2834578760000004|0|0|0.0|0.0|1|7.535296702|1|1|0.295190368|-0.271149771|2|-0.0334644329999999|1.587386096|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.220286906|2|0.8157155359999999|-0.036425699|0.8749408470000001|0.805238097|-0.074699711|0.636722126|-44.33087544|6.936764267999999|15.80191019|-0.025916226|4.116653575|7.519189887|0.717772573|-1.269895089|-24.74343259|53.59101661|-15.38009964|48.6306683|2927.48584|-753.6248824|1962.933988|0.282227427|6.223583758999999|11.7599245|167.4891205|-447.2420348|0.015603795|1049.9494|608.4548423|9.260141177|1.0|0.0|1.0|1.0|1.0|0.0|3.41|0.23|21.0|-7.84|3.69|86.12|113.02|1.0|4.0|-4.18|29.0|5.0|-6.84|404.48|0.0|1.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|0.0188|1.45e-08|4.8592|6.12|-1617.826064|1101.33|325.57|255.16|0.63967|-1617.57796|-0.16224|7.8701|-0.2312199999999999|-1617.634733|10.1971|5032.0|5032.0
12y_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984019|-0.037335306|2|-0.089502772|0.0|0.061944378|-0.058184644|1|0.006346396|-0.153680104|-0.4579359229999999|1|0.768409873|-0.05346283|0.8146529229999999|0.8489185109999999|-0.091248521|0.374181804|-61.25585229|10.05775555|85.17057711|-0.034840345|6.751850651|0.0|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|2847.362782|-1286.372898|2411.415644|0.179891855|8.067590558|14.55517927|120.7628216|-863.552275|0.012362508|1568.540572|754.3941655|8.299049218|1.0|0.0|1.0|1.0|0.0|1.0|4.86|0.21|17.0|-7.38|4.87|81.65|137.21|1.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.12e-08|5.1973|4.45|-1654.382468|1227.82|357.11|238.56|0.30617|-1654.125015|-0.1475|4.7043|-0.19815|-1654.190369|5.1209|7.6576|7.6576
47n_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175627|-0.057061805|0|0.017491759|0.0|-0.003276575|-0.048404296|0|0.001705837|0.026244774|-0.529441732|0|0.696612213|-0.09714337|0.726888951|0.792429396|-0.091185806|0.288989992|-75.24728669|8.759783644|61.29571241|-0.031974244|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|74.19865731|3349.802294|-2031.676741|2052.393389|0.216078071|10.43689152|20.17045476|178.30942439999998|-1676.556573|0.01357247|2591.682495|1306.125688|11.20011508|1.0|1.0|0.0|1.0|1.0|3.0|4.69|0.31|18.0|-9.76|3.67|105.6|162.18|1.0|13.0|-6.02|40.0|4.0|-6.68|539.67|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|0.00308|1.7500000000000002e-10|3.2028|9.78|-1743.299948|1565.37|387.11|387.11|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-0.18391|-1740.663577|3.3568|7.1938|7.1938
7_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|1.304326965|-0.143650735|2|-0.128433676|1.303301032|-0.085507035|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.46105149|2|0.817389583|-0.04402021|0.8755534909999999|0.8473227320000001|-0.095957591|0.427432212|-54.113260200000006|5.027768049|103.5602725|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|50.85512286|2491.885862|-919.9254234|1968.695833|0.1830206469999999|6.485224033|10.90440708|103.2106353|-518.7725468|0.0130514639999999|1126.008167|526.6144628999999|7.36009799|1.0|1.0|0.0|1.0|1.0|2.0|2.96|0.09|22.0|-9.45|5.63|58.04|111.28|1.0|4.0|-6.47|28.0|4.0|-4.8|393.84|0.0|1.0|4.89|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|3.52e-10|3.7203|5.08|-1647.963177|1043.33|333.26|333.26|0.69314|-1647.7863539999998|-0.1544|3406.0|-0.2073699999999999|-1647.841533|4.4255|7.6|7.6
GW6604_a52|0.0|1|0|2.944144148|0.0|0|6.605297921|0|0|1.427583999|-0.005328809|2|-0.0778992459999999|0.0|-0.118272803|-0.028376521|1|0.0070554269999999|-0.131886693|-0.201462112|2|0.693399445|0.074868979|0.7550228990000001|0.87346455|-0.072069252|0.38374044|-35.62691523|4.459510077|157.2481263|-0.029217264|2.204526664|0.2386028039999999|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|2044.612273|-534.4037285|799.8313017999999|0.26470494|6.2973559020000005|11.6571716|130.8549791|-264.17863140000003|0.01768964|726.7881391|359.1060668|8.744745933999999|1.0|1.0|0.0|1.0|1.0|1.0|2.68|0.0|23.0|-8.03|4.49|54.46|90.49|1.0|3.0|-3.87|23.0|3.0|-5.95|298.34|1.0|1.0|3.08|-4.16|0.000135|0.0402|6.929999999999999e-05|0.0207|9.31e-09||||||||||||||6.9706|6.9706
8c_a32|0.0|1|1|3.46252244|0.0|0|7.765993078999999|0|0|0.609420757|-0.04699673|0|-0.026467635|2.143746338|-0.026048985|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.578242111|0|0.845443342|-0.024032462|0.8966299409999999|0.801747512|-0.097480366|0.263222951|-58.93213925|9.818219446|126.6561213|-0.027548799|5.935643221|78.19443734|0.600684883|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|241.4075262|-463.1595384|0.025527931|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|6.49|140.04|110.47|1.0|7.0|-5.82|27.0|4.0|-6.45|397.52|0.0|1.0|3.56|-4.39|1.5e-06|0.000597|4.11e-05|0.0164|2.23e-08|3.5673|4.28|-1880.733377|1090.0|347.56|347.56|0.70135|-1880.537558|-0.14712|8.4922|-0.18873|-1880.597039|10.2656|7.4318|7.4318
12aq_a36|0.0|1|0|3.427017327|0.0|0|7.412764017000001|2|2|1.297043497|-0.135770278|2|0.076517478|0.0|-0.1031859869999999|-0.028591187|1|-0.004569485|0.131910912|-0.5356623070000001|1|0.839953955|-0.0606936879999999|0.89459881|0.681470612|-0.122078233|0.162384515|-81.56528598|14.29132551|86.6958382|-0.042953452|9.548598682|112.415579|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|-28.69889692|87.31909781|2932.54604|-1549.740434|2906.024504|0.238023252|8.596645087999999|14.98931431|159.03272990000002|-1035.442755|0.020701483|2033.842158|689.2886595|13.83147784|0.0|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|112.29|131.85|1.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|152.0|7.19e-07|3.9049|3.88|-1401.637414|1190.22|367.26|317.51|0.6933199999999999|-1401.391057|-0.13908|6.7649|-0.19967|-1401.452487|8671.0|7.2596|7.2596
2_a1|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.348828131|-0.014296455|1|-0.1056298369999999|0.0|-0.0619710709999999|0.101798469|1|0.003205156|-0.237981258|-0.422863867|1|0.795932678|0.079586368|0.8571146190000001|0.808210065|-0.077270452|0.220315042|-35.17029414|5.135384136|6.281701359|-0.026492726|2.337413146|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|1884.85038|-422.0435297|1378.496713|0.305595997|5.2823820260000005|8.779158091000001|139.0945801|-192.096651|0.017741989|607.7780769999999|299.6692382|8.075415099999999|1.0|1.0|0.0|1.0|1.0|0.0|2.91|0.18|17.0|-6.18|4.0|30.71|79.77|1.0|2.0|-3.06|21.0|3.0|-6.04|279.31|1.0|1.0|3.21|-3.78|0.000871|243.0|0.000167|0.0466|6.64e-07|4.0877|3.31|-920.184721|807.98|303.31|303.31|0.7007899999999999|-920.078239|-0.1686|3.5853|-0.19826|-920.123726|5.2754|5.2366|5.2366
8d_a8|0.0|1|0|3.190160226|0.0|1|7.05012252|0|0|1.395657339|-0.155313194|1|0.071729931|0.0|-0.077977198|-0.117111249|1|-0.001038264|0.111668404|-0.4385133129999999|1|0.757805416|0.0780635059999999|0.804372443|0.6932924890000001|-0.103150936|0.377028311|-67.26951954|18.28507531|57.93693239|-0.03820405|11.92454747|92.49576602|0.675359878|-2.063018716|-45.62337399|86.29065071|-24.91463687|88.24385833|2863.968296|-1345.390391|2093.380666|0.324640122|7.507839835|14.52777156|211.7129122|-877.3916055999999|0.029166961|1992.108851|682.0472537|19.02113117|0.0|0.0|1.0|1.0|1.0|2.0|3.61|0.12|23.0|-7.62|3.93|112.23|121.1|1.0|6.0|-4.91|32.0|5.0|-6.87|430.46|0.0|0.0|3.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|0.0147|2.38e-08|4.6765|6.22|-1447.559429|1185.65|376.13|265.12|0.62361|-1447.2928029999998|-0.13754|6.0111|-0.19757|-1447.354662|7.5674|4.7303|4.7303
14e_a23|0.0|0|1|0.0|-4.45581912|2|7.423568444|0|0|1.197957573|-0.272389934|2|0.023369734|0.650989437|0.021081733|-0.009871698|2|0.001951778|0.072830644|-0.5232404310000001|2|0.791790895|0.133270225|0.8510270329999999|0.925392058|-0.089453046|0.267882223|-62.2612068|12.5437807|48.244071000000005|-0.03935934|8.73073591|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|74.75779594|-27.39493099|63.61519626|3255.313968|-1369.74655|2428.874279|0.203474128|8.020794334|15.89643482|141.6222839|-953.3724859|0.017954325|1719.6510460000002|658.8108151|12.49658915|0.0|0.0|1.0|1.0|1.0|1.0|3.54|0.09|26.0|-8.23|4.42|105.02|125.29|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|0.0|0.0|4.5|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|0.000773|5.94e-09|3.7033|4.2|-1966.943431|1209.58|334.8|334.8|0.63922|-1966.720803|-153.0|3.7696|-0.2342199999999999|-1966.785007|5.5469|8.5214|8.5214
6c_a31|0.0|1|0|3.423005244|0.0|0|7.78113851|1|1|0.6101347220000001|-0.151732713|0|0.137523742|0.0|-0.00219333|-0.107687565|2|-0.00668344|0.2301743489999999|-0.582545668|0|0.790900932|-0.078059285|0.846458013|0.641197273|-0.126324613|0.138124296|-79.97295595|20.09112958|163.6316745|-0.044739967|12.71919216|105.7632176|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|2837.949799|-1359.540251|2357.829685|0.234676081|8.102804662|14.63492011|148.5675636|-860.6909647|0.0212421629999999|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|1.0|1.0|2.0|3.67|0.14|22.0|-7.72|5.58|131.36|114.5|1.0|5.0|-6.09|30.0|5.0|-6.27|418.47|0.0|1.0|3.64|-4.94|8.179999999999999e-07|0.000343|1.15e-05|0.0048|1.89e-08|3.2974|5.08|-1691.948653|1125.85|376.01|376.01|0.7014699999999999|-1691.734564|-0.13351|5.9253|-0.19169|-1691.794585|8.8847|6.4685|6.4685
1n_a5|0.0|1|0|2.91912867|0.0|0|6.605297921|0|0|1.427557749|-0.0533837329999999|2|0.002508727|0.0|-0.150600424|-0.047910067|1|0.004754079|0.004115733|-0.393928416|2|0.77828693|-0.013686011|0.8402078140000001|0.785210014|-0.081950989|0.428980979|-47.04056285|13.27640087|63.58796786|-0.030493391|7.620766672|55.29041202|0.627751746|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|2437.279452|-752.6490056|889.4388375|0.372248254|7.881746117|15.27080096|213.67365440000003|-432.02691110000006|0.028797525|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|1.0|1.0|1.0|2.88|0.05|23.0|-8.07|4.41|80.76|101.77|1.0|5.0|-4.27|27.0|5.0|-6.41|356.38|0.0|1.0|3.14|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|8.43e-09|4.3838|4.19|-1179.169527|1017.23|282.82|282.82|0.44786|-1179.018429|-0.17092|0.6234|-0.23278|-1179.073189|0.7104|7.5686|7.5686
13f_a6|0.0|1|0|3.440154557|0.0|0|6.842683282|0|0|1.429020649|-0.008507023|2|0.04505613|1.651047524|-0.071478789|-0.049928822|1|-0.001446486|0.079490516|-0.466314952|2|0.77199166|-0.028317736|0.834167942|0.863222493|-0.092939631|0.176745407|-62.41821579999999|12.46087045|62.42897239999999|-0.032802223|8.368715213|0.0|0.720711855|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|2869.925064|-1123.527884|3253.287533|0.279288145|9.050440345|15.13042752|187.5697972|-754.5608419|0.0196449239999999|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|1.0|2.0|3.56|0.08|27.0|-10.18|5.01|103.17|123.82|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|3.19|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|6.59e-11|4.8413|3.36|-1347.266914|1202.78|394.98|256.1|0.49643|-1347.018087|-0.12805|10.8469|-0.2059099999999999|-1347.0794119999998|13.9612|7.3768|7.3768
41_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|0|1.420292383|-0.072088843|3|-0.080388467|1.601942802|0.024881402|0.075316535|1|0.0047106|-0.178132441|-0.276217719|3|0.8417952740000001|0.08640454|0.900915114|0.823168463|-0.0899793719999999|0.245948366|-50.81597048|10.36256127|54.15850042|-0.02929561|5.852270304|0.0|0.653147815|-1.259711209|-19.48810377|63.84353454|-16.54473457|44.86996758|2374.594252|-711.4235867000001|1073.170368|0.346852185|7.168742909|12.96444871|195.8852341|-401.77742|0.023067788|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|3.34|68.52|99.09|1.0|4.0|-3.57|26.0|5.0|-6.66|348.38|1.0|1.0|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|3.36e-08|4.0167|2.41|-1162.462261|995.43|333.8|308.67|0.6779|-1162.288187|-0.15208|4.9162|-0.2026099999999999|-1162.342476|6.8546|8.0|8.0
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|0|7.03438793|2|2|1.251175715|-0.015946718|1|-0.0366107389999999|0.0|0.0002403959999999|-0.022817602|0|0.0036739159999999|-0.054916741|-0.453086741|0|0.7395978390000001|-0.001626287|0.774859029|0.8432358679999999|-0.078246932|0.420002762|-59.08151918|6.418873637000001|10.36586529|-0.029755876|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|3115.979466|-1595.201018|1645.395714|0.184058942|9.798677372|18.98829281|138.97646310000002|-1204.480438|0.010831199|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|1.0|2.0|4.42|0.32|18.0|-9.21|4.09|76.5|155.95|1.0|8.0|-6.07|37.0|3.0|-5.96|494.63|1.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|1.91e-06|0.000946|6.18e-10|3.2027|8.45|-1572.290174|1446.02|378.13|378.13|0.69298|-1571.843719|-0.13154|2.3389|-0.18092|-1571.914419|2.8009|7.4685|7.4685
