molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
15_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399867493|-0.061469545|1|0.0432718859999999|0.0|-0.1979518539999999|0.022446689|1|0.00918585|0.097046535|-0.226703465|1|0.772721853|0.095534883|0.8347553529999999|0.867716376|-0.073738544|0.2517542889999999|-35.36161572|5.223809291|12.70877085|-0.030724393|2.505098786|86.01453643|0.8438913020000001|-1.106078158|-14.29317436|40.03406565|-14.73400655|35.02894809|1973.978183|-530.4242358|1495.715718|0.156108698|5.459799482|9.709704127|74.8625551|-254.3670787|0.009743323|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|1.0|0.0|0.0|3.28|0.11|17.0|-6.09|4.09|30.71|85.06|1.0|2.0|-3.82|22.0|3.0|-5.6|291.32|1.0|1.0|3.61|-4.28|0.000152|0.0443|5.19e-05|0.0151|8.070000000000001e-07|4.5048|3.8|-958.251931|848.47|294.16|275.22|0.4778699999999999|-958.147682|-0.17373|2.1603|-0.2091199999999999|-958.195344|3.0091|6757.0|6757.0
8d_a12|0.0|1|1|2.976279182|0.0|0|6.580639137|1|1|1.283835213|-0.048642535|2|0.0276482139999999|2.075171777|-0.065870394|-0.046326855|1|0.001575111|0.0479437859999999|-0.484923957|1|0.751098108|-0.091036025|0.8078610759999999|0.858710112|-0.103548595|0.266886187|-57.57034769|6.309558958999999|90.34024296|-0.039118358|3.507952014|0.0|0.8338637040000001|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|2466.513191|-978.6959108|1288.818257|0.166136296|6.93584319|12.96695233|92.36749461|-544.129679|0.012525773|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|1.0|1.0|2.0|4.06|0.1|21.0|-8.37|3.87|65.96|112.14|1.0|3.0|-4.58|27.0|4.0|-5.96|352.39|1.0|1.0|3.02|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|4.23e-09|4.2383|3.53|-1138.256361|1007.85|331.53|292.53|0.6661|-1138.086709|-0.15306|2.1281|-0.20794|-1138.139635|3.0277|7.6021|7.6021
14c_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.42291727|-0.018518519|2|-0.026986769|1.568396937|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.364626967|2|0.773044788|-0.096749121|0.8353837409999999|0.866576459|-0.080077573|0.6160012029999999|-57.64986681|17.68831053|36.22825261|-0.030217952|12.73426132|78.22334636|0.66168729|-1.60155147|-34.9718749|75.5139152|-21.75466672|66.26540251|3079.4894480000003|-1152.997336|2092.7515510000003|0.33831271|8.626337592|16.03849168|243.5598613|-830.0718911|0.024813755|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|3.9|109.38|128.77|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|5.269999999999997e-10|5.7361|4.79|-1460.571156|1241.55|337.45|216.15|0.3078|-1460.324494|-0.15408|7.3824|-0.22807|-1460.38772|9.04|6.8153|6.8153
18b_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.194228955|0.0131826839999999|2|-0.018632104|2.003993644|0.014055398|0.0009956189999999|1|0.00598031|-0.032776381|-0.303383008|2|0.7723870909999999|-0.026045966|0.8333962429999999|0.936253893|-0.078644297|0.348987182|-55.18621997|8.972372556|80.36582704|-0.0305838929999999|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|-21.46130777|53.27347337|3051.645565|-1158.910619|2327.4502850000003|0.215220531|8.654596906|17.09119768|151.02439719999998|-813.229933|0.013724883|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.07|27.0|-9.84|5.93|111.51|138.56|1.0|6.0|-6.54|34.0|4.0|-5.93|460.55|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|0.000899|1.4500000000000002e-10|5.5437|4.32|-1767.494087|1284.89|336.67|223.65|0.36733|-1767.2232149999998|-0.15079|2.8141|-0.22145|-1767.286778|2752.0|7.2924|7.2924
12e_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984231|-0.029595542|2|-0.010682095|0.0|0.005418617|-0.055954785|1|0.0053380919999999|-0.018475151|-0.417089226|1|0.8246767140000001|0.002248768|0.876441789|0.816703705|-0.098059338|0.407218612|-65.04681137|16.08914569|106.2790684|-0.035153347|10.6725953|0.0|0.7071208529999999|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|2920.484542|-1235.889416|2392.685958|0.292879147|8.069355055|15.14403079|194.2788429|-819.8165288|0.022696477|1747.776792|704.0353382000001|15.05551106|1.0|0.0|1.0|1.0|1.0|1.0|4.72|0.17|17.0|-6.74|3.89|90.88|133.77|1.0|6.0|-5.44|31.0|5.0|-6.19|428.51|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|1.84e-07|5.0412|3.58|-1690.2687170000002|1201.05|356.82|245.94|0.3304|-1690.030824|-0.1476|5551.0|-0.19804|-1690.092998|6.1598|7.9431|7.9431
9a_a31|0.0|1|0|3.348289714|0.0|0|7.765993078999999|1|1|0.6101356720000001|-0.093457477|0|-0.05057805|0.0|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.542342338|0|0.782715368|0.045292529|0.837697452|0.691768132|-0.122626525|0.235442032|-78.6954713|21.33533299|163.6011874|-0.043430228|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|-27.87131275|86.0923113|2855.751316|-1337.8230119999998|1955.13855|0.262241245|7.812278516|15.15483138|168.29310269999996|-858.5468158|0.0239033229999999|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|-8.13|5.51|117.37|113.64|1.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|7.35e-09|3.7892|5.27|-1691.9137670000002|1145.99|327.21|327.21|0.7028|-1691.716118|-0.15757|5.0244|-0.20032|-1691.7777600000002|6.2203|6.8239|6.8239
12w_a36|0.0|1|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|2|1.24014105|-0.297354748|2|0.041058884|0.0|-0.041402825|-0.010726574|1|-0.007897954|0.115646674|-0.604676196|1|0.828393514|-0.098657593|0.8792981679999999|0.828363244|-0.111267166|0.532980165|-79.88912835|15.15285952|112.947763|-0.041210062|10.87965823|0.780959767|0.70536279|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|3230.870697|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|211.5476713|-1147.197876|0.0273396629999999|2265.1925920000003|672.4630346|19.62970663|1.0|0.0|1.0|1.0|0.0|2.0|4.82|0.17|17.0|-7.14|3.31|78.43|130.43|1.0|7.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|7.24e-08|3.8881|4.86|-1645.169951|1198.72|318.88|318.88|0.69466|-1644.953222|-0.15708|5043.0|-0.21034|-1645.017691|7.0746|7.6383|7.6383
8b_a12|0.0|0|0|0.0|0.0|0|0.0|1|1|1.283836078|-0.1676879319999999|2|0.028584223|0.0|-0.036536396|-0.1090955359999999|0|-0.007926474|0.047425677|-0.659952678|1|0.7407532059999999|-0.010950243|0.792160599|0.740926309|-0.116554734|0.4384536329999999|-67.44287685|6.513753986|319.0086845|-0.045608374|3.769098814|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|2388.888334|-1213.971783|1437.536303|0.111063646|6.373278096|12.27845608|64.26553043|-702.4489440000001|0.009361504|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|4.11|0.1|18.0|-7.45|3.11|80.37|110.58|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|2.51|-4.01|7.890000000000001e-05|28.0|9.74e-05|0.0346|3.56e-08|4.2263|5.11|-1159.365835|1020.47|331.1|293.37|0.53425|-1159.188228|-0.15294|4.2554|-0.21184|-1159.2425119999998|6.1286|6.58|6.58
12r_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984545|-0.093024002|2|-0.093079817|0.0|-0.0682882559999999|-0.0646674999999999|1|-0.001131023|-0.247439715|-0.44083509|1|0.83236194|-0.007140234|0.889479916|0.72072745|-0.109990462|0.451652492|-71.0931422|12.36992712|90.4724548|-0.040404659|7.995393191000001|0.0|0.790065337|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|2976.944611|-1279.67656|2433.580273|0.209934663|7.467190577999999|13.94386247|135.6928105|-827.1283373|0.016970201|1619.709789|616.2856203|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.14|17.0|-7.16|4.67|81.65|127.19|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|6.900000000000002e-08|5067.0|4.32|-1774.2026670000002|1141.54|353.12|244.69|0.32409|-1774.009422|-0.14894|5.2021|-0.20138|-1774.070699|6.5511|7.5317|7.5317
14t_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197962538|-0.024472753|2|0.073534004|0.758345646|-0.041339801|-0.093434862|2|0.01180744|0.134446672|-0.4515027279999999|2|0.7629258809999999|0.113493155|0.820002545|0.920956836|-0.079253435|0.361071229|-51.65035498|11.36130649|36.6149406|-0.033286443|7.404291213|42.20767549|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|-21.69314909|47.46057034|2878.4071670000003|-1084.657455|2286.063655|0.2000541589999999|7.55064865|14.13931199|130.3775455|-706.8834616|0.014352462|1355.9136119999998|666.0036144999999|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|3.52|0.09|26.0|-7.78|3.88|105.02|125.25|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|1.65e-08|3.9855|3.79|-1669.21916|1184.43|386.72|311.09|0.5824199999999999|-1668.980578|-0.15625|5.8672|-0.22291|-1669.040656|8.3062|8.3979|8.3979
26_a47|0.0|0|1|0.0|0.0|1|6.86171134|0|0|1.304328272|-0.200192886|2|-0.110530752|0.956774672|-0.046771537|0.0081426509999999|1|-0.008325552|-0.24731748|-0.5899218279999999|2|0.845040087|-0.11288313|0.910081385|0.7104381999999999|-0.101679756|0.549740398|-59.08415114|12.13564316|9.608109253|-0.038735145|7.0517889060000005|60.07342336|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|2625.572598|-945.3464183|1341.904566|0.282360823|6.945070057000001|13.22794532|164.0744453|-549.3226272|0.024619511|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|3.13|0.05|21.0|-7.22|2.84|98.72|104.8|1.0|4.0|-4.86|28.0|5.0|-6.51|396.81|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|5.97e-08|4.7963|4.37|-1696.075481|1006.59|310.58|258.5|0.50921|-1695.9387359999998|-0.16642|3.6825|-0.22921|-1695.993821|4.8242|7.9|7.9
3h_a32|0.0|1|1|3.579396967|0.0|0|7.765993078999999|0|0|0.609420752|-0.008243901|0|0.014517903|2.243113495|-0.003152613|-0.111111111|3|0.003284804|0.025035542|-0.531669815|0|0.7926338540000001|-0.169197453|0.834881529|0.87880263|-0.0882883959999999|0.30907784|-55.27575363|6.98327435|76.38838542|-0.027590124|4.372100625|0.0|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|2398.020434|-829.1363044|2911.160989|0.226505997|8.107034244|13.71739929|141.8112711|-519.1071084|0.011751781|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|1.0|1.0|3.65|0.35|19.0|-8.47|8.11|110.94|112.28|1.0|7.0|-8.23|26.0|3.0|-4.29|382.55|0.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|3.37e-09|3.5552|4.61|-1790.663897|1127.45|348.74|348.74|0.70257|-1790.440663|-0.1474099999999999|3.5952|-0.20059|-1790.5004850000005|5.8749|8.1549|8.1549
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|6.842683282|0|0|1.400923668|-0.124997065|2|0.1728459339999999|1.622562232|-0.019554464|-0.0574882679999999|1|-0.004654742|0.293415753|-0.573278819|2|0.760688473|-0.1221465319999999|0.817914963|0.7274271309999999|-0.097790028|0.354945501|-64.75689362|10.46873389|336.574332|-0.035730972|6.93243166|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|-23.66117267|74.19702161|2849.395895|-1230.3809789999998|1829.419484|0.251893628|8.005662608|15.46983888|166.8048285|-814.7625241000001|0.018957805|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|1.0|1.0|2.0|3.49|0.08|27.0|-9.63|4.97|110.44|122.86|1.0|5.0|-4.85|32.0|5.0|-6.83|420.47|0.0|1.0|3.14|-4.55|1.42e-05|0.00596|2.82e-05|0.0119|2.34e-10|4.9797|4.53|-1368.372708|1192.01|383.5|248.98|0.4377|-1368.118751|-0.13622|3803.0|-0.20636|-1368.180121|5.4751|7.4437|7.4437
16_a20|0.0|1|0|3.485659565|0.0|0|6.842683282|0|0|1.401259527|0.00695144|2|0.126359252|2.013871268|-0.061975089|-0.062750442|1|0.001157852|0.211127741|-0.458484451|2|0.7478675859999999|-0.085041518|0.809440795|0.915005572|-0.077793092|0.382481746|-51.18223058|7.634605066000001|69.28224942|-0.029561375|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|60.02453683|-19.44924762|51.14820251|2722.728332|-972.4623811|2161.751186|0.219891897|8.166385503999999|15.24926152|144.672972|-639.8099471|0.013439632|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|-10.52|6.38|78.25|121.69|0.0|4.0|-6.06|31.0|4.0|-5.42|401.46|0.0|1.0|4.37|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|3.0500000000000005e-11|5.9837|4.45|-1275.8670960000002|1174.61|347.26|207.2|0.32553|-1275.636924|-0.1481299999999999|4.7315|-0.20722|-1275.6960869999998|6.5609|7585.0|7585.0
16_a47|0.0|1|1|2.890539668|0.0|0|6.605297921|0|0|1.417579067|-0.1246612469999999|2|-0.08282926|1.491023983|0.001426202|0.0506476009999999|1|-0.004153659|-0.236994128|-0.3379683979999999|2|0.812131575|-0.113476605|0.87782381|0.691860453|-0.092995116|0.421094692|-48.19609034|9.676588112|63.13219447|-0.034261359|5.0150344780000005|0.0|0.697929921|-1.301931629|-25.03540372|60.36423869|-17.75645434|57.9827944|2315.178558|-674.7452647999999|833.8646097|0.302070079|6.855429069|13.01476838|156.55227280000005|-349.69668310000003|0.0234786339999999|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|0.0|1.0|1.0|2.0|2.93|0.06|21.0|-8.17|4.47|66.49|91.55|1.0|3.0|-4.34|25.0|5.0|-6.04|337.33|0.0|1.0|3.52|-4.42|4.56e-05|0.0154|3.84e-05|13.0|6.8099999999999994e-09|4.4393|2.95|-1167.0124560000002|894.43|303.84|279.29|0.59209|-1166.901251|-0.16851|2.3795|-0.22568|-1166.951551|3.8601|9.0|9.0
8e_a8|0.0|1|0|3.01599663|0.0|1|7.05012252|0|0|1.394799502|-0.205927741|0|-0.000766016|0.0|-0.102167262|-0.051339286|1|-0.004224671|-0.0015448089999999|-0.475941912|0|0.7233950809999999|0.02023118|0.7742101929999999|0.661490276|-0.105450888|0.280304418|-64.32539698|12.87136047|106.0087621|-0.04393787|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|75.57562034|-26.80224874|83.37098475|2692.975753|-1286.50794|2080.07805|0.196692764|7.50719734|14.52755918|119.9832494|-784.77418|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|1.0|0.0|0.0|2.0|3.2|0.04|23.0|-7.78|4.33|90.11|111.81|1.0|5.0|-5.27|30.0|4.0|-6.14|403.41|0.0|0.0|3.71|-4.9|5.34e-06|0.00215|1.25e-05|0.00504|1.6399999999999998e-08|4.6303|7.22|-1376.924308|1090.07|378.73|267.77|0.50055|-1376.708067|-0.13719|6.1505|-0.19972|-1376.766245|7.7951|4.7014|4.7014
12z_a36|0.0|1|0|3.435113772|0.0|0|7.412764017000001|2|2|1.297044126|-0.010732275|2|0.037307819|0.0|-0.010881947|-0.030529442|1|0.001194592|0.066366917|-0.433580807|1|0.826316772|0.103551178|0.886776351|0.834790405|-0.102674964|0.492335362|-68.09761735|15.50078625|114.3931487|-0.036238222|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|83.07227002|-24.03445318|69.61568586|2841.692299|-1225.757112|2451.657399|0.287317638|8.016303367999999|14.78435842|190.5590792|-812.9648725|0.0225782039999999|1719.920651|642.3830552000001|14.97465267|1.0|0.0|0.0|1.0|0.0|2.0|4.76|0.13|17.0|-6.66|2.75|92.99|128.47|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.21e-07|3.8969|2.98|-1325.157504|1153.7|318.16|318.16|0.69397|-1324.951498|-0.1575|4814.0|-0.2139199999999999|-1325.010808|6.5892|8301.0|8301.0
12_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605020506|-0.118456941|2|-0.120694579|2.07135708|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|-0.604704476|2|0.718481325|-0.039834906|0.784451598|0.829399708|-0.096133903|0.101891875|-45.63945658|5.258353635|239.2266101|-0.039584548|2.496397166|76.23910943|0.830418645|-1.345874639|-20.92463497|52.16354015|-18.79271742|49.333524|2056.502939|-638.9523922000001|1064.221958|0.169581355|5.6343192|10.50748861|80.50854774|-303.3418921|0.01374218|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|1.0|3.2|0.0|21.0|-6.89|4.34|92.93|90.49|1.0|2.0|-5.68|22.0|3.0|-5.3|304.37|0.0|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|1.3e-07|3263.0|2.94|-1272.125792|847.25|379.97|379.97|0.69784|-1272.010995|-0.13153|2.3762|-0.19514|-1272.058487|3.1979|5.45|5.45
47d_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175994|-0.041876322|0|0.069914568|0.0|-0.07722825|0.016324953|0|0.005144085|0.104380139|-0.417659275|0|0.7430748709999999|-0.002494715|0.773981237|0.836999127|-0.087315963|0.445704576|-71.20388424|12.45251265|64.92967228|-0.028722356|10.15469843|58.93717545|0.69814381|-2.182899066|-42.52098397|86.29525584|-23.42233034|64.59518279|3304.705347|-1780.097106|1947.023498|0.30185619|9.940531282|19.16475647|246.1558296|-1451.622641|0.018506261|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|1.0|1.0|2.0|4.73|0.32|18.0|-8.83|2.81|88.97|159.67|1.0|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|0.00276|1.4800000000000003e-09|3.1079|8.08|-1704.0327519999998|1544.09|398.94|398.94|0.69905|-1703.545539|-0.12844|3.7605|-0.17405|-1703.622959|4.2225|8.0969|8.0969
27c_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1|1.4335249819999998|-0.1450543259999999|1|-0.08157574|0.0|-0.028344637|-0.014364543|1|-0.004694534|-0.132026575|-0.543350914|1|0.783333463|-0.0360159139999999|0.8353837409999999|0.631065353|-0.12597014|0.32643486|-84.73908278|20.51361454|176.7076265|-0.042782312|13.79934071|119.8660257|0.7381974290000001|-2.26746252|-51.69246989|100.1948155|-28.77931113|97.35782216|2921.328444|-1525.30349|2477.818875|0.261802571|8.808655321|15.31184469|176.1124482|-1026.059181|0.022975949|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.12|23.0|-7.67|3.11|104.29|119.71|1.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0151|2.13e-08|4277.0|5.23|-1426.482676|1203.69|316.4|289.89|0.68683|-1426.246896|-0.1589|7.6204|-0.19682|-1426.31053|9.6148|6.0969|6.0969
12av_a36|0.0|1|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|1.297042752|-0.081537769|2|0.06882889|0.0|-0.021036176|-0.039627578|1|-0.000472698|0.1168328169999999|-0.507136551|1|0.8076780109999999|-0.018133027|0.8571025990000001|0.752447733|-0.105593135|0.277834652|-73.55299094|15.09249582|99.2415672|-0.035197712|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|3011.024457|-1397.506828|2354.591519|0.328083083|8.975655204|17.64042914|228.5327731|-973.4610746|0.025779468|2079.880404|757.7532208|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|4.96|0.17|17.0|-6.93|2.38|98.3|138.06|1.0|7.0|-3.54|33.0|5.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.1800000000000001e-07|4.8408|4.5|-1440.945099|1247.28|360.39|256.12|0.43212|-1440.67411|-0.14122|4.7666|-0.19429|-1440.738332|6.1075|7.4089|7.4089
6b_a31|0.0|1|0|3.404988662|0.0|0|7.773594467000001|1|1|0.610136262|-0.178758575|0|0.11647286|0.0|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|-0.57983695|0|0.78240875|-0.068433069|0.841537966|0.627853074|-0.1284626569999999|0.146652651|-78.37648097|20.12924648|159.79549319999998|-0.045675611|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|2776.92804|-1254.023695|2063.736075|0.254079586|7.513612533|14.46878435|155.0167518|-765.0936586|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.1|22.0|-7.33|5.19|131.36|109.69|1.0|4.0|-5.63|29.0|5.0|-6.5|404.44|0.0|1.0|3.3|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|4.67e-08|3.2949|4.61|-1652.635711|1077.19|376.29|376.29|0.7013199999999999|-1652.44739|-0.13345|5.9085|-0.1918|-1652.505041|8.8379|7.2676|7.2676
19l_a38|0.0|1|0|3.280796643|0.0|0|7.412764017000001|2|2|1.297043246|-0.10490608|2|0.103904811|0.0|-0.02967593|-0.032264281|1|0.000347207|0.217841852|-0.4224000739999999|1|0.839953955|-0.032569307|0.89459881|0.799611189|-0.100870929|0.51306986|-65.35669452|14.19254029|133.9992534|-0.037359603|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|-24.20618316|65.82033039|2921.048554|-1307.13389|2934.313773|0.262589769|6.568874137999999|11.52660233|170.13821069999997|-846.9234048000001|0.021129331|1772.6006989999998|696.3887025|13.69020024|1.0|0.0|1.0|1.0|1.0|3.0|4.94|0.12|17.0|-7.28|4.03|81.23|135.78|1.0|6.0|-4.94|32.0|4.0|-6.39|427.48|0.0|1.0|3.22|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|5.27e-08|3.6709|4.08|-1409.557954|1164.34|369.66|337.75|0.69413|-1409.309206|-0.13977|6.5627|-0.2001|-1409.37001|9026.0|7.8633|7.8633
12d_a31|0.0|1|0|3.441384322|0.0|0|7.765993078999999|1|1|0.61013528|-0.043220149|0|-0.042401695|0.0|-0.085780934|-0.032270224|2|0.000127275|-0.067477864|-0.550805937|0|0.8343242820000001|-0.00658148|0.873955169|0.7054497479999999|-0.11498416|0.3996192999999999|-81.56033123|21.06095035|157.30671669999998|-0.032542687|14.93891054|557.514503|0.6383648510000001|-1.724762406|-47.23018217|99.79879739|-23.08311261|87.64629597|2653.867767|-1223.404968|2434.226776|0.361635149|9.445278138|15.46841054|256.5143096|-867.7831284|0.02571268|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|1.0|2.0|3.76|0.38|16.0|-7.63|6.04|117.37|112.97|1.0|9.0|-5.61|29.0|5.0|-6.36|412.51|0.0|1.0|3.76|-4.39|2.48e-06|0.0010199999999999|4.06e-05|0.0167|2.3500000000000002e-08|3.8477|5.0|-1657.428467|1201.63|322.23|322.23|0.7006600000000001|-1657.1792779999998|-0.15968|2.4186|-0.19096|-1657.245177|3.3585|6.2924|6.2924
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|7.727094485|1|1|0.300205953|-0.380857136|2|-0.061030265|0.0|-0.114070359|-0.038125|1|0.002202734|-0.1017929319999999|-0.510222233|2|0.786206898|0.095179795|0.8341090329999999|0.7381768390000001|-0.0863473759999999|0.400181795|-61.95565276|6.774333772|104.0919365|-0.033099828|4.860695117|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|3351.548891|-1424.980013|2328.360804|0.173430886|8.070811215|15.94634031|124.4394929|-1022.446432|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|1.0|0.0|1.0|1.0|1.0|2.0|3.94|0.24|23.0|-8.66|2.94|124.17|132.47|1.0|5.0|-5.74|34.0|6.0|-6.75|474.58|0.0|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|0.00355|2.17e-09|5.0379|7.63|-1845.257085|1302.56|302.15|246.1|0.41618|-1844.970617|-0.16967|3.4118|-0.20954|-1845.037411|3.8107|6.8327|6.8327
