molecula|SddssS|NaaNH|n9FaHRing|SssssC|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
32_a47|0.0|0|1|0.0|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|3|-0.013510009|-0.2037028839999999|-0.026022099|-0.044598914|1|1|-0.0274939029999999|-0.157688306|-0.2749014|2|0.810444864|-0.0094137619999999|0.634406338|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|28.55112477|10.01980854|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|2808.210157|-995.3056298|2255.632049|-13.53252578|8.656942728999999|15.53902041|-717.2238666000001|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|1.0|2.0|3.35|3.67|21.0|4.18|5.07|3.11|2.0|0.0|125.17|0.0|5.0|-4.81|31.0|-6.34|0.0|0.0|1.0|3.94|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|0.0|0.0|6.55e-07|4.9046|2.97|3.6829|-1778.127634|-1778.0970140000002|1184.76|252.79|0.48011|0.68986|0.2839|-0.20778|0.03062031|6.3139|7.0|7.0
12e_a36|0.0|1|0|0.0|2|1.29704412|0.0|-0.064019914|-0.007100632|5.351858133|2|0.144415507|-0.404736007|-0.0586405829999999|-0.084051264|1|1|0.244642918|-0.1763783589999999|-0.43688276|1|0.7975411790000001|-0.010494913|0.856274847|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|65.27404529|7.71202397|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|2709.877204|-1220.428718|2309.239105|-14.64611103|6.767371321000001|12.69013737|-776.2438847|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|1.0|0.0|2.0|4.85|0.0|17.0|3.24|2.19|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|-6.55|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|1142.19|323.18|0.6814600000000001|0.70007|0.0006|-0.20151|0.03037051|8735.0|7.8539|7.8539
4d_a46|0.0|0|0|0.173086735|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|2|-0.131948546|-0.085744171|-0.111025108|-0.076521434|1|1|-0.206000242|-0.1271933999999999|-0.240143042|2|0.764741337|-0.213089038|0.623144956|0.936057958|-0.056384895|-0.070772596|0.290035518|0.008652238|-30.95621863|8.241078584|2.607946825|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|2181.291783|-621.6847867|2233.65548|-7.419891252999999|5.757075209|10.30138878|-341.3149976|16.6147308|-344.15403910000003|764.2776167999999|509.0572545|1.0|1.0|1.0|1.0|0.0|3.78|3.5|17.0|4.81|5.11|2.84|2.0|1.0|101.75|0.0|2.0|-4.93|25.0|-5.4|0.0|1.0|1.0|4.11|-5.11|1.18e-05|0.00416|7.8e-06|0.00275|0.0|0.0|1.3699999999999998e-05|4.4265|4.18|4.4265|-1453.840712|-1453.817782|1009.78|280.09|0.69884|0.69884|0.1313|-0.22603|0.02292966|3.7104|6.2865|6.2865
3a_a32|0.0|1|1|0.0|0|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|5.6869753560000005|0|-0.014365682|-0.250406908|0.102212031|0.125185185|3|3|-0.028290955|-0.1568626659999999|-0.491457345|0|0.844272053|-0.045516432|0.7757299320000001|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|0.0224684379999999|-37.30101542|87.55216606|4.811337463|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|-14.97491147|47.69828617|2028.93875|-449.2473442|812.930125|-6.929640892|5.755284924|10.67859439|-207.8892268|22.27382254|-159.4728294|668.2146761|278.73805810000005|0.0|1.0|1.0|1.0|1.0|2.96|2.21|19.0|5.77|4.12|1.19|0.0|0.0|83.28|0.0|2.0|-5.32|20.0|-5.77|0.0|0.0|1.0|3.32|-4.35|4.83e-06|0.00144|4.51e-05|0.0134|0.0|0.0|0.0002279999999999|3.6308|2.17|3.6308|-1554.796165|-1554.768725|801.12|341.48|0.70229|0.70229|0.2719|-0.20638|0.02744024|5.7916|8.5686|8.5686
5e_a40|0.0|0|0|0.0|0|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0|-0.106497535|-0.162528785|0.158430496|0.029272031|2|2|-0.184667138|0.010397494|-0.391074665|0|0.8092726020000001|-0.402340487|0.5087199929999999|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|0.019851304|-36.56222854|170.7311133|4.489363277|0.8223594679999999|-1.076691165|-17.38723451|48.81318333|-17.06741495|46.00255248|1986.384601|-512.0224486000001|512.5703164|-8.116440327000001|6.533857846|12.51197289|-243.4932098|20.75420252|-306.597267|622.6260756|264.9899736|1.0|1.0|0.0|0.0|0.0|3.03|2.73|14.0|4.3|3.74|2.37|1.0|1.0|79.16|0.0|3.0|-4.78|20.0|-5.66|0.0|1.0|1.0|3.33|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|0.0|0.0|0.00678|3.7138|4.99|3.7138|-1637.197299|-1637.180703|802.38|333.85|0.69675|0.69675|0.5262|-0.2201699999999999|0.01659566|10282.0|7.6021|7.6021
1n_a5|0.0|1|0|0.0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|2|0.002508727|-0.3365350029999999|-0.150600424|-0.047910067|1|1|0.004115733|-0.015850084|-0.393928416|2|0.77828693|-0.013686011|0.656280207|0.785210014|-0.082180848|-0.081950989|0.428980979|0.023129277|-47.1725036|63.58796786|7.620766672|0.627751746|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|2437.279452|-752.6490056|889.4388375|-10.04713747|7.881746117|15.27080096|-432.02691110000006|27.88278228|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|1.0|2.88|2.67|23.0|4.41|3.99|1.72|1.0|0.0|101.77|0.0|5.0|-4.27|27.0|-6.41|0.0|0.0|1.0|3.14|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|0.0|0.0|3.01e-06|4.3838|4.19|4.3838|-1179.209088|-1179.169527|1017.23|282.82|0.44786|0.44786|0.3789|-0.23278|0.03956123|0.7104|7.5686|7.5686
19g_a38|0.0|1|0|0.0|2|1.297044182|0.0|-0.077355838|-0.008497058|5.351858133|2|-0.037579797|-0.458841138|-0.009881824|-0.046735135|1|1|-0.096139701|-0.250781298|-0.438254637|1|0.836170906|-0.063110203|0.632625562|0.7200062690000001|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|137.56612280000002|9.191644336|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|69.14572278|2897.384301|-1228.994351|2506.378649|-15.5542928|6.327835378|11.62016299|-777.7146399000001|34.14148263|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|1.0|3.0|4.82|2.52|17.0|3.55|3.11|2.78|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|-6.81|0.0|0.0|1.0|2.97|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|5.2766|3.66|3.6887|-1431.419426|-1431.386981|1104.29|234.97|0.3937|0.69982|0.0962|-0.20748|0.03244515|6.1765|7.3778|7.3778
40_a47|0.0|0|1|0.0|0|1.420389717|1.715145925|-0.246203395|-0.004181351|4.727387819|3|-0.056839794|-0.179798097|-0.038143308|0.056362705|1|1|-0.130213023|-0.338113214|-0.2636225|3|0.836942961|0.018609507|0.607650682|0.812233678|-0.060416547|-0.083237511|0.237173658|0.02047837|-32.5926343|54.11003524|5.959674083|0.573656733|-1.082087641|-17.58259718|60.97203959|-14.59371996|43.64000551|2313.85811|-583.7487984|868.5333132000001|-7.872806386000001|7.042383142|12.98034048|-314.91225539999994|25.43981292|-79.47051169|1017.592517|388.178924|0.0|1.0|1.0|1.0|1.0|3.07|2.91|21.0|2.96|4.04|1.52|0.0|0.0|94.28|0.0|3.0|-3.26|25.0|-6.78|0.0|1.0|1.0|2.72|-3.72|0.000546|183.0|0.000192|0.0643|0.0|0.0|2.79e-05|4.0176|2.06|3.7236|-1123.174467|-1123.144637|947.27|308.6|0.67615|0.68492|0.2612|-0.20317|0.02983032|6.5995|8.4|8.4
12c_a30|0.0|0|0|0.0|2|0.604984133|0.0|0.045997203|-0.006900253|5.351858133|2|-0.0983590219999999|-0.3657134279999999|0.019094532|-0.072247675|1|1|-0.172653074|-0.090173435|-0.468696709|1|0.824373792|-0.031986012|0.7463962120000001|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|0.01588025|-50.12643041|82.07537640000001|6.768942632999999|0.8061287690000001|-1.833162702|-32.72642202|72.5855533|-24.42511853|60.4942895|2860.640481|-1196.830808|2456.062146|-15.946612|7.652098812999999|13.9883503|-781.3839879|30.29927658|-399.7292126|1484.664552|652.8825454|1.0|1.0|1.0|0.0|1.0|4.62|0.0|17.0|4.47|3.27|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|-5.75|0.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|2.61e-05|5.0582|4.45|3.5286|-2035.373591|-2035.339256|1168.62|245.12|0.32037|0.68457|0.1568|-0.2038599999999999|0.03433522|4.7893|7.9914|7.9914
19b_a38|0.0|1|0|0.0|2|1.297044256|0.0|-0.122009545|-0.008652352|5.351858133|2|0.013765516|-0.467227005|-0.1381849369999999|-0.0697981979999999|1|1|0.035216067|-0.250781298|-0.443325632|1|0.8295290000000001|0.019437461|0.632625562|0.7293105670000001|-0.086013549|-0.11557289|0.336505882|0.0224393089999999|-53.38447032|120.3048789|8.643817972|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|67.31146923|2897.652112|-1291.149559|2436.66785|-16.02708787|7.159317935|13.74014387|-801.3543933999999|33.99385836|-322.28833010000005|1699.692918|593.6088758|1.0|1.0|1.0|0.0|3.0|4.82|2.37|17.0|3.55|3.11|2.78|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|-6.81|0.0|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|5363.0|3.66|3.7509|-1431.414099|-1431.38073|1111.29|231.18|0.38952|0.69411|0.1945|-0.20445|0.03336932|6.3396|7.9172|7.9172
16_a3|0.0|0|0|0.0|0|0.605020428|0.0|0.183636734|-0.010031024|4.727387819|2|0.027762972|-0.371147877|-0.013328983|-0.018884246|1|1|0.069124437|0.008045619|-0.614173961|2|0.767641592|-0.142670655|0.640070307|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|-53.7971544|248.6415425|2.977102266|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|2184.788331|-692.4398741|1290.305313|-10.05903863|5.780331402000001|11.22152755|-342.00731349999995|24.54661368|-325.670405|834.5848652000001|328.71459869999995|1.0|1.0|1.0|1.0|1.0|3.13|2.59|21.0|4.74|4.57|2.26|0.0|0.0|90.44|0.0|2.0|-4.98|23.0|-5.89|0.0|0.0|1.0|3.5|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0104|0.0|0.0|2.25e-05|3.2208|3.19|3.2208|-1371.388717|-1371.360243|856.09|384.94|0.6944100000000001|0.6944100000000001|0.3866|-0.2029|0.02847445|3613.0|7.3768|7.3768
15_a3|0.0|0|0|0.0|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|3|-0.182934001|-0.289938297|0.126641951|0.021805556|0|0|-0.325227172|-0.039798975|-0.505519936|3|0.813015336|-0.103599654|0.911346861|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-47.26593592|315.5421792|2.070175472|0.850327497|-1.50667999|-24.19332693|60.30684851|-19.28005913|51.31038923|2116.88728|-771.2023653|1433.713715|-9.868603355|5.371119692000001|9.975434973|-394.7441342|22.67368656|-358.6340772|906.9474625|402.781061|1.0|0.0|1.0|1.0|1.0|4.12|0.0|16.0|2.21|1.56|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|-7.35|0.0|0.0|0.0|1.2|-3.02|0.0017|547.0|0.000951|306.0|0.0|0.0|0.000535|6.0077|2.33|3.7072|-1328.688126|-1328.665275|916.07|206.37|0.2843199999999999|0.67902|0.0173|-0.22079|0.0228507|2.3271|7.6021|7.6021
8_a10|0.0|0|0|0.0|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|5.4161004020000005|2|-0.000315856|-0.296880569|-0.15615298|-0.106100115|1|1|-0.000504277|-0.132343104|-0.368590322|2|0.809386132|-0.015871527|0.616731847|0.874843982|-0.059655303|-0.086233061|0.597912185|0.015758182|-32.63117642|32.98071169999999|4.714910465|0.722649449|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|41.25082928|2612.274447|-801.8744912000001|1899.542278|-8.951462413|6.112185271|10.75705296|-438.6216583|22.64553798|-243.5764486|1109.631361|583.7217118|0.0|1.0|1.0|1.0|0.0|3.42|3.27|21.0|4.46|4.2|2.46|1.0|0.0|111.36|0.0|4.0|-4.52|29.0|-6.25|0.0|1.0|1.0|3.55|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|0.0|0.0|9.59e-06|4.6964|4.58|3684.0|-1257.84172|-1257.819281|1047.58|264.0|0.41583|0.68815|0.0916|-0.21789|0.02243902|1.5482|6279.0|6279.0
8b_a12|0.0|0|0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|0.0|2|0.028584223|-0.618894925|-0.036536396|-0.1090955359999999|0|0|0.047425677|0.006468729|-0.659952678|1|0.7407532059999999|-0.010950243|0.856390139|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|319.0086845|3.769098814|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|2388.888334|-1213.971783|1437.536303|-15.27062922|6.373278096|12.27845608|-702.4489440000001|29.68794201|-450.1059006|1365.645333|510.3677388|0.0|1.0|1.0|1.0|2.0|4.11|2.57|18.0|3.11|1.9|2.23|1.0|0.0|110.58|0.0|4.0|-4.1|27.0|-6.51|0.0|0.0|0.0|2.51|-4.01|7.890000000000001e-05|28.0|9.74e-05|0.0346|0.0|0.0|1.26e-05|4.2263|5.11|3.7446|-1159.405202|-1159.365835|1020.47|293.37|0.53425|0.57773|127.0|-0.21184|0.03936706|6.1286|6.58|6.58
16i_a32|0.0|1|1|0.0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|0|-0.056414399|-0.7748511779999999|-0.104899053|0.006037736|3|3|-0.098841478|-0.211019184|-0.700853898|0|0.836966894|0.134577711|0.761506727|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|90.08098301|9.540239197|0.718964113|-1.836344582|-36.62130242|88.80827938|-24.00328703|70.6307405|2770.767996|-1200.164351|3450.514629|-15.6876273|6.848009314|12.57892808|-784.3813651|33.38593207|-286.2130831|1669.296604|636.0251562999999|1.0|1.0|1.0|1.0|2.0|3.75|3.16|19.0|6.25|4.85|1.34|3.0|0.0|116.75|1.0|8.0|-7.03|29.0|-5.93|1.0|0.0|0.0|3.96|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|0.0|0.0|1.7100000000000002e-05|3.6176|4.99|3.6176|-1995.307733|-1995.279632|1175.51|342.72|0.70222|0.70222|0.2857|-0.2002|0.02810109|4.0568|8.2596|8.2596
12aa_a30|0.0|0|0|0.0|2|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|2|-0.014017531|-0.539735362|0.059360681|-0.007369513|1|1|-0.023695642|-0.207153446|-0.394520145|1|0.809127478|0.024991407|0.794193541|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|0.030906491|-54.50378741|55.0567406|15.0745057|0.630759573|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|3115.249471|-1345.094532|2455.130164|-16.48066156|8.65813938|16.21199661|-939.3977091|37.41227352|-182.6418006|2132.499591|792.3440337000001|1.0|1.0|1.0|1.0|1.0|4.86|0.0|17.0|3.94|2.63|2.2|2.0|0.0|140.26|0.0|7.0|-5.61|33.0|-6.39|0.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|0.0|0.0|6.720000000000001e-05|5.1925|3.34|3.4642|-1804.818818|-1804.784381|1275.73|238.78|0.30341|0.68642|0.1506|-0.19687|0.03443621|6.4878|8.1135|8.1135
16e_a32|0.0|1|1|0.0|0|0.609420752|0.0|0.180914799|-0.0154404319999999|5.733341277|0|-0.04474426|-0.772021601|-0.070351839|-0.01320745|3|3|-0.079817994|-0.219947482|-0.698621582|0|0.86370575|0.096017785|0.7619492790000001|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|105.4021155|9.961663868|0.702226562|-1.760072163|-35.94239328|90.34923861|-24.05371573|71.46633549|2710.157931|-1130.524639|3376.1299740000004|-15.45011555|6.573687662|12.15001203|-726.1554308999999|34.2534974|-259.78720209999994|1609.914378|573.3529948|1.0|1.0|1.0|1.0|2.0|3.64|3.36|19.0|6.03|4.6|1.12|3.0|0.0|111.95|1.0|8.0|-6.59|28.0|-6.15|1.0|0.0|1.0|3.77|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0074099999999999|0.0|0.0|1.73e-05|3.6214|4.59|3.6214|-1955.993572|-1955.965644|1130.95|342.37|0.7022|0.7022|0.2858|-0.2005|0.02792775|3.9389|8.1367|8.1367
13h_a6|0.0|1|0|0.0|0|1.424099498|0.0|-0.094781725|-0.006619944|4.727387819|2|0.060987639|-0.3839567379999999|-0.01698365|-0.090944829|1|1|0.105918119|-0.215607882|-0.468842137|2|0.780222427|-0.0256002129999999|0.789769968|0.867910741|-0.074151997|-0.091977068|0.300800177|0.017441348|-51.85624128|77.20799814|8.529752344|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|2926.745635|-1222.112956|2829.19698|-15.82689691|9.11292243|16.928040300000003|-854.6524332|30.71129129|-331.36552|1658.40973|744.1359788|1.0|1.0|1.0|1.0|2.0|3.64|3.03|27.0|5.41|4.79|1.13|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|-6.31|0.0|0.0|1.0|3.61|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|1.15e-08|4.8701|3.83|3392.0|-1386.613707|-1386.569017|1253.92|254.58|0.50716|0.69001|0.2121|-0.2153199999999999|0.04469058|10.0322|7.3279|7.3279
2_a33|0.0|1|1|0.0|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|0|-0.049900189|-0.476784502|0.070526947|-0.05997501|3|3|-0.0881938509999999|-0.148024156|-0.593915758|0|0.833090592|-0.0212158239999999|0.753434785|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|103.5201191|6.889294995|0.702597735|-1.56070672|-30.02592687|75.44970552|-19.46234551|60.41371259|2632.195388|-953.6549298|3245.244678|-11.89228027|6.152818143999999|11.60906093|-582.7217333|27.70055258|-247.5908207|1357.327077|618.9134881|1.0|1.0|1.0|1.0|2.0|3.57|3.51|19.0|6.7|4.63|1.33|2.0|0.0|115.28|1.0|7.0|-6.35|28.0|-6.17|1.0|0.0|1.0|3.98|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|0.0|0.0|8.78e-06|3.6281|5.11|3.6281|-1920.079174|-1920.049452|1128.98|341.74|0.70205|0.70205|0.2911|-0.19979|0.02972182|5539.0|8.2596|8.2596
14aa_a23|0.0|0|1|0.0|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|5.351858133|2|0.031136154|-0.287870566|-0.029037128|-0.044957534|2|2|0.055934795|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|0.693959193|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|-35.51947393|40.49537336|8.355923226|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|2941.302235|-1140.287028|2263.821505|-14.65218978|8.000512184|15.78173785|-776.5660584|27.00633206|-404.0660854|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.63|3.68|26.0|4.4|4.63|3.45|2.0|1.0|130.22|0.0|5.0|-6.23|32.0|-5.92|0.0|0.0|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|0.0|0.0|3.07e-06|3.5934|4.1|3.5934|-1708.5626|-1708.5422620000002|1231.11|345.03|0.6805899999999999|0.6805899999999999|0.4157|-0.21573|0.02033777|8.3532|8451.0|8451.0
A7701_a51|0.0|1|0|0.0|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|2|0.070581466|-0.0927335619999999|0.058290286|-0.0299823629999999|1|1|0.119725261|0.061434294|-0.22798944|2|0.7451039290000001|0.00552665|0.688876851|0.865114773|-0.071384149|-0.078131694|0.514530959|0.007404204|-32.97926236|146.2104641|1.580362387|0.799046392|-1.09384371|-15.23632002|41.87351682|-14.03756956|36.39998243|1959.582581|-505.3525041|1108.114062|-6.485314917999999|5.137516673|8.863149921|-233.4713371|17.56790307|-276.3170672|632.4445105000001|332.8814548|1.0|0.0|1.0|1.0|1.0|2.66|2.05|21.0|4.46|4.0|1.98|0.0|0.0|87.52|0.0|2.0|-3.95|22.0|-5.82|0.0|1.0|1.0|3.12|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|0.0|0.0|7.5e-06||||||||||||||7.6021|7.6021
12h_a36|0.0|1|0|0.0|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|2|0.059920602|-0.503153567|-0.003014954|-0.051080247|1|1|0.100530266|-0.239932418|-0.410826531|1|0.820041835|-0.10861416|0.84179881|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-48.17643878|82.11195464|11.96512593|0.665254541|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|2845.467486|-1263.568727|2391.856014|-15.32224162|7.428908584|13.87400978|-827.4010477|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|1.0|0.0|1.0|0.0|2.0|4.8|0.0|17.0|2.77|1.89|1.72|1.0|0.0|130.24|0.0|6.0|-3.95|31.0|-6.93|0.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|0.0|8.340000000000001e-05|5.1998|2.92|3.4554|-1347.481013|-1347.451759|1177.89|238.44|0.34589|0.7014600000000001|0.0056|-0.1926|0.02925492|8.7377|7.8539|7.8539
8f_a12|0.0|0|1|0.0|1|0.609895166|0.0|0.110310585|-0.008295703|4.59511985|2|-0.013400998|-0.3981937339999999|0.028505422|-0.024023866|1|1|-0.023769395|-0.125424286|-0.560548116|1|0.7475224290000001|-0.13747286|0.8409290840000001|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-41.27611074|83.13642146|4.290980116|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|2541.921472|-955.746511|1448.568734|-12.34367323|7.016225129|13.00131176|-543.1216218999999|25.9168408|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|1.0|1.0|4.09|3.26|21.0|4.99|3.41|3.1|2.0|0.0|115.66|0.0|3.0|-5.7|27.0|-5.47|0.0|1.0|1.0|3.82|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|0.0|0.0|1.4e-06|4.1744|4.19|3.6536|-1481.146454|-1481.115891|1020.81|297.01|0.59107|0.65098|0.2466|-0.2124|0.03056355|1.4701|6.1898|6.1898
4f_a49|0.0|0|0|0.0|1|1.343848013|2.066693174|0.010266272|-0.008903208|5.4161004020000005|2|-0.087861524|-0.418450768|-0.064058097|0.0705130559999999|1|1|-0.14414265|-0.025995042|-0.46436755|2|0.7927086309999999|-0.00953448|0.670594896|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-55.88123394|193.615884|4.89045046|0.718306291|-1.439288231|-30.33918719|60.18871783|-18.1726086|64.88887164|2458.261097|-781.4221699|1629.651745|-9.866320682|6.302023735|11.20071713|-424.2517893|25.29924744|-237.0468572|1087.86764|467.1194103|0.0|1.0|1.0|0.0|1.0|3.07|2.35|21.0|3.42|3.8|2.03|1.0|0.0|102.08|0.0|3.0|-3.99|27.0|-6.6|0.0|0.0|1.0|2.85|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0289|0.0|0.0|0.000104|4.6249|4.07|3.7098|-1179.23587|-1179.201105|982.46|268.08|0.39584|0.68474|0.0579999999999999|-0.22471|0.03476467|1.8254|7.3979|7.3979
13b_a50|0.0|0|1|0.0|2|1.267593379|4.253030728|-0.067327798|-0.003876697|5.82008293|2|-0.0204949039999999|-0.263615417|-0.042022102|-0.054716607|2|2|-0.03182432|-0.269353185|-0.319215353|1|0.788327682|-0.041506802|0.71935296|0.906164013|-0.051509874|-0.080785633|0.435064196|0.019899348|-36.81915624|104.0753113|10.16729727|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|51.04317051|3036.874979|-1212.6536230000002|2147.355856|-13.75876844|9.514897025|16.75483549|-866.8024118999999|27.48170624|-286.5057775|1731.347493|900.2031356000001|1.0|1.0|1.0|1.0|0.0|4.78|4.17|20.0|4.24|5.12|2.52|2.0|0.0|133.36|0.0|7.0|-5.02|34.0|-6.3|0.0|0.0|0.0|3.99|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|0.0|0.0|2.68e-05|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|1339.39|293.0|0.65332|0.63872|0.1553|-0.19622|0.03156473|7.1645|5.7375|5.7375
