molecula|SddssS|NaaNH|n9FaHRing|SssssC|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
11_a4|0.0|0|0|0.0|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|2|-0.017835936|-0.056016567|-0.073554945|-0.0043410079999999|1|1|-0.030003079|-0.046906237|-0.145254541|2|0.820318166|-0.163623353|0.647727179|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|12.88007087|3.118219598|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|2452.527871|-641.5941818|1640.559148|-7.889214068999999|6.850305797000001|13.18281017|-370.7930613|18.0546182|-296.0029432|848.5670554999999|575.2252237|1.0|1.0|1.0|1.0|0.0|3.31|3.49|21.0|4.97|5.22|3.15|2.0|0.0|111.64|0.0|4.0|-5.14|27.0|-5.74|0.0|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|0.0|0.0|3.31e-06|4907.0|3.2|3.78|-1467.463842|-1467.440475|1071.03|252.67|0.4444|0.65942|0.0403|-0.2146699999999999|0.02336674|5.3012|6.9586|6.9586
8m_a46|0.0|0|0|0.2148468989999999|1|1.160371261|2.126524943|-0.044830187|-0.00517896|5.533389489|1|-0.134230003|-0.248590088|-0.120972269|-0.064176245|1|1|-0.206020062|0.015631887|-0.380393836|1|0.7699708959999999|-0.084989948|0.77612204|0.876210355|-0.0911455|-0.085204935|0.280198209|0.007059399|-48.32436573|166.8508795|1.984401749|0.8854896870000001|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|2045.330306|-767.9706141|1913.813025|-9.04821721|5.684332261000001|9.899611044|-407.1697745|19.27296714|-408.7649869|867.2835213999999|463.1469765|0.0|0.0|1.0|1.0|1.0|3.24|2.92|17.0|4.16|4.21|2.62|1.0|0.0|96.16|0.0|2.0|-4.48|24.0|-5.61|0.0|1.0|1.0|3.53|-4.56|3.3e-05|0.0105|2.78e-05|0.0088799999999999|0.0|0.0|0.000112|5.3062|4.12|4.2881|-1014.126693|-1014.091966|970.82|233.66|0.43001|0.6997800000000001|0.1441|-0.19715|0.03472717|3.1675|6.6402|6.6402
21b_a23|0.0|0|1|0.0|0|1.197963051|3.351726269|0.094654108|-0.005936474|5.4161004020000005|2|0.057405955|-0.326506055|-0.103470358|-0.0490623259999999|2|2|0.107996329|-0.130528352|-0.481470603|2|0.7717839409999999|0.131951284|0.668547062|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|0.014481931|-41.81114831|41.6766724|7.117014296|0.812334718|-1.745210489|-29.31080756|67.68046598|-23.98906534|51.9633947|3074.083057|-1223.442332|2531.041828|-16.81701905|8.773746105|16.20152864|-857.6679716|29.53101081|-437.9110924|1506.081551|712.6737861|0.0|1.0|1.0|1.0|1.0|3.59|3.42|26.0|3.92|4.2|2.6|2.0|1.0|129.97|0.0|5.0|-6.1|33.0|-6.42|0.0|0.0|0.0|3.57|-5.22|8.02e-07|0.000361|6.06e-06|0.00273|0.0|0.0|6.45e-06|4.0023|3.57|3.6237|-1761.498874|-1761.4722969999998|1247.38|309.79|0.57848|0.70139|0.2333|-0.23434|0.02657688|13.2567|7.0691|7.0691
2_a20 (SB-505124)|0.0|1|0|-0.09011519|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|1|0.013612077|-0.498602014|-0.177905025|-0.137383329|1|1|0.02072518|-0.229461916|-0.520284161|1|0.725030162|0.082053195|0.790275077|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-45.98170774|122.8758934|8.648749117000001|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|61.69969596|2195.369524|-968.3950117|1709.9571620000002|-11.58380004|5.952040367|11.3574908|-532.854802|25.30541763|-365.2740749|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|1.0|3.4|3.1|17.0|5.16|4.47|2.06|1.0|0.0|97.55|0.0|3.0|-5.24|25.0|-5.31|0.0|1.0|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|0.0040799999999999|0.0|0.0|2.03e-05|3.6404|4.57|3.6404|-1089.371784|-1089.358727|995.68|340.58|0.69947|0.69947|0.3267|-0.18645|0.01305739|3.9392|6.7721|6.7721
3_a4|0.0|0|0|0.0|1|1.343866299|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|2|-0.07806942|-0.0502208409999999|-0.010537082|0.050638298|1|1|-0.129930078|-0.08121207|-0.133874898|2|0.773786787|-0.0862461019999999|0.623172012|0.919804716|-0.052578183|-0.06572153|0.462670692|0.010568144|-25.5405205|12.23442244|2.493716402|0.7196876640000001|-0.985822953|-12.40663231|39.38579676|-11.97190059|30.67413075|2159.04913|-478.8760237|1602.411021|-5.815502811|4.832514477|8.486341272999999|-232.6201124|16.63485592|-213.4321476|665.3942366|409.0289917|1.0|0.0|1.0|1.0|0.0|2.99|2.86|21.0|4.02|4.11|2.44|0.0|0.0|95.12|0.0|2.0|-3.7|24.0|-5.99|0.0|1.0|1.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|0.0|0.0|2.03e-05|4.9088|2.66|4.0639|-990.6395508|-990.6149055|905.23|252.57|0.58445|0.58615|0.0871|-0.21969|0.024645265|3205.0|6983.0|6983.0
12y_a36|0.0|1|0|0.0|2|1.29704385|0.0|-0.061103469|-0.00707164|5.351858133|2|0.036174187|-0.410155116|-0.049845887|-0.028440975|1|1|0.06152178|-0.1619981409999999|-0.434990282|1|0.820226782|0.046673879|0.856135378|0.83704133|-0.076585128|-0.098532865|0.424572485|0.019404665|-51.48548385|114.430624|8.769742642|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|2793.629988|-1324.80348|2304.463084|-16.49293906|7.589386902|14.80236899|-890.6187094000001|32.46293206|-343.8442493|1752.9983309999998|698.847203|1.0|0.0|1.0|0.0|2.0|4.88|0.0|17.0|3.62|2.42|2.38|1.0|0.0|133.84|0.0|6.0|-4.58|31.0|-6.34|0.0|1.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|0.0|0.0|3.94e-05|3.8794|3.83|3.8794|-1310.350902|-1310.315063|1183.75|319.6|0.66796|0.66796|0.4358|-0.20673|0.03583863|8249.0|7.9208|7.9208
12bb_a36|0.0|1|0|0.0|2|1.29704416|0.0|-0.07834963|-0.008239316|5.351858133|2|0.096309833|-0.444923056|-0.018516159|-0.027636036|1|1|0.2463876689999999|-0.250781298|-0.421445726|1|0.836170906|0.0534307559999999|0.632625562|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|0.022069757|-58.19935506|88.91215764|9.094955748|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|72.36704599|2902.055617|-1247.709262|2458.790147|-16.01935076|7.854524291000001|15.13083401|-800.967538|34.69260487|-281.5518699|1734.6302440000002|593.6088758|1.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|3.55|3.0|2.78|1.0|0.0|123.67|0.0|5.0|-3.99|31.0|-6.8|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|0.0|0.0|3.17e-05|5.2382|3.66|3.8001|-1431.4091|-1431.374881|1120.72|236.69|0.38838|688.0|0.0736|-0.21175|0.03421884|8657.0|8.0|8.0
25b_a34|0.0|0|0|0.0|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|1|-0.150946163|-0.861190687|-0.112970844|-0.061390533|1|1|-0.2360985169999999|-0.435821207|-0.623853334|1|0.7969500890000001|0.08214612|0.787858064|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|165.2408865|11.75402804|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|83.19266998|2611.55928|-1378.143115|2671.608537|-16.55102732|6.383564979|11.00434095|-860.6534206|34.74652105|-328.1702779|1806.819095|595.8522372|0.0|1.0|1.0|1.0|2.0|3.53|3.39|17.0|2.63|3.03|1.56|1.0|0.0|108.21|0.0|7.0|-3.82|29.0|-7.07|0.0|0.0|0.0|2.58|-3.69|0.00015|59.0|0.000202|0.0796|0.0|0.0|0.00015|4.2253|5.06|4.2253|-1313.388114|-1313.361559|1136.16|293.43|0.6925600000000001|0.6925600000000001|0.2259|-0.21103|0.02655501|9.0174|5.6819|5.6819
3g_a32|0.0|1|1|-0.047725143|0|0.60942078|0.0|0.015803466|-0.006258272|5.733341277|0|-0.058985916|-0.2816222539999999|-0.1154223269999999|-0.125170068|3|3|-0.105402305|-0.133675401|-0.563371932|0|0.755211939|-0.1015732219999999|0.786074011|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|42.56199385|3.683575459|0.8007401590000001|-1.278047464|-21.55960626|60.55421302|-16.86199774|45.55465473|2271.746759|-708.2039051|1886.244271|-9.343731735|5.917878616|10.70834299|-392.4367329|21.05801434|-333.29803589999995|884.4366022|475.3634141|1.0|1.0|1.0|1.0|1.0|3.43|3.44|19.0|7.02|5.42|2.18|2.0|0.0|102.55|0.0|3.0|-7.09|24.0|-4.9|0.0|0.0|1.0|4.61|-5.59|8.12e-08|2.88e-05|2.58e-06|0.000915|0.0|0.0|1.8e-05|3.5456|4.13|3.5456|-1712.060085|-1712.036238|998.86|349.68|0.70275|0.70275|0.2859|-0.20065|0.02384763|5.5816|7.8539|7.8539
33_a20|0.0|0|0|0.0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|4.727387819|2|0.148855442|-0.078557022|-0.061975089|-0.062750442|1|1|0.248715569|-0.060582944|-0.1771816269999999|2|0.74131936|-0.0854333469999999|0.607038752|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-38.58254635|8.680600701|5.46110745|0.759356182|-1.326927921|-25.26187502|54.60811436|-17.37608867|46.92331405|2737.8873550000003|-868.8044333999999|2274.654579|-11.3769728|8.062843544|15.094865900000002|-568.84864|22.88265911|-339.6262863|1144.132956|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.39|3.59|27.0|5.33|5.39|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|-5.58|0.0|0.0|1.0|4.28|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|8.199999999999999e-08|5443.0|4.07|3.8867|-1275.852801|-1275.823229|1174.95|227.79|0.27375|0.6129|0.0463|-0.21788|0.02957286|5.0369|7.4685|7.4685
12i _a30|0.0|0|0|0.0|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|2|-0.0982344169999999|-0.366470081|0.0109710489999999|-0.072247675|1|1|-0.172434349|-0.090173435|-0.469854551|1|0.831176513|-0.029080032|0.7463962120000001|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|84.78576301|6.740110893|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|2860.704198|-1197.077601|2280.31966|-15.95200773|8.097008872|15.56818082|-781.648379|30.29912252|-400.0044646|1484.657003|652.8825454|1.0|1.0|1.0|0.0|1.0|4.62|0.0|17.0|4.47|3.27|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|-5.75|0.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|2.61e-05|5.0358|4.45|3.5242|-2035.373964|-2035.339603|1167.27|246.2|0.43157|0.68497|0.1577|-0.2041|0.03436093|3.0033|7.8013|7.8013
12_a47|0.0|1|1|0.0|0|1.304330736|0.0|-0.155854903|-0.005522244|4.59511985|2|0.001435849|-0.209845277|-0.018573056|0.0295267039999999|1|1|0.003417588|-0.015039637|-0.326846977|2|0.8288334490000001|0.055943216|0.618808977|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|0.018014416|-44.18983348|63.89392714|4.886454935|0.680723821|-1.1940921|-23.01490672|61.09751253|-17.76874008|53.5720844|2266.78114|-621.9059029|702.3796319|-9.25429818|7.042279354|13.52358352|-323.9004363|26.10271529|-188.2488142|913.5950352|335.1175012|1.0|0.0|1.0|1.0|2.0|2.73|1.67|21.0|4.19|4.98|2.6|0.0|0.0|91.63|0.0|3.0|-4.51|24.0|-5.94|0.0|1.0|1.0|3.37|-4.56|3.11e-05|0.0106|2.77e-05|0.00943|0.0|0.0|2.61e-06|4.2907|3.01|3.9538|-1488.101254|-1488.064043|886.46|288.96|0.66387|0.68557|0.2241|-0.2256|0.03721125|3.5884|8.2|8.2
4a_a46|0.0|0|0|0.210988875|1|1.13463711|2.180332577|-0.214093513|-0.001042349|5.587248657999999|2|-0.137420119|-0.051075084|-0.11172225|-0.0466186959999999|1|1|-0.216904465|-0.129430244|-0.143806973|2|0.764741337|-0.215877982|0.683616517|0.923958017|-0.05488948|-0.067863141|0.264863483|0.00935578|-28.50561609|6.579492736000001|2.523263761|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|2042.529911|-528.6479264|1427.844961|-5.968291366|5.613813876|9.831485239|-274.5414028|15.47527339|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|1.0|0.0|3.76|2.8|17.0|4.18|4.46|2.35|0.0|0.0|96.74|0.0|2.0|-3.93|24.0|-5.87|0.0|1.0|1.0|3.43|-4.31|0.000117|0.0372|4.89e-05|0.0156|0.0|0.0|4.86e-05|4.5454|3.4|4.5454|-994.237445|-994.2146342|967.0|272.77|0.6893600000000001|0.6893600000000001|0.1694|-0.21988|0.022810825|3.7138|6.7423|6.7423
4o_a46|0.0|0|0|0.160026534|1|1.13463699|2.138144369|-0.24479566|-0.000627744|5.587248657999999|1|-0.2363624889999999|-0.032014955|-0.203025042|-0.06855792|1|1|-0.376106593|-0.028735607|-0.096073163|1|0.7699448320000001|-0.121466731|0.6418406720000001|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|-35.54402423|5.821925821000001|2.9243708|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|2195.436986|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|-316.1788552|15.99310518|-275.3254498|767.6690487000001|544.7877262000001|1.0|1.0|1.0|1.0|0.0|3.73|3.12|17.0|4.77|4.94|2.72|1.0|0.0|103.66|0.0|2.0|-4.91|26.0|-5.51|0.0|1.0|1.0|3.92|-4.87|1.23e-05|0.00422|1.34e-05|0.0045899999999999|0.0|0.0|1.88e-05|4.3255|3.76|4.3255|-1070.456878|-1070.428722|1022.29|286.64|0.6843|0.6843|0.1598|-0.22909|0.02815574|4.8244|6.7905|6.7905
7b_a10|0.0|0|0|0.0|2|1.186434511|0.0|-0.170920618|-0.001621737|5.4161004020000005|2|-0.060829392|-0.07459988|-0.01808249|0.039221939|0|0|-0.0982988509999999|-0.082499103|-0.1874708719999999|2|0.764865564|-0.108464916|0.586354126|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|13.37827368|2.6314862480000003|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|2290.380138|-599.3081212000001|2150.375871|-7.419027879|4.854451707|8.771658176|-311.5991709|18.26940272|-292.2491701|767.3149142000001|459.0250226|1.0|1.0|1.0|0.0|0.0|3.9|0.0|16.0|4.34|3.03|3.04|1.0|1.0|105.44|0.0|2.0|-5.28|25.0|-5.09|0.0|1.0|1.0|3.02|-5.28|5.29e-06|0.00183|5.25e-06|0.00182|0.0|0.0|3.54e-05|6.0231|3.44|3.6426|-1450.09312|-1450.06366|951.55|205.85|0.4195399999999999|0.66228|0.0899|-0.21225|0.02946054|5.6147|4.7033|4.7033
8h_a8|0.0|1|0|0.0|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|4.844187086|0|0.008138299|-0.485274006|-0.085125857|0.007079485|1|1|0.021094825|0.254819201|-0.53822084|0|0.6971223040000001|0.111824921|0.56916135|0.602405134|-0.122706004|-0.11302328|0.273425421|0.0111998669999999|-72.14530885|316.4918269|3.871662077|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|2623.688756|-1262.594204|2019.780061|-16.87148841|7.453557203|13.58738632|-742.3454901|31.2477685|-491.8998117|1374.901814|485.8626377000001|0.0|0.0|0.0|0.0|2.0|3.11|2.73|23.0|4.69|4.72|4.11|2.0|0.0|105.27|0.0|4.0|-5.21|29.0|-5.98|0.0|0.0|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|0.0|0.0|4.43e-06|4801.0|7.71|3.7327|-1361.651799|-1361.618499|1029.51|258.25|0.56196|0.69844|272.0|-0.21819|0.03330037|4.4356|4.9359|4.9359
5g_a40|0.0|0|0|0.0|0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|0|-0.0602779129999999|-0.5611751220000001|0.122088541|-0.091116241|2|2|-0.104356485|0.137067086|-0.4748772539999999|0|0.818555255|0.006643696|0.7733200179999999|0.67772744|-0.153687065|-0.14338431|0.245639795|0.024937196|-72.93994279|216.425542|5.616992201|0.745349319|-1.577227413|-34.61732609|80.22859145|-23.39227384|84.77514603|2054.810452|-748.5527627|593.8133184|-11.10198254|6.193485364|12.10939827|-355.2634413|31.38430965|-232.8857705|1004.297909|266.8102663|0.0|0.0|1.0|0.0|2.0|3.13|1.96|14.0|2.69|2.5|0.74|0.0|1.0|78.2|0.0|3.0|-4.24|21.0|-6.6|0.0|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|0.000426|128.0|0.0|0.0|391.0|3.48|4.02|3.48|-1328.055803|-1328.015099|800.98|356.27|0.6563|0.6563|261.0|-0.19908|0.04070345|6.7957|6.9101|6.9101
5_a27|0.0|0|0|0.0|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|2|-0.149034787|-0.286030638|-0.125237927|-0.013448351|1|1|-0.250776983|-0.341622797|-0.4982037479999999|2|0.760083119|0.180356685|0.614205449|0.8531787759999999|-0.055979434|-0.085078576|0.333977277|0.01695771|-29.50048722|10.48961936|4.709432444|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|2273.906133|-672.5307653|1254.531539|-8.438466859|6.160679036|10.98289851|-354.41560810000004|21.59546513|-254.5156507|907.0095354|424.8821143|0.0|1.0|0.0|1.0|0.0|3.07|3.11|21.0|2.94|2.8|2.66|0.0|0.0|97.55|0.0|2.0|-3.61|25.0|-6.49|0.0|1.0|1.0|2.82|-4.01|0.000248|0.0821|9.78e-05|0.0324|0.0|0.0|0.0002|4.0989|4.9|4.0989|-1083.143246|-1083.124207|955.22|302.48|0.64548|0.64548|0.2448|-0.21506|0.01903872|3.5632|8.5229|8.5229
7a_a8|0.0|1|0|0.0|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|1|-0.017706371|-0.482688615|0.004607684|-0.019054799|1|1|-0.02923588|-0.032195997|-0.412963751|1|0.764224152|0.033708575|0.681200974|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-60.00793116|145.3710976|12.2125771|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|2715.360649|-1077.038349|1702.719465|-14.71059634|7.699041907000001|14.73814865|-632.5556427|34.12990316|-274.7254012|1467.585836|488.0169522|0.0|1.0|1.0|1.0|1.0|3.34|3.06|23.0|3.96|3.49|2.01|1.0|0.0|105.83|0.0|3.0|-4.86|29.0|-6.33|0.0|0.0|1.0|3.15|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|0.0|0.0|2.05e-05|4.5808|5.2|3.0704|-1291.313963|-1291.287017|1031.61|270.66|0.61257|0.70367|0.1575|-0.20505|0.0269461|12.8748|4.6068|4.6068
47t_a18|0.0|0|0|0.0|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|0|0.018018036|-0.756664598|-0.011641394|-0.04785474|0|0|0.027313444|-0.104274108|-0.600890268|0|0.750103977|0.005590928|0.688453085|0.67203319|-0.119202068|-0.103295568|0.240001773|0.014067024|-79.78154029|280.622476|6.301435212|0.804531523|-2.272502492|-53.39751484|80.00407742|-27.16032544|89.19655162|2872.533415|-1520.978225|1326.524873|-18.17831387|8.780037801|17.48280476|-1017.985577|33.75918118|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|3.86|0.0|18.0|2.6|2.93|1.64|2.0|1.0|129.21|0.0|7.0|-5.58|33.0|-6.46|0.0|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|1.36e-05|3.1164|9.4|3.1164|-1470.873743|-1470.836067|1218.95|397.84|0.6895100000000001|0.6895100000000001|0.5502|-0.19514|0.03767603|9.6938|6.1068|6.1068
10_a3|0.0|0|0|0.0|0|0.605017375|0.0|0.190318474|-0.010609861|4.727387819|3|0.017396832|-0.381954986|0.018484177|0.043342516|1|1|0.033279122|-0.0947326669999999|-0.616256033|3|0.743072638|-0.140523767|0.834020779|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|248.0820067|3.134330682|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|2098.79955|-549.7776912|1361.86525|-7.715112198|5.031169383|8.559361451000001|-254.5987025|23.57661855|-191.3775649|778.0284121000001|311.6695405|0.0|0.0|1.0|1.0|1.0|3.02|1.78|21.0|3.79|3.41|1.2|0.0|0.0|88.28|0.0|2.0|-4.3|22.0|-6.44|0.0|0.0|1.0|2.52|-3.84|5.07e-05|0.0155|0.000145|0.0443|0.0|0.0|9.35e-05|5375.0|1.64|3.4217|-1288.190838|-1288.150029|830.63|230.67|0.41894|0.68995|0.0463|-0.21249|0.04080931|9.3381|5.1|5.1
13a_a30|0.0|0|0|0.0|2|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|2|-0.036541822|-0.627166322|0.0317047379999999|-0.0351777|1|1|-0.065043716|0.006103754|-0.5640209589999999|1|0.8303425640000001|0.019603815|0.802578397|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-74.02777574|381.9643801|8.456950359|0.799862466|-2.27014041|-49.96348386|88.22659517|-28.90911938|86.55791128|3002.811441|-1532.183327|2520.165025|-19.5115996|8.066980235|15.1104742|-1034.114779|36.14261279|-404.771677|1915.558478|713.7769663|1.0|0.0|1.0|0.0|2.0|4.76|0.0|17.0|3.04|1.72|2.06|1.0|0.0|135.37|0.0|6.0|-5.01|32.0|-7.05|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|0.0|0.0|0.000288|5.0535|4.54|3.5288|-1744.491614|-1744.4457100000002|1211.54|245.34|0.26119|0.6845600000000001|0.1603|-0.20503|0.04590378|1.4855|7.8665|7.8665
14_a4|0.0|0|0|0.0|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|1|-0.0135414919999999|-0.069682036|-0.08389836|0.117232935|1|1|-0.031578333|-0.039321879|-0.199315317|1|0.77505994|0.158051825|0.500893739|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|12.12963775|2.697931638|0.768457211|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|1911.448021|-452.4746139|1378.961008|-6.23496557|5.304461808|8.859498364|-205.7538638|17.84270058|-244.1511936|588.8091192|280.2639278|1.0|0.0|1.0|0.0|0.0|3.14|2.39|17.0|3.59|4.09|2.82|0.0|0.0|80.09|0.0|2.0|-3.4|21.0|-5.8|0.0|1.0|1.0|3.2|-3.97|0.000396|0.11|0.000106|0.0295|0.0|0.0|0.000539|4.5233|3.22|4.2312|-918.9507745|-918.9304744|794.51|274.1|0.53298|0.55975|0.1067|-0.2102|0.020300099|3.3312|5.8794|5.8794
13f_a6|0.0|1|0|0.0|0|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|2|0.04505613|-0.381170169|-0.071478789|-0.049928822|1|1|0.079490516|-0.223618825|-0.466314952|2|0.77199166|-0.028317736|0.790249345|0.863222493|-0.073352505|-0.092939631|0.176745407|0.018554018|-49.2635105|62.42897239999999|8.368715213|0.720711855|-1.672913351|-33.08535238|75.61173794|-22.02995852|61.72438096|2869.925064|-1123.527884|3253.287533|-14.79531062|9.050440345|15.13042752|-754.5608419|30.56694343|-296.4599736|1558.914115|676.2770877|1.0|1.0|1.0|1.0|2.0|3.56|2.21|27.0|5.01|4.53|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|-6.52|0.0|0.0|1.0|3.19|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|4.8413|3.36|3139.0|-1347.301285|-1347.266914|1202.78|256.1|0.49643|0.70541|0.0048|-0.2059099999999999|0.03437105|13.9612|7.3768|7.3768
14v_a23|0.0|0|1|-4.844615416|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|5.351858133|2|0.055572317|-0.8122700340000001|0.017156562|-0.015149431|2|2|0.170475376|-0.2952674819999999|-0.650246427|2|0.787538583|0.132882353|0.575188253|0.916605275|-0.067342061|-0.09479984|0.31419322|0.019811827|-44.4776373|78.86310829|8.64241561|0.788328659|-2.180396311|-29.37629463|76.42257099|-28.23713101|57.56282152|3399.4261450000004|-1440.093681|2679.111279|-18.64987284|7.743452839|14.26610767|-951.143515|35.81898321|-380.8667976|1826.768144|676.4530574|0.0|1.0|0.0|1.0|1.0|3.62|3.46|26.0|3.97|6.18|3.04|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|-5.94|1.0|0.0|0.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|0.0|0.0|5.57e-06|3694.0|5.17|3694.0|-2042.182282|-2042.161744|1206.02|335.64|0.6017100000000001|0.6017100000000001|348.0|-0.2308599999999999|0.02053833|6.3758|8.4001|8.4001
