molecula|SddssS|NaaNH|n9FaRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12as_a36|0.0|1|0|2|2|1.297043209|0.0|-0.051208473|-0.007672841|2|0.041728395|0.0|-0.452697599|0.000584134|-0.114290948|10.95347588|-0.025398105|1|-0.166354116|1|0.8058720979999999|-0.0389138329999999|-0.04244711|0.770400825|0.77043791|-0.082748367|0.291030086|0.019229943|-55.75872553|88.17694537|0.22956209|154.6869148|-0.037824788|-49.71556877|8.731418812000001|0.0|0.768125394|-2.080363362|-37.57216725|0.454761514|2904.092809|519.1478419|-1401.82114|-17.17446921|16.08155469|0.834059821|6224.698969|156.2451686|33.18163581|1824.98997|716.9974499|1.0|0.0|1.0|0.0|2.0|17.0|2.09|1.59|1.0|6.0|-3.81|5.0|-7.21|423.47|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0476|0.0|0.0|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.601917|-1385.5651710000002|712.04|274.29|568.52|0.53815|0.68211|-1385.322633|-0.21419|-1385.384524|6.8556|59.0|7.2291
11f_a5|0.0|1|0|1|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|3|0.021060606|0.0|-0.227966183|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|-0.203228986|2|0.785419245|-0.008110526|-0.016518403|0.750555185|0.847356138|-0.068361657|0.368815548|0.0221464629999999|-47.57801621|70.39517801|0.152643862|106.23633909999998|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|0.463183664|2853.401015|589.7388387999999|-882.7793242999999|-10.77881574|18.03905985|0.8628345190000001|5969.213977|340.3683339|30.31104695|1727.7296760000002|753.9168511|0.0|1.0|1.0|1.0|1.0|23.0|3.53|1.03|1.0|7.0|-3.95|6.0|-6.99|427.5|1.0|0.0|2.95|0.000112|0.0477|5.479999999999999e-05|0.0234|0.0|0.0|9.06e-07|-0.03862|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|-0.20772|-1391.50739|2.9697|12.0|7.9208
12p_a36|0.0|1|0|2|2|1.297044387|0.0|-0.0494658159999999|-0.008017607|2|0.042804233|0.0|-0.432950771|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|1|-0.217394466|1|0.724208473|-0.035871448|-0.074349074|0.698414933|0.748438833|-0.082569108|0.315548061|0.020202133|-51.98017377|83.24921731|0.251561167|158.3666517|-0.039016808|-42.95260501|8.006403882999999|0.0|0.759126153|-1.950840419|-32.72335782|0.475504684|2774.926334|471.1687161|-1228.123041|-15.4629378|14.3885803|0.906594718|5922.775161|151.63860559999998|32.35623052|1617.811526|595.8790650000001|1.0|0.0|1.0|0.0|2.0|17.0|2.44|2.4|1.0|5.0|-3.89|5.0|-6.76|399.42|1.0|0.0|2.15|0.000129|0.0515|6.96e-05|0.0278|0.0|0.0|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|-1332.148901|660.71|232.12|506.89|0.30159|0.66559|-1331.947748|-0.21131|-1332.006106|6.7199|9.0|8.0458
2_a4|0.0|0|0|1|1|1.189716144|0.0|-0.072708147|-0.00708265|1|0.037777778|0.0|-0.269140683|-0.001386521|0.090707854|10.95268469|0.076479666|0|0.228655117|1|0.930871261|0.11821091|0.1355918559999999|0.912872667|0.742518847|-0.117395215|0.442778552|0.006330673|-49.45826819|166.102249|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|-1.366335816|-20.83662681|0.3961813179999999|1623.668791|312.82106489999995|-575.6333682|-6.736463618999999|7.800989232999999|0.656126301|3396.86527|66.09827364|18.96532986|682.7518749|284.26458360000004|0.0|1.0|1.0|0.0|2.0|12.0|0.83|1.63|2.0|2.0|-2.18|4.0|-6.69|253.3|1.0|0.0|1.24|0.0066|1.67|0.00171|434.0|0.0|0.0|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|210.28|333.36|0.4682|0.6885600000000001|-819.771754|-0.16226|-819.8174190000001|3.0946|31.0|7.5086
14f_a23|0.0|0|1|0|0|1.197963246|3.366063739|-0.002304087|-0.006791105|2|0.04255787|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|-0.199540201|2|0.756252127|0.070514687|-0.06885759|0.71381683|0.894162392|-0.059927056|0.2096108239999999|0.027134452|-40.51498423|96.47955427|0.105837608|71.55380685|-0.031450478|-38.58595734|12.40242234|96.60179161|0.665778294|-1.603974359|-27.39103254|0.478733036|3014.916135|604.5178506|-1084.401604|-14.37516058|15.58565565|0.918402793|6768.918745|225.9578225|31.93672236|1628.77284|683.7405759|0.0|0.0|1.0|1.0|1.0|26.0|4.03|2.72|1.0|6.0|-5.63|5.0|-6.47|441.51|0.0|0.0|3.46|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|0.0|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|-0.21743|-1744.2443850000002|9.1089|2.0|8.6459
11_a27|0.0|1|0|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|2|0.042533875|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|-0.067428705|2|0.734834532|-0.0357410779999999|-0.043616687|0.7146215429999999|0.7645505|-0.079921166|0.349764196|0.016171515|-42.27430065|143.3238715|0.2354494999999999|124.5410133|-0.034296948|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|-9.595877966|9.562117063|0.82770457|5186.240841|101.0845293|22.42732497|1054.084273|504.209846|1.0|0.0|1.0|0.0|1.0|16.0|1.67|3.06|1.0|2.0|-3.68|4.0|-6.47|345.4|1.0|0.0|2.04|0.000207|0.0716|9.45e-05|0.0326|0.0|0.0|0.000283|-0.05985|3.3426|4.54|2.4836|-1122.456105|-1122.433411|571.4|370.92|415.32|0.6125|0.59222|-1122.190727|-0.16205|-1122.242519|4.2894|5.0|8301.0
17b_a6|0.0|1|0|1|1|1.425925343|0.0|0.1012747369999999|-0.01272079|1|0.042739018|0.0|-0.6869226490000001|-0.00460563|-0.0385646|10.949638|-0.0791229359999999|1|-0.180339002|1|0.850080948|0.002947625|-0.138423611|0.8013954109999999|0.753949098|-0.095450984|0.318652397|0.03122461|-62.63196368|155.8689396|0.246050902|161.4509401|-0.041494349|-47.0150166|13.44399246|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|0.4548818979999999|2816.0632920000003|494.7179214|-1361.36499|-17.86570631|16.46390151|0.834464855|5985.963521|150.48105900000002|35.32951798|1766.4758989999998|627.4287311|1.0|1.0|1.0|1.0|2.0|23.0|4.32|1.7|1.0|5.0|-5.81|5.0|-5.89|409.44|0.0|1.0|3.6|1.56e-06|0.000637|6.69e-06|0.00274|0.0|0.0|4e-07|-0.05736|3.5444|4.04|2.9964|-1350.102764|-1350.078181|690.98|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|-0.18281|-1349.892156|7.3188|153.0|6.8153
7d_a10|0.0|0|0|1|1|1.34384996|2.087763133|-0.117302383|-0.00179944|2|0.041369509|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|-0.089622042|2|0.531023495|0.0658971929999999|-0.051603612|0.525816226|0.841052067|-0.059327943|0.421731106|0.010495008|-31.47566249|12.32220006|0.158947933|84.32774259|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-1.063525614|-16.69900016|0.484115691|2348.343588|446.2091497|-564.2395741|-6.961625817000001|11.82615475|0.938419104|5174.981962|143.4649092|17.98535187|773.3701306|460.1866123|1.0|1.0|1.0|1.0|0.0|21.0|4.97|3.04|1.0|2.0|-4.22|4.0|-5.83|344.38|1.0|1.0|3.95|5.98e-05|0.0206|1.9e-05|0.00654|0.0|0.0|5.04e-06|-0.05634|5.8433|3.49|3.8856|-1129.198363|-1129.175857|574.87|212.18|417.68|0.32059|0.68393|-1129.003694|-0.21965|-1129.0552810000002|3.4695|928.0|6.0325
8_a1 (SB-202620)|0.0|1|0|0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|1|0.037578348|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.042643966|1|0.674381582|-0.042789124|0.063001656|0.658433571|0.648967503|-0.117682533|0.174628594|0.015526845|-66.76765693|208.2071465|0.351032497|199.1596945|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|0.4564697679999999|2431.842132|368.1943149|-955.6189441|-13.22376193|13.67402758|0.839824062|5170.286136|128.0860757|30.104091200000003|1234.267739|433.2550452|1.0|1.0|1.0|0.0|2.0|23.0|5.06|2.78|1.0|4.0|-4.94|5.0|-5.94|359.35|0.0|1.0|3.7|1.14e-05|0.0041|1.98e-05|0.00713|0.0|0.0|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|-1223.117248|586.27|364.11|460.4|0.7026600000000001|0.7026600000000001|-1222.9606720000002|-0.2105199999999999|-1223.014114|5.5005|0.4|6.3979
13c_a5|0.0|1|0|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|3|0.024822695|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|-0.150963534|2|0.705487111|0.003545487|-0.033833834|0.6775573359999999|0.80019672|-0.077308234|0.4148662979999999|0.023143526|-50.97293525|158.67712230000004|0.19980328|131.7396496|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|-1.302049531|-33.60884086|0.46617977|2793.480751|527.6071331999999|-858.5021696|-10.8855893|15.90846721|0.873289814|5989.714507|295.8302846|29.94524142|1557.152554|656.208474|0.0|1.0|1.0|1.0|1.0|23.0|3.29|1.16|1.0|5.0|-3.55|5.0|-7.28|411.46|0.0|1.0|2.68|0.0002839999999999|0.1169999999999999|0.000109|0.0446|0.0|0.0|3.36e-06|-0.05615|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|263.46|513.33|0.41594|0.51479|-1351.008469|-0.22939|-1351.067237|2.9732|123.0|6.9101
9i_a40|0.0|0|0|0|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|0|0.045555556|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.187399127|0|0.831946443|-0.154977678|-0.28972973|0.7947633409999999|0.830980762|-0.092881258|0.006324687|0.011010661|-46.80087537|213.7117392|0.169019238|85.16517222|-0.036869006|-22.46593254|2.795536563|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|0.477626156|2056.370683|418.7133986|-668.7900768999999|-9.360805225|14.74203307|0.91433781|4201.058793|71.03556427|21.62632891|778.5478408|351.4600612|1.0|1.0|1.0|1.0|1.0|20.0|4.02|2.99|1.0|2.0|-5.32|2.0|-5.44|306.38|0.0|1.0|3.52|4.79e-06|0.00147|1.97e-05|0.00603|0.0|0.0|0.000285|-0.05989|4.3611|3.2|2.8936|-1273.334714|-1273.31399|534.44|284.3|417.75|0.56118|0.70339|-1273.167389|-0.17956|-1273.217301|2.7887|1.25|5.9031
1h_a5|0.0|1|0|0|0|1.427564094|0.0|-0.259241577|-0.001978474|2|0.026339869|0.0|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|0.0578378779999999|2|0.71274658|0.070628165|-0.082079343|0.6977404359999999|0.8806402259999999|-0.067599619|0.39793593|0.008798715|-35.25675213|160.0744187|0.119359774|62.25239147|-0.027798699|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|0.489507204|2107.271793|459.3001331|-579.9392753|-7.561719827|13.14687756|0.958891501|4334.547353|132.96722079999998|19.45961351|778.3845404|409.0289917|1.0|1.0|1.0|1.0|1.0|23.0|4.51|2.13|1.0|3.0|-4.25|3.0|-5.77|312.37|1.0|1.0|3.43|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|266.52|430.83|0.4112699999999999|0.57155|-990.472129|-0.21921|-990.523098|3.3752|28.0|7.5528
14x_a23|0.0|0|1|0|0|1.197963189|3.101221922|0.0944818319999999|-0.0065692219999999|2|0.04314059|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|-0.206574435|2|0.5788469970000001|-0.035031888|-0.035965909|0.558482531|0.7768288609999999|-0.0708831479999999|0.229141189|0.022095943|-46.97594633|42.44114495|0.223171139|147.90081730000003|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|0.468120981|3071.48868|514.8229467|-1060.780249|-14.95753786|14.62325432|0.880126802|6989.569075|184.0971574|31.25095356|1468.794817|597.2903597999999|0.0|0.0|1.0|0.0|1.0|26.0|5.14|3.78|1.0|5.0|-5.68|6.0|-6.35|447.46|0.0|0.0|4.06|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|0.0|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|305.07|537.48|0.6757|0.62836|-1828.168422|-0.23475|-1828.228912|8.1916|3.0|8.4949
4_a4|0.0|0|0|1|1|1.343865392|2.156628874|-0.183963421|-0.001234337|2|0.036775068|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|-0.078747188|2|0.646069495|-0.168712277|-0.063012715|0.636572383|0.933276024|-0.049768752|0.456474074|0.008570112|-25.64211031|13.70182982|0.0667239759999999|34.37786704|-0.0255766729999999|-18.24679326|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|-6.78950447|8.855289118|0.66251148|4878.070704|106.2816773|16.60255217|713.9097433|462.1867149|1.0|1.0|1.0|1.0|0.0|21.0|4.41|2.66|1.0|2.0|-4.12|3.0|-5.79|326.39|1.0|1.0|3.64|7.59e-05|0.0248|2.69e-05|0.00877|0.0|0.0|8.85e-06|-0.04865|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|566.84|230.37|394.06|0.55032|0.6010800000000001|-1029.763465|-0.21831|-1029.813844|3.1195|78.0|7.1079
3c_a49|0.0|0|0|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|2|0.036335697|1.879769411|-0.248722888|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|-0.101919761|2|0.666785606|0.005559828|0.0211518929999999|0.64702083|0.7963363840000001|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|89.34479838|0.203663616|116.4686425|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|0.637222556|-1.186174159|-23.47658531|0.4791465279999999|2521.794855|455.3990518|-678.3346816000001|-8.253567879|12.60874968|0.919925763|5544.351498|207.4607002|22.64931248|1064.517686|542.7276591|0.0|1.0|1.0|1.0|1.0|21.0|3.87|1.84|1.0|4.0|-3.45|4.0|-6.93|369.42|1.0|1.0|2.86|0.0003509999999999|0.13|0.000137|0.0505|0.0|0.0|1.07e-05|-0.0606|5.1584|3.99|3842.0|-1198.668772|-1198.634822|613.33|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|-0.21913|-1198.484646|3.7789|87.0|7.0605
30_a47|0.0|0|1|0|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|2|0.038387534|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.079370393|2|0.6850994429999999|-0.1340278869999999|0.074217097|0.651797437|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|350.5257774|0.32103267|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|76.90733636|0.679447569|-1.609452527|-38.96726396|0.4680850139999999|2626.927627|407.3992771|-965.7162688|-13.79658605|12.94704346|0.879999675|5852.817155|192.3403721|33.84108731|1421.325667|457.1122177|1.0|1.0|1.0|1.0|2.0|21.0|3.93|1.78|1.0|5.0|-4.22|5.0|-6.95|396.81|0.0|1.0|2.61|6.05e-05|24.0|7.94e-05|0.0315|0.0|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|333.66|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|-0.20813|-1695.9887|3.6487|13.0|7.9
25b_a34|0.0|0|0|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|1|0.04037037|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|-0.435821207|1|0.832166825|0.08214612|-0.101529052|0.787858064|0.656573108|-0.1030760719999999|0.5020264870000001|0.030138301|-64.37123451|165.2408865|0.343426892|214.470853|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|0.419904835|2611.55928|410.0313565|-1378.143115|-16.55102732|11.00434095|0.723855085|5786.015654|148.1659658|34.74652105|1806.819095|595.8522372|0.0|1.0|1.0|1.0|2.0|17.0|3.03|1.56|1.0|7.0|-3.82|5.0|-7.07|393.44|0.0|0.0|2.58|0.00015|59.0|0.000202|0.0796|0.0|0.0|0.00015|-0.03539|4.2253|5.06|4.2253|-1313.388114|-1313.361559|668.48|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|-0.21103|-1313.194808|9.0174|2.08|5.6819
8e_a12|0.0|0|1|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|2|0.037430556|2.197856963|-0.330207456|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|-0.136145064|1|0.83954453|-0.036433876|-0.051240735|0.797199175|0.939627917|-0.05202522|0.001151979|0.0155147339999999|-29.79080011|51.38557748|0.060372083|34.57040021|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|-1.492520871|-17.05887601|0.45384745|2548.979738|538.051884|-854.6507103|-10.19566754|11.80358346|0.830990262|5490.975165|165.34017769999997|25.03342862|1201.604574|561.9859171|1.0|1.0|1.0|1.0|1.0|21.0|2.68|3.05|1.0|3.0|-4.37|4.0|-6.03|366.42|1.0|1.0|3.12|4.25e-05|0.0156|2.03e-05|0.00744|0.0|0.0|4.34e-06|-0.05739|5.247999999999999|3.45|3.3044|-1177.619013|-1177.593205|612.59|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|-0.19338|-1177.436953|1.9327|588.0|6.2306
7g_a8|0.0|1|0|1|1|1.39137419|1.336155045|-0.092384028|-0.01002363|0|0.0448526079999999|0.0|-0.481134236|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|0.046246982|0|0.627990269|0.098510683|-0.044866536|0.606087461|0.699376143|-0.107714754|0.306360885|0.031841955|-64.55562181|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|0.470618047|2802.2242920000003|419.1502102|-1210.7274960000002|-16.4912131|14.3346384|0.8889952590000001|6293.364606|115.825531|34.10836993|1500.768277|509.2753308|1.0|0.0|1.0|0.0|1.0|23.0|4.66|3.4|1.0|3.0|-5.78|5.0|-5.63|399.37|0.0|1.0|4.14|1.67e-06|0.000667|3.59e-06|0.00143|0.0|0.0|4.92e-06|-0.06621|3.7874|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|507.78|0.62073|0.62073|-1374.291597|-0.22129|-1374.3479960000002|12.9547|21.03|4.6772
14aa_a23|0.0|0|1|0|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|2|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|-0.13397874|2|0.725358161|0.055269665|-0.070471939|0.693959193|0.924108042|-0.052155763|0.204831806|0.018016316|-35.51947393|40.49537336|0.075891958|51.68445972|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|0.4930525229999999|2941.302235|629.3423691|-1140.287028|-14.65218978|15.78173785|0.972590939|6651.23042|138.4803717|27.00633206|1431.335599|733.3886349999999|0.0|0.0|1.0|1.0|1.0|26.0|4.63|3.45|1.0|5.0|-6.23|4.0|-5.92|439.54|0.0|0.0|4.1|5.9e-07|0.000259|2.81e-06|0.00123|0.0|0.0|3.07e-06|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5626|-1708.5422620000002|715.57|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|-0.21573|-1708.338059|8.3532|4.0|8451.0
3d_a32|0.0|1|1|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|0|0.041161616|2.230648962|-0.269655316|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|-0.1395294259999999|0|0.8315372|-0.069007775|-0.100251236|0.77923808|0.892845502|-0.06869526|0.2214902789999999|0.014419776|-37.19367587|62.43434632|0.107154498|58.01666174|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|-1.118246623|-20.13777259|0.427813496|2213.978384|483.4133562|-605.4522892000001|-8.405385739|10.75032687|0.747681906|4752.534658|151.30787800000002|21.54552351|840.275417|421.3548777|1.0|1.0|1.0|1.0|1.0|19.0|5.07|1.94|1.0|4.0|-6.55|3.0|-5.18|340.47|0.0|1.0|4.32|2.81e-07|9.58e-05|7.36e-06|0.00251|0.0|0.0|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|-0.19671|-1672.638515|5.1728|8.0|8.0915
9a_a31|0.0|1|0|1|1|0.6101356720000001|0.0|-0.009086485|-0.01391798|0|0.036891534|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|-0.15653721|0|0.8058046320000001|0.045292529|-0.001313433|0.76226755|0.691768132|-0.100906991|0.235442032|0.033245595|-64.75697831|163.6011874|0.308231868|197.8075471|-0.043430228|-50.50275387|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|0.484502446|2855.751316|443.941629|-1337.8230119999998|-17.886392|15.15483138|0.939873412|6273.506211999999|168.29310269999996|37.77835579999999|1813.361078|597.3075924999999|1.0|1.0|1.0|1.0|2.0|22.0|4.02|1.58|1.0|6.0|-5.62|5.0|-6.39|418.47|0.0|1.0|3.47|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|0.0|0.0|3.07e-06|-0.04275|3.7892|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|327.21|540.01|0.7028|0.7028|-1691.716118|-0.20032|-1691.7777600000002|6.2203|0.15|6.8239
9g_a24|0.0|1|0|0|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|2|0.0279797979999999|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|-0.049325609|2|0.683676657|0.13372961|-0.045107345|0.657503038|0.8671367529999999|-0.064835725|0.383340003|0.01876163|-32.080056199999994|174.88817269999998|0.132863247|65.73938109|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|0.427531635|2123.257348|429.0504306|-389.9025677|-5.214049137|10.69818114|0.746821416|4355.725609|256.3375151|21.8662148|809.0499476|341.3207334|0.0|1.0|1.0|1.0|1.0|22.0|2.93|0.64|1.0|3.0|-2.49|4.0|-7.17|302.33|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|247.0|0.0|0.0|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|236.07|400.47|0.4227399999999999|0.64993|-984.447764|-0.21391|-984.497752|4.4131|68.0|7.1675
13a_a6|0.0|1|0|1|1|1.430639975|0.0|-0.042110772|-0.01115741|1|0.041767677|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|-0.180339002|1|0.850080948|0.090839165|-0.091892803|0.8013954109999999|0.77450544|-0.094081761|0.22670695|0.031866842|-61.52313164|154.9639272|0.22549456|147.4582473|-0.040840697|-48.51283287|13.62714959|554.4922449|0.759912392|-2.042034827|-40.23198232|0.467070451|2820.31296|506.474367|-1335.353173|-17.46461983|15.08351934|0.8764206290000001|6019.922535|157.0011174|35.14492428|1757.246214|627.4287311|1.0|1.0|1.0|1.0|2.0|23.0|4.32|1.29|1.0|5.0|-5.51|5.0|-6.1|409.44|0.0|1.0|3.52|3.11e-06|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|206.87|571.9|0.4816|0.70072|-1349.834826|-0.19987|-1349.895534|9.2157|46.0|7.3372
11a_a5|0.0|1|0|0|1|1.212363224|0.0|-0.165418719|-0.002894726|2|0.021060606|0.0|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|0.006120569|2|0.7505403709999999|-0.037220974|-0.0489811909999999|0.7410766209999999|0.89343434|-0.064565402|0.369563711|0.011860803|-46.13206353|61.32301293|0.10656566|76.14130253|-0.026223112|-36.51058972|6.055083705|14.47576249|0.740865275|-1.573386716|-32.96141947|0.466436596|2727.027899|638.3599998999999|-1124.186857|-13.38721623|18.25640338|0.874191508|5756.783268|185.1520983|25.28995251|1517.39715|835.912531|0.0|1.0|1.0|1.0|1.0|23.0|6.55|3.05|1.0|7.0|-7.25|4.0|-4.54|424.54|0.0|1.0|5.16|5.63e-08|2.39e-05|3.95e-07|0.000167|0.0|0.0|5.019999999999999e-08|-0.03694|4.4033|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|281.57|578.8|0.6735|0.65363|-1339.493223|-0.20429|-1339.555805|3.6525|81.0|7.0915
